% 1-Bed,% 2-Bed,% 3-Bed,% 4-Bed,% Studios,Amenities,Avg Effective/SF,Avg Effective/Unit,Avg Unit SF,Building Class,Ceiling Ht,City,Closest Transit Stop Dist (mi),Features,Four Bedroom Avg SF,Land Area (AC),Latitude,LEED Certified,Longitude,Number Of Elevators,Number Of Stories,Number Of Units,One Bedroom Avg SF,Parking Ratio,Rent/SF/Yr,RBA,Studio Avg SF,Style,Submarket Name,Three Bedroom Avg SF,Two Bedroom Avg SF,Year Built,Year Renovated,Zip,Zoning
39.39,60.61,,,,"Air Conditioning, Laundry Facilities",1.06,814,771,C,,Beaverton,0.87,"Air Conditioning, Laundry Facilities",,1.38,45.4928650,,-122.7882600,0,2,33,650,2.67,Not Disclosed,25450,,Low-Rise,Raleigh Hills,,850,1967,,97005-1855,"R24, Beaverton"
17.24,79.31,3.45,,,"24 Hour Access, Property Manager on Site, Lounge, Maintenance on site, Online Services, Double Pane Windows, Patio, Smoke Free",1.76,1713,971,C,,Beaverton,0.89,"24 Hour Access, Property Manager on Site, Lounge, Maintenance on site, Online Services, Double Pane Windows, Patio, Smoke Free",,1.71,45.4928810,,-122.7868650,0,3,58,970,1.34,Not Disclosed,58248,,Low-Rise,Raleigh Hills,1000,970,1968,,97005-1853,"R24, Beaverton"
,,,,,"Laundry Facilities, Walking/Biking Trails, Online Services, Public Transportation",,,,C,,Portland,8.46,"Laundry Facilities, Walking/Biking Trails, Online Services, Public Transportation",,0.854,45.5032420,,-122.5497800,0,2,20,,1.21,Not Disclosed,16512,,Low-Rise,Powellhurst-Gilbert,,,1968,,97266-1159,R5A
71.43,28.57,,,,"Air Conditioning, Courtyard, Laundry Facilities, Playground, Laundry Service, Smoke Free",1.56,966,621,C,,Portland,8.95,"Air Conditioning, Courtyard, Laundry Facilities, Playground, Laundry Service, Smoke Free",,2.3285,45.5051630,,-122.5396970,0,2,70,565,1.99,Not Disclosed,65578,,Garden,Mill Park,,762,1963,,97216-4067,N/Av
16.30,83.70,,,,"24 Hour Access, Fitness Center, Sauna, Gameroom, Pet Play Area, Trash Pickup - Curbside, Garden",1.46,1205,825,C,,Portland,0.58,"24 Hour Access, Fitness Center, Sauna, Gameroom, Pet Play Area, Trash Pickup - Curbside, Garden",,3.66,45.5286780,,-122.5399700,0,2,92,626,1.22,Not Disclosed,80346,,Garden,Gateway,,865,1969,,97230-2156,R3
14.81,77.78,7.41,,,"Fitness Center, Laundry Facilities, Property Manager on Site, Gated, Media Center/Movie Theatre",1.38,1252,907,C,,Portland,0.52,"Fitness Center, Laundry Facilities, Property Manager on Site, Gated, Media Center/Movie Theatre",,1.827,45.5294440,,-122.5388090,0,2,54,650,1.47,Not Disclosed,54340,,Garden,Gateway,1120,936,1969,,97230-2051,R3
36.84,52.63,10.53,,,"Courtyard, Laundry Facilities, Putting Greens, Walking/Biking Trails",1.19,1093,919,C,,Portland,0.54,"Courtyard, Laundry Facilities, Putting Greens, Walking/Biking Trails",,1.8136,45.5297500,,-122.5383670,0,2,38,688,2.26,Not Disclosed,35474,,Low-Rise,Gateway,1470,971,1964,,97230,R3
14.29,80.95,4.76,,,"Laundry Facilities, Deck, Patio",1.32,1166,884,C,,Portland,0.65,"Laundry Facilities, Deck, Patio",,1.2817,45.5307510,,-122.5383900,0,2,42,640,1.08,Not Disclosed,36974,,Low-Rise,Gateway,1076,916,1968,,97230,R3
42.11,57.89,,,,"Laundry Facilities, Laundry Service",1.84,1504,816,C,,Portland,0.67,"Laundry Facilities, Laundry Service",,1.26,45.5315145,,-122.5383507,0,2,38,700,1.76,Not Disclosed,33998,,Low-Rise,Gateway,,900,1960,,97230-2067,"R3, County"
,100.00,,,,"Air Conditioning, Laundry Facilities",1.42,1216,855,C,,Portland,0.47,"Air Conditioning, Laundry Facilities",,1.29,45.5159250,,-122.5384090,0,2,25,,1.64,Not Disclosed,22394,,Garden,Mill Park,,855,1968,,97233,"R3, Portland"
100.00,,,,,"Property Manager on Site, Online Services, Dining Room",1.88,1125,600,C,,Portland,0.78,"Property Manager on Site, Online Services, Dining Room",,1.7287,45.5121850,,-122.5364550,0,2,54,600,1.84,Not Disclosed,32538,,Low-Rise,Mill Park,,,1964,,97233-1265,"R3 & R2.5, Portland"
30.26,39.47,30.26,,,"Courtyard, Laundry Facilities, Pool, Spa",1.35,1171,870,C,,Portland,7.59,"Courtyard, Laundry Facilities, Pool, Spa",,1.1127,45.5085568,,-122.5386518,0,2,76,740,2.00,Not Disclosed,66142,,Garden,Mill Park,1014,860,1969,,97233-1378,R3
65.98,,,,34.02,"Laundry Facilities, Patio",1.70,855,502,C,,Portland,9.87,"Laundry Facilities, Patio",,,45.4925030,,-122.5388630,0,1,97,550,1.48,Not Disclosed,57320,410,Garden,Powellhurst-Gilbert,,,1967,,97236-3758,R1
50.00,50.00,,,,"Courtyard, Laundry Facilities, Wheelchair Accessible (Rooms)",1.61,1027,638,C,,Beaverton,0.28,"Courtyard, Laundry Facilities, Wheelchair Accessible (Rooms)",,1.1074,45.4942540,,-122.8024630,0,1,22,525,1.23,Not Disclosed,13860,,Garden,Cedar Hills,,750,1961,2015,97005-1736,"R24, County"
33.33,66.67,,,,"Deck, Patio",1.06,1045,983,C,,Portland,4.25,"Deck, Patio",,1.7507,45.5267100,,-122.8036260,0,2,48,750,1.29,Not Disclosed,45961,,Garden,Cedar Hills-Cedar Mill,,1100,1968,,97229-5674,"R24-40, Portland"
3.45,96.55,,,,"Courtyard, Laundry Facilities, Laundry Service, Breakfast Nook, Dining Room, Pantry, Smoke Free",1.61,1167,727,C,,Beaverton,1.36,"Courtyard, Laundry Facilities, Laundry Service, Breakfast Nook, Dining Room, Pantry, Smoke Free",,1.17,45.4736770,,-122.8038830,0,2,29,495,1.14,Not Disclosed,23498,,Garden,Vose,,735,1967,,97008-4756,"R1, Beaverton"
65.52,31.03,3.45,,,"Courtyard, Fenced Lot, Laundry Facilities",1.02,677,666,C,,Portland,9.13,"Courtyard, Fenced Lot, Laundry Facilities",,1.124,45.5032230,,-122.5343570,0,2,29,560,1.45,Not Disclosed,18384,,Low-Rise,Powellhurst-Gilbert,1110,840,1967,,97236-3153,"R1a, Portland"
100.00,,,,,"Controlled Access, Fenced Lot, Laundry Facilities, Picnic Area, Deck, Patio",1.99,1296,650,C,,Portland,0.39,"Controlled Access, Fenced Lot, Laundry Facilities, Picnic Area, Deck, Patio",,0.9293,45.5196444,,-122.5341241,0,2,28,650,1.90,Not Disclosed,18360,,Low-Rise,Gateway,,,1965,,97233-1065,RH
25.00,43.75,31.25,,,"Courtyard, Laundry Facilities, Security System, Laundry Service",1.43,1279,894,C,,Portland,6.26,"Courtyard, Laundry Facilities, Security System, Laundry Service",,2.2754,45.5327290,,-122.5282960,0,2,48,660,2.24,Not Disclosed,43375,,Garden,Gateway,1150,845,1965,,97230-3258,R3
27.00,73.00,,,,"Laundry Facilities, Patio, Smoke Free",1.29,1282,997,C,,Portland,5.05,"Laundry Facilities, Patio, Smoke Free",,3.2734,45.5546250,,-122.5271510,0,2,100,682,1.33,Not Disclosed,91070,,Garden,Argay,,1113,1969,,97230-2605,"R2, Portland"
25.00,75.00,,,,,0.93,674,728,C,,Beaverton,0.79,,,1.01,45.4863430,,-122.8204610,0,3,24,570,1.54,Not Disclosed,23337,,Low-Rise,Central Beaverton,,780,1969,,97005,"R1, Beaverton"
14.81,85.19,,,,"Property Manager on Site, Online Services",1.44,1335,930,C,,Portland,0.87,"Property Manager on Site, Online Services",,0.66,45.5329760,,-122.4976380,0,2,27,680,1.57,Not Disclosed,25404,,Garden,Wilkes,,973,1953,,97230,BPO
31.48,68.52,,,,"Courtyard, Laundry Facilities, Property Manager on Site, Video Patrol, Recycling, Yard",1.35,1073,796,C,,Portland,0.15,"Courtyard, Laundry Facilities, Property Manager on Site, Video Patrol, Recycling, Yard",,1.854,45.5230843,,-122.4972098,0,2,54,725,1.37,Not Disclosed,58196,,Garden,Glenfair,,829,1969,,97230-5871,"SC, Gresham"
11.76,58.82,23.53,0.0588,,,1.09,1253,1154,C,,Portland,0.17,,1520,1.792,45.5242792,,-122.4956214,0,2,34,767,2.06,Not Disclosed,37608,,Garden,Rockwood,1377,1106,1966,,97230-5474,"SC, Gresham"
28.57,71.43,,,,"Laundry Facilities, Online Services",1.61,1304,810,C,,Portland,0.37,"Laundry Facilities, Online Services",,0.68,45.5275936,,-122.4968976,0,2,20,714,1.18,Not Disclosed,16156,,Low-Rise,Wilkes,,851,1969,,97230,CMF
27.78,72.22,,,,"24 Hour Access, Fitness Center, Laundry Facilities, Picnic Area, Playground, Pool, Property Manager on Site, Laundry Service, Recycling, Maintenance on site, Freezer",1.65,1273,773,B,,Portland,0.35,"24 Hour Access, Fitness Center, Laundry Facilities, Picnic Area, Playground, Pool, Property Manager on Site, Laundry Service, Recycling, Maintenance on site, Freezer",,3.24,45.5178958,,-122.4953200,0,2,72,650,1.15,Not Disclosed,83408,,Low-Rise,Centennial,,820,1968,,97233,R2
,100.00,,,,Recycling,0.91,767,840,C,,Beaverton,0.85,Recycling,,1.79,45.4984770,,-122.8526830,0,1,20,,2.20,Not Disclosed,16800,,Garden,Cooper Mountain-Aloha North,,840,1950,,97006-5065,"R5,  County"
,100.00,,,,"Laundry Facilities, Online Services, Dining Room, Patio",1.24,1186,958,C,,Beaverton,2.82,"Laundry Facilities, Online Services, Dining Room, Patio",,2.0796,45.4945050,,-122.8529680,0,2,41,,1.71,Not Disclosed,57650,,Garden,Cooper Mountain-Aloha North,,959,1960,,97006-5019,"R24, Beaverton"
,91.25,8.75,,,"Laundry Facilities, Playground, Property Manager on Site, Security System, Storage Space, Maintenance on site",1.40,1257,901,C,,Portland,0.36,"Laundry Facilities, Playground, Property Manager on Site, Security System, Storage Space, Maintenance on site",,3.2541,45.5165200,,-122.4674300,0,2,80,,1.25,Not Disclosed,68600,,Garden,Rockwood,950,897,1965,,97233,"RTC, Portland"
,45.45,54.55,,,"Laundry Facilities, Yard",1.36,1402,1028,C,,Gresham,0.84,"Laundry Facilities, Yard",,1.86,45.5167770,,-122.4343290,0,2,33,,2.09,Not Disclosed,35362,,Garden,Gresham-North Central,1118,920,1968,,97030-2596,"CMF, Gresham"
,100.00,,,,"Courtyard, Laundry Facilities, Yard, Patio, Window Coverings",0.99,1091,1100,C,,Milwaukie,17.73,"Courtyard, Laundry Facilities, Yard, Patio, Window Coverings",,1.459986,45.3894581,,-122.6090916,0,2,28,,,Not Disclosed,34232,,Garden,Jennings Lodge,,1100,1968,,97267,N/Av
,,,,,,,,,C,,Cornelius,31.2,,,2.37,45.5213630,,-123.0655470,0,1,26,,2.76,Not Disclosed,12672,,Garden,Outlying Washington County,,,1961,,97113-9162,N/Av
33.33,50.00,16.67,,,"Courtyard, Laundry Facilities, Pool, Property Manager on Site, Deck, Patio",1.46,1292,883,B,,Beaverton,1.23,"Courtyard, Laundry Facilities, Pool, Property Manager on Site, Deck, Patio",,2.22,45.4760761,,-122.7969786,0,2,48,725,1.82,Not Disclosed,56192,,Low-Rise,Vose,1192,885,1969,,97005,R2
35.19,42.59,22.22,,,"Air Conditioning, Laundry Facilities, Property Manager on Site, Wheelchair Accessible (Rooms)",1.19,884,742,C,,Beaverton,1.14,"Air Conditioning, Laundry Facilities, Property Manager on Site, Wheelchair Accessible (Rooms)",,2.15,45.4761357,,-122.8025750,0,2,54,572,1.00,Not Disclosed,39832,,Garden,Vose,988,754,1962,2005,97005,"R7, Beaverton"
80.00,20.00,,,,,1.60,1026,640,C,,Gladstone,17.44,,,0.3,45.3776120,,-122.5963080,0,2,20,600,1.88,Not Disclosed,18000,,Low-Rise,Gladstone,,800,1966,,97027-2305,N/Av
23.08,76.92,,,,Laundry Facilities,1.44,990,688,C,,Tigard,0.28,Laundry Facilities,,0.6612,45.4299930,,-122.7663160,0,2,26,650,1.15,Not Disclosed,17900,,Low-Rise,Downtown Tigard,,700,1967,,97223-6237,"CBD, Tigard"
,100.00,,,,"Clubhouse, Laundry Facilities, Multi Use Room, Deck, Dining Room, Pantry, Patio",1.29,1130,875,C,,Tigard,0.54,"Clubhouse, Laundry Facilities, Multi Use Room, Deck, Dining Room, Pantry, Patio",,1.74,45.4253100,,-122.7729730,0,2,36,,2.15,Not Disclosed,31500,,Garden,Downtown Tigard,,875,1969,,97223-6058,R-12
96.30,3.70,,,,"24 Hour Access, Air Conditioning, Laundry Facilities, Property Manager on Site, Grill, Storage Space, Maintenance on site, Grill, Porch",1.81,1456,804,C,,Portland,0.94,"24 Hour Access, Air Conditioning, Laundry Facilities, Property Manager on Site, Grill, Storage Space, Maintenance on site, Grill, Porch",,3.2,45.4885440,,-122.6810200,0,2,54,800,1.23,Not Disclosed,60650,,Low-Rise,South Portland,,900,1962,,97239-2872,R2
,80.65,19.35,,,"Clubhouse, Laundry Facilities, Playground, Property Manager on Site, Maintenance on site",1.31,1459,1114,C,,Portland,4.73,"Clubhouse, Laundry Facilities, Playground, Property Manager on Site, Maintenance on site",,4.02,45.4841901,,-122.7141159,0,2,62,,1.13,Not Disclosed,75218,,Garden,Bridlemile,1275,1075,1967,,97221-3852,R2
16.67,63.89,19.44,,,"Deck, Patio, Vinyl Flooring, Wheelchair Accessible (Rooms)",1.47,1314,892,C,,Portland,1.6,"Deck, Patio, Vinyl Flooring, Wheelchair Accessible (Rooms)",,0.26,45.4156124,,-122.7570779,0,2,36,720,1.11,Not Disclosed,31520,,Garden,Downtown Tigard,1100,874,1952,,97224,R-12
89.19,8.11,2.70,,,"Laundry Facilities, Waterfront, Walking/Biking Trails, Deck, Dining Room",1.89,1385,749,C,,Tualatin,0.46,"Laundry Facilities, Waterfront, Walking/Biking Trails, Deck, Dining Room",,4.38,45.3781886,,-122.7662361,0,2,95,733,,Not Disclosed,85000,,Garden,Sherwood/Tualatin South,,,1968,,97062-9013,RH
,,100.00,,,"Patio, Porch",1.66,1574,950,C,,Portland,11.1,"Patio, Porch",,1.3621,45.5991470,,-122.7530290,0,1,20,,1.60,Not Disclosed,19000,,Garden,St Johns,950,,1963,,97203-2263,"R5, Portland"
,,,,100.00,,,,,C,,Portland,0.9,,,0.4968,45.5345531,,-122.5924234,0,2,20,,,Not Disclosed,23236,,Low-Rise,Madison South,,,1960,,97213,CG
58.82,41.18,,,,Deck,1.86,1400,772,C,,Portland,5.78,Deck,,1.0663,45.4788180,,-122.6918880,0,2,29,648,0.99,Not Disclosed,30234,,Low-Rise,Hillsdale,,949,1963,,97239-2622,R1
38.46,61.54,,,,"24 Hour Access, Property Manager on Site, Recycling, Deck, Lawn, Patio, Porch, Skylights, Vinyl Flooring, Window Coverings",1.72,1359,790,C,,Portland,0.82,"24 Hour Access, Property Manager on Site, Recycling, Deck, Lawn, Patio, Porch, Skylights, Vinyl Flooring, Window Coverings",,0.78,45.5225192,,-122.6085665,0,2,26,775,0.77,Not Disclosed,20000,,Garden,Mt Tabor,,800,1968,,97215,R2
49.21,50.79,,,,Laundry Facilities,1.10,969,877,C,,Portland,0.29,Laundry Facilities,,1.76,45.5236050,,-122.5417140,0,1,63,750,1.40,Not Disclosed,55250,,Garden,Gateway,,1000,1967,,97216-3775,RH
,100.00,,,,"Business Center, Laundry Facilities, Patio, Smoke Free",1.20,927,775,C,,Portland,0.29,"Business Center, Laundry Facilities, Patio, Smoke Free",,1.0873,45.5219263,,-122.5319040,0,2,22,,1.17,Not Disclosed,25644,,Garden,Gateway,,775,1965,,97233-1563,"R2, Portland"
16.33,83.67,,,,"Laundry Facilities, Pool, Recycling",1.58,1089,640,C,,Gresham,0.09,"Laundry Facilities, Pool, Recycling",,0.72,45.5219119,,-122.4948001,0,2,49,640,1.53,Not Disclosed,38542,,Garden,Rockwood,,,1968,,97233,"HDR60, Gresham"
50.00,50.00,,,,Laundry Facilities,1.18,1070,910,C,,Portland,0.14,Laundry Facilities,,1.1696,45.5229045,,-122.4785046,0,2,28,860,0.97,Not Disclosed,30754,,Garden,Rockwood,,960,1969,,97233-4829,SC
26.67,73.33,,,,Laundry Facilities,1.42,1060,747,C,,Portland,0.2,Laundry Facilities,,1.0316,45.5221716,,-122.4739674,0,2,30,600,,Not Disclosed,23120,,Low-Rise,Rockwood,,800,1964,,97233-5350,N/Av
4.17,70.83,25.00,,,Laundry Facilities,1.34,1151,867,C,,Portland,9.17,Laundry Facilities,,1.088,45.4957604,,-122.5490805,0,2,24,,1.42,Not Disclosed,42650,,Garden,Lents-Powellhurst-Gilbert,1200,750,1965,,97266-2207,"R3, Portland"
100.00,,,,,,1.67,1141,684,C,,Portland,0.48,,,1.53,45.5111341,,-122.7875025,0,2,36,684,,Not Disclosed,44832,,Garden,Cedar Hills,,,1955,,97225,R18-24
26.67,73.33,,,,"Courtyard, Laundry Facilities, Laundry Service, Online Services, Deck, Patio, Smoke Free",1.74,1518,872,C,,Portland,0.38,"Courtyard, Laundry Facilities, Laundry Service, Online Services, Deck, Patio, Smoke Free",,1.55,45.5103935,,-122.7870096,0,2,30,728,,Not Disclosed,26153,,Garden,Cedar Hills,,925,1968,,97225,N/Av
27.27,72.73,,,,Laundry Facilities,0.80,618,768,C,,Rainier,,Laundry Facilities,,0.6887,46.0893660,,-122.9398180,0,3,22,550,1.30,Not Disclosed,16900,,Low-Rise,Columbia County,,850,1967,,97048-2655,R3
25.00,66.67,8.33,,,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Sauna, Spa, Grill, Laundry Service, Wheelchair Accessible (Rooms)",1.46,1471,1007,B,,Portland,2.09,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Sauna, Spa, Grill, Laundry Service, Wheelchair Accessible (Rooms)",,3.82,45.4997681,,-122.7652034,0,2,96,814,1.64,Not Disclosed,96578,,Garden,Cedar Hills,1357,1035,1968,2009,97225-3964,R-24
20.83,79.17,,,,Laundry Facilities,1.00,758,758,C,,Beaverton,0.12,Laundry Facilities,,1.04,45.4898170,,-122.8026450,0,2,24,600,1.54,Not Disclosed,16500,,Low-Rise,Downtown Beaverton,,800,1963,,97005-2147,"RC-TO, Beaverton"
,100.00,,,,,,,,C,,Vancouver,9.56,,,1.38,45.6374307,,-122.6179260,0,1,20,,1.92,Not Disclosed,15600,,Garden,Meadow Homes,,,1969,,98661-6599,ua
53.23,41.13,,,5.65,"Clubhouse, Fitness Center, Laundry Facilities, Playground, Sauna, Gameroom, Multi Use Room, Deck, Dining Room, Patio",1.73,1259,725,C,,Beaverton,0.3,"Clubhouse, Fitness Center, Laundry Facilities, Playground, Sauna, Gameroom, Multi Use Room, Deck, Dining Room, Patio",,4.0218,45.4931410,,-122.8018130,0,2,123,650,0.97,Not Disclosed,92285,440,Garden,Downtown Beaverton,,867,1969,,97005-1767,RC-TO
50.00,50.00,,,,Laundry Facilities,1.35,842,625,C,,Gladstone,17.88,Laundry Facilities,,0.77,45.3770980,,-122.6012130,0,2,24,550,0.96,Not Disclosed,18034,,Low-Rise,Gladstone,,700,1964,,97027,"R5, Gladstone"
,86.67,13.33,,,"Laundry Facilities, Playground",0.90,807,899,C,,Gresham,0.37,"Laundry Facilities, Playground",,1.8,45.5000229,,-122.4198431,0,2,30,,2.03,Not Disclosed,27120,,Garden,Downtown Gresham,1000,885,1969,,97030,MDR24
,,,,,"Laundry Facilities, Maintenance on site, Smoke Free",,,,C,,Portland,8.31,"Laundry Facilities, Maintenance on site, Smoke Free",,0.68,45.5032166,,-122.6098400,0,1,20,,1.00,Not Disclosed,21480,,Garden,Richmond,,,1952,,97206-1400,"R1, Portland"
,100.00,,,,"Air Conditioning, Laundry Facilities, Patio",1.29,1122,872,C,,Saint Helens,33.88,"Air Conditioning, Laundry Facilities, Patio",,1.65,45.8575229,,-122.8265501,0,2,56,,,Not Disclosed,44788,,Garden,Columbia County,,872,1967,1994,97051-1655,AR
25.00,58.33,,,16.67,"Courtyard, Lawn, Public Transportation",2.08,1343,646,C,,Portland,0.44,"Courtyard, Lawn, Public Transportation",,0.9183,45.4962360,,-122.6761030,0,2,36,546,1.54,Not Disclosed,23247,350,Garden,South Portland,,773,1954,,97239,R2
36.36,63.64,,,,"Courtyard, Laundry Facilities, Bicycle Storage",,,891,C,,Portland,0.64,"Courtyard, Laundry Facilities, Bicycle Storage",,0.69,45.4868300,,-122.6764850,0,3,22,700,0.50,Not Disclosed,24180,,Low-Rise,South Portland,,1000,1956,,97239,RM2
13.04,78.26,8.70,,,"Courtyard, Patio",1.07,1092,1024,C,,Portland,4.3,"Courtyard, Patio",,2.5,45.5246650,,-122.8114560,0,2,46,750,1.61,Not Disclosed,49200,,Low-Rise,Cedar Hills-Cedar Mill,1200,1050,1969,,97229-5855,"R24-40, Portland"
100.00,,,,,,,,650,C,,Portland,3.86,,,0.8,45.5532280,,-122.6021410,0,2,22,650,1.71,Not Disclosed,23456,,Low-Rise,Cully,,,1968,,97218,R2H
60.00,40.00,,,,Laundry Facilities,1.23,811,662,C,,Vancouver,12.03,Laundry Facilities,,0.6045,45.6360460,,-122.6744620,0,2,20,570,1.00,Not Disclosed,16508,,Low-Rise,Uptown Vancouver,,800,1950,,98660-2500,UA
65.45,9.09,,,25.45,,2.13,1186,556,C,,Portland,0.39,,,0.2723,45.5243190,,-122.6960455,0,6,55,585,,Not Disclosed,53694,411,Mid-Rise,Uptown Portland,,750,1951,,97210,RH
8.16,74.15,17.69,,,"Laundry Facilities, Playground, Property Manager on Site, Car Wash Area, Laundry Service",1.39,1224,882,C,,Vancouver,7.87,"Laundry Facilities, Playground, Property Manager on Site, Car Wash Area, Laundry Service",,10.47,45.6238810,,-122.5940700,0,1,147,575,,Not Disclosed,174414,,Garden,Vancouver Heights,1041,879,1967,,98664,MD
15.38,80.77,,,3.85,"Pool, Property Manager on Site, Deck, Patio",1.39,1251,898,C,,Gresham,0.5,"Pool, Property Manager on Site, Deck, Patio",,2.12,45.5056057,,-122.4128297,0,2,52,687,1.72,Not Disclosed,47398,573,Garden,Gresham-Northeast,,954,1969,,97030-5830,"CMU, Gresham"
50.00,50.00,,,,"Laundry Facilities, Dining Room, Window Coverings",,,,C,,Gresham,9.99,"Laundry Facilities, Dining Room, Window Coverings",,1,45.5040310,,-122.4783534,0,2,30,,1.40,Not Disclosed,24508,,Low-Rise,Gresham-Centennial,,,1964,,97236,"CMU, Portland"
39.47,47.37,10.53,,2.63,,1.45,1182,815,C,,Portland,7.55,,,1.03,45.5049877,,-122.5970910,0,2,38,600,,Not Disclosed,30921,540,Low-Rise,South Tabor,1140,938,1968,,97206,R1
37.14,57.14,,,5.71,"Air Conditioning, Laundry Facilities, Property Manager on Site, Sauna, Window Coverings",1.43,1221,855,B,,Portland,7.11,"Air Conditioning, Laundry Facilities, Property Manager on Site, Sauna, Window Coverings",,2.19,45.5050900,,-122.5878534,0,2,70,750,0.92,Not Disclosed,95396,400,Low-Rise,South Tabor,,968,1968,,97206-1101,R1
43.75,56.25,,,,,1.60,1088,681,C,,Portland,9.32,,,0.8371,45.5037179,,-122.5310098,0,2,32,625,1.66,Not Disclosed,22100,,Low-Rise,Powellhurst-Gilbert,,725,1962,,97236,"R2, Portland"
,100.00,,,,"Laundry Facilities, Yard",1.22,1162,950,C,,Portland,9.75,"Laundry Facilities, Yard",,1.78,45.5049600,,-122.4833450,0,2,52,,1.48,Not Disclosed,49504,,Garden,Gresham-Centennial,,950,1967,,97236-1073,"R2, Portland"
,100.00,,,,"Laundry Facilities, Smoke Free",1.27,1188,935,C,,Portland,4.59,"Laundry Facilities, Smoke Free",,1.1688,45.4618820,,-122.7097140,0,2,20,,1.47,Not Disclosed,23852,,Garden,Multnomah,,935,1969,,97219,R1
51.06,48.94,,,,"Controlled Access, Fitness Center, Laundry Facilities, Property Manager on Site, Gated, Laundry Service, Package Service, Sundeck, Smoke Free, Wheelchair Accessible (Rooms)",1.75,1399,799,C,,Lake Oswego,6.64,"Controlled Access, Fitness Center, Laundry Facilities, Property Manager on Site, Gated, Laundry Service, Package Service, Sundeck, Smoke Free, Wheelchair Accessible (Rooms)",,2.52,45.4247935,,-122.6638990,0,3,47,685,1.17,Not Disclosed,37530,,Low-Rise,Evergreen,,917,1966,,97034-2318,R-0
,79.41,20.59,,,"Courtyard, Laundry Facilities",1.53,1319,860,C,,Beaverton,0.55,"Courtyard, Laundry Facilities",,1.39,45.4906650,,-122.8158260,0,2,34,,1.65,Not Disclosed,29250,,Low-Rise,Central Beaverton,900,850,1964,,97005,"SC-HDR, Beaverton"
22.22,64.44,,,13.33,"Courtyard, Laundry Facilities, Wheelchair Accessible (Rooms)",1.50,957,636,C,,Beaverton,0.51,"Courtyard, Laundry Facilities, Wheelchair Accessible (Rooms)",,1.94,45.4900940,,-122.8162280,0,2,45,585,1.41,Not Disclosed,35480,485,Low-Rise,Central Beaverton,,685,1965,,97005-2424,"SC-HDR, Beaverton"
37.24,33.79,28.97,,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Pool, Property Manager on Site, Sauna, Security System, Spa, Yard, Maintenance on site, Deck, Dining Room, Double Pane Windows, Family Room",2.00,1797,899,C,,Beaverton,0.55,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Pool, Property Manager on Site, Sauna, Security System, Spa, Yard, Maintenance on site, Deck, Dining Room, Double Pane Windows, Family Room",,5.99,45.4916560,,-122.8175270,0,2,145,724,1.54,Not Disclosed,133418,,Garden,Central Beaverton,1157,873,1969,2016,97005,"SCHDR, Beaverton"
37.50,39.06,23.44,,,"Courtyard, Laundry Facilities, Property Manager on Site, Breakfast/Coffee Concierge, Laundry Service, Package Service, Recycling, Trash Pickup - Curbside, Built-In Bookshelves, Deck, Dining Room, Patio",1.46,1567,1072,C,,Beaverton,0.36,"Courtyard, Laundry Facilities, Property Manager on Site, Breakfast/Coffee Concierge, Laundry Service, Package Service, Recycling, Trash Pickup - Curbside, Built-In Bookshelves, Deck, Dining Room, Patio",,2.85,45.4919569,,-122.8185532,0,2,64,900,1.33,Not Disclosed,60874,,Garden,Central Beaverton,1300,1100,1968,,97005-2479,R2
32.61,54.35,13.04,,,"Playground, Pool, Laundry Service",1.45,990,683,C,,Mcminnville,,"Playground, Pool, Laundry Service",,3.87,45.2083664,,-123.2016700,0,2,46,600,,Not Disclosed,32200,,Garden,Yamhill County,850,692,1968,,97128-5921,C
50.00,,,,50.00,"Courtyard, Laundry Facilities, Furnished Units Available, Storage Space, Bicycle Storage, Intercom, Patio, Smoke Free",2.54,1212,478,C,,Portland,0.34,"Courtyard, Laundry Facilities, Furnished Units Available, Storage Space, Bicycle Storage, Intercom, Patio, Smoke Free",,0.2296,45.5250660,,-122.6960880,0,7,48,580,0.27,Not Disclosed,73836,375,Mid-Rise,Uptown Portland,,,1950,,97210,RH
58.33,41.67,,,,"Courtyard, Laundry Facilities, Property Manager on Site, Package Service, Storage Space, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",1.36,1044,769,C,,Lake Oswego,6.52,"Courtyard, Laundry Facilities, Property Manager on Site, Package Service, Storage Space, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",,0.63,45.4179696,,-122.6665687,0,2,24,675,,Not Disclosed,24646,,Low-Rise,Evergreen,,900,1961,,97034,EC/R-0
33.33,42.86,,,23.81,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Sauna, Spa, On-Site Retail, Lounge, Patio, Wheelchair Accessible (Rooms)",1.50,1147,766,B,,Vancouver,8.48,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Sauna, Spa, On-Site Retail, Lounge, Patio, Wheelchair Accessible (Rooms)",,4.54,45.6187770,,-122.6177600,2,4,126,700,3.10,Not Disclosed,150618,493,Mid-Rise,Columbia Way,,970,1968,2010,98661-6607,R-30
