% 1-Bed,% 2-Bed,% 3-Bed,% 4-Bed,% Studios,Amenities,Avg Effective/SF,Avg Effective/Unit,Avg Unit SF,Building Class,Ceiling Ht,City,Closest Transit Stop Dist (mi),Features,Four Bedroom Avg SF,Land Area (AC),Latitude,LEED Certified,Longitude,Number Of Elevators,Number Of Stories,Number Of Units,One Bedroom Avg SF,Parking Ratio,Rent/SF/Yr,RBA,Studio Avg SF,Style,Submarket Name,Three Bedroom Avg SF,Two Bedroom Avg SF,Year Built,Year Renovated,Zip,Zoning
,29.17,70.83,,,Laundry Facilities,1.12,1238,1104,C,,Hillsboro,0.44,Laundry Facilities,,1.596717,45.5158509,,-122.9780476,0,2,24,,0.00,Not Disclosed,26296,,Garden,Downtown Hillsboro,1168,948,1975,,97123-4561,SCR-MD
8.06,8.06,83.87,,,"Clubhouse, Laundry Facilities, Playground, Property Manager on Site, Basketball Court, Package Service, Storage Space, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",1.90,1939,1049,C,,Beaverton,0.19,"Clubhouse, Laundry Facilities, Playground, Property Manager on Site, Basketball Court, Package Service, Storage Space, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",,2.8674,45.4933021,,-122.8034270,0,2,62,745,1.11,Not Disclosed,67244,,Garden,Downtown Beaverton,1100,973,1974,,97005,RC-TO
19.57,64.67,15.76,,,"Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Gameroom, Laundry Service, Planned Social Activities, Wheelchair Accessible (Rooms)",1.58,1333,842,C,,Beaverton,0.3,"Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Gameroom, Laundry Service, Planned Social Activities, Wheelchair Accessible (Rooms)",,6.87,45.4934890,,-122.8046620,0,2,184,707,0.16,Not Disclosed,154998,,Garden,Downtown Beaverton,1029,838,1974,,97005-1608,RC-TO
30.00,41.67,28.33,,,"24 Hour Access, Laundry Facilities, Pool, Property Manager on Site, Tenant Controlled HVAC, Recycling, Storage Space, Bicycle Storage, Maintenance on site, Online Services, Dining Room, Family Room, Linen Closet, Vinyl Flooring, Window Coverings",1.42,1412,997,C,,Beaverton,0.46,"24 Hour Access, Laundry Facilities, Pool, Property Manager on Site, Tenant Controlled HVAC, Recycling, Storage Space, Bicycle Storage, Maintenance on site, Online Services, Dining Room, Family Room, Linen Closet, Vinyl Flooring, Window Coverings",,3.12,45.4956954,,-122.8076416,0,2,60,800,0.94,Not Disclosed,82765,,Garden,Cedar Hills,1200,1000,1972,,97005-1661,"R1, Beaverton"
56.09,25.04,,,18.86,"Business Center, Controlled Access, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Property Manager on Site, Sauna, Spa, Tennis Court, Basketball Court, Grill, Laundry Service, Package Service, Volleyball Court, Storage Space, Lounge, Maintenance on site, Sundeck",2.08,1385,667,B,,Portland,12.35,"Business Center, Controlled Access, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Property Manager on Site, Sauna, Spa, Tennis Court, Basketball Court, Grill, Laundry Service, Package Service, Volleyball Court, Storage Space, Lounge, Maintenance on site, Sundeck",,7.3719,45.4855297,,-122.6347828,0,3,599,612,1.02,Not Disclosed,399681,424,Garden,Reed,,975,1973,2018,97202,R1
27.78,50.93,21.30,,,"Laundry Facilities, Pet Play Area, Maintenance on site, Patio, Green Community",1.53,1187,774,C,,Portland,11.07,"Laundry Facilities, Pet Play Area, Maintenance on site, Patio, Green Community",,7.12,45.6031460,,-122.7496250,0,2,108,646,1.79,Not Disclosed,83879,,Garden,St Johns,935,776,1979,,97203-1056,"R2, Portland"
65.38,,,,34.62,Laundry Facilities,,,550,C,,Portland,9.85,Laundry Facilities,,0.569,45.5930670,,-122.7300060,0,3,26,550,1.12,Not Disclosed,15300,,Low-Rise,St Johns,,,1977,,97203-1855,EG2
43.33,48.33,8.33,,,"24 Hour Access, Clubhouse, Laundry Facilities, Pool, Property Manager on Site, Maintenance on site, Patio",1.70,1421,836,C,,Milwaukie,17.51,"24 Hour Access, Clubhouse, Laundry Facilities, Pool, Property Manager on Site, Maintenance on site, Patio",,5.5239,45.4093320,,-122.6241770,0,2,120,722,0.98,Not Disclosed,121680,,Garden,Milwaukie Heights,1250,866,1973,,97267-3915,HDR
19.63,65.93,14.44,,,"Air Conditioning, Clubhouse, Laundry Facilities, Playground, Pool, Tennis Court, Basketball Court, Laundry Service",1.31,1251,954,C,,Beaverton,1.65,"Air Conditioning, Clubhouse, Laundry Facilities, Playground, Pool, Tennis Court, Basketball Court, Laundry Service",,15,45.4480903,,-122.7945760,0,2,270,728,0.96,Not Disclosed,270470,,Garden,Greenway,1177,973,1978,,97008-8445,R3.5
26.42,41.51,32.08,,,,1.27,1249,981,C,,Portland,11.58,,,3.21,45.4920040,,-122.6263160,0,2,53,750,0.55,Not Disclosed,71824,,Garden,Creston-Kenilworth,1200,959,1971,,97202-9302,R2
36.17,42.55,21.28,,,"24 Hour Access, Courtyard, Laundry Facilities, Playground, Basketball Court, Recycling, Yard",1.87,1306,698,C,,Portland,4.26,"24 Hour Access, Courtyard, Laundry Facilities, Playground, Basketball Court, Recycling, Yard",,1.96,45.5245950,,-122.8106871,0,2,47,500,1.42,Not Disclosed,35228,,Garden,Cedar Hills-Cedar Mill,884,773,1972,,97229-5856,"R24-40, County"
14.29,73.21,12.50,,,"Courtyard, Laundry Facilities, Playground, Property Manager on Site, Gameroom, Laundry Service",1.52,1164,767,C,,Portland,5.18,"Courtyard, Laundry Facilities, Playground, Property Manager on Site, Gameroom, Laundry Service",,2.9,45.5309720,,-122.8280790,0,2,55,526,1.55,Not Disclosed,44392,,Garden,Cedar Hills-Cedar Mill,900,792,1973,,97229-5444,"R15, County"
25.42,47.46,27.12,,,"Business Center, Laundry Facilities, Picnic Area, Playground, Pool, Property Manager on Site, Breakfast/Coffee Concierge, Laundry Service, Planned Social Activities",2.07,1605,775,B,,Portland,5.29,"Business Center, Laundry Facilities, Picnic Area, Playground, Pool, Property Manager on Site, Breakfast/Coffee Concierge, Laundry Service, Planned Social Activities",,,45.5307300,,-122.8289630,0,2,118,592,1.45,Not Disclosed,89688,,Garden,Cedar Hills-Cedar Mill,943,776,1979,,97229,
22.22,77.78,,,,Courtyard,1.64,1300,794,C,,Milwaukie,17.56,Courtyard,,1.82,45.4227120,,-122.6429480,0,1,36,654,1.76,Not Disclosed,34000,,Garden,Milwaukie Heights,,834,1977,,97222,RHD
26.67,46.67,26.67,,,"Laundry Facilities, Playground",1.22,1154,944,B,,Milwaukie,17.42,"Laundry Facilities, Playground",,1.64,45.4227978,,-122.6399700,0,2,30,727,2.42,Not Disclosed,27705,,Low-Rise,Milwaukie Heights,1129,962,1972,,97222,"R10, Milwaukie"
,100.00,,,,"Laundry Facilities, Laundry Service, Online Services",1.26,1321,1050,C,,Milwaukie,17.41,"Laundry Facilities, Laundry Service, Online Services",,1.2184,45.4229604,,-122.6389178,0,2,22,,,Not Disclosed,25000,,Garden,Milwaukie Heights,,1050,1973,,97222-8174,MR1
,93.75,,,6.25,Laundry Facilities,1.38,1084,788,C,,Milwaukie,17.21,Laundry Facilities,,1.33,45.4229852,,-122.6351621,0,2,32,,2.00,Not Disclosed,23940,600,Low-Rise,Milwaukie Heights,,800,1974,,97222-8176,"MR1, County"
34.48,65.52,,,,"Laundry Facilities, Property Manager on Site, Maintenance on site",1.80,1059,589,C,,Mcminnville,,"Laundry Facilities, Property Manager on Site, Maintenance on site",,0.4,45.1993107,,-123.2062842,0,2,58,400,,Not Disclosed,57420,,Garden,Yamhill County,,689,1971,,97128-6937,
,,,,100.00,"Laundry Facilities, Maid Service, Bicycle Storage",2.60,1012,390,C,,Portland,0.55,"Laundry Facilities, Maid Service, Bicycle Storage",,0.23,45.4981798,,-122.6781859,0,3,21,,0.57,Not Disclosed,11955,390,Low-Rise,South Portland,,,1979,,97239-4339,"RHS, Portland"
19.05,57.14,19.05,,4.76,"Laundry Facilities, Patio, Vinyl Flooring",1.58,1339,849,C,,Beaverton,1.1,"Laundry Facilities, Patio, Vinyl Flooring",,1.1,45.4703330,,-122.7829550,0,2,21,640,1.26,Not Disclosed,22254,379,Low-Rise,Denny Whitford,1140,860,1977,,97008,R2
67.44,32.56,,,,Recycling,1.61,1110,689,C,,Portland,3.2,Recycling,,2.73,45.4470810,,-122.7248310,0,2,43,580,1.23,Not Disclosed,30073,,Garden,West Portland Park,,916,1971,,97219-0900,RM-1
33.33,50.00,16.67,,,Laundry Facilities,1.31,1029,785,C,,Oregon City,18.81,Laundry Facilities,,1.1478,45.3533175,,-122.5878999,0,2,24,630,1.92,Not Disclosed,18840,,Low-Rise,McLoughlin,1050,800,1972,,97045-1531,"R6, Oregon City"
100.00,,,,,"Laundry Facilities, Deck, Patio",1.22,760,623,C,,Gresham,0.89,"Laundry Facilities, Deck, Patio",,1.76,45.5051130,,-122.4043220,0,2,24,623,2.04,Not Disclosed,15168,,Garden,Gresham-Northeast,,,1979,,97030-6050,"MDR12, Gresham"
10.26,89.74,,,,"Laundry Facilities, Playground",1.30,1068,819,C,,Gresham,0.86,"Laundry Facilities, Playground",,2.34,45.5045860,,-122.4045790,0,2,39,640,1.69,Not Disclosed,32560,,Low-Rise,Powell Valley,,840,1978,,97030-5222,"MDR24, Gresham"
60.00,40.00,,,,"Laundry Facilities, Recycling",,,626,C,,Portland,8.39,"Laundry Facilities, Recycling",,0.459,45.5050120,,-122.6393690,0,2,20,511,1.44,Not Disclosed,13438,,Low-Rise,Hosford-Abernethy,,798,1977,,97202-1252,"R1, Portland"
62.86,37.14,,,,,1.09,880,805,C,,Portland,7.05,,,,45.5057892,,-122.5857909,0,2,35,729,1.07,Not Disclosed,30978,,Low-Rise,Mt Tabor,,933,1977,,97206-1100,
87.78,12.22,,,,"Air Conditioning, Clubhouse, Laundry Facilities, Property Manager on Site, Tennis Court, Basketball Court, Grill, Recreation Room",1.66,913,551,C,,Portland,8.66,"Air Conditioning, Clubhouse, Laundry Facilities, Property Manager on Site, Tennis Court, Basketball Court, Grill, Recreation Room",,2.79,45.5036940,,-122.5435510,0,2,90,511,2.06,Not Disclosed,58200,,Garden,Powellhurst-Gilbert,,839,1973,,97266,R1
60.38,39.62,,,,"Air Conditioning, Laundry Facilities, Wheelchair Accessible (Rooms)",1.63,1142,700,C,,Portland,9.18,"Air Conditioning, Laundry Facilities, Wheelchair Accessible (Rooms)",,1.68,45.5051440,,-122.5331890,0,2,53,650,1.89,Not Disclosed,37618,,Garden,Mill Park,,775,1972,2007,97236-3148,"R2, Portland"
45.45,40.91,13.64,,,"Laundry Facilities, Laundry Service, Online Services, Dining Room, Window Coverings",1.52,1152,760,C,,Portland,9.51,"Laundry Facilities, Laundry Service, Online Services, Dining Room, Window Coverings",,1.3,45.5033250,,-122.5266810,0,2,44,620,1.08,Not Disclosed,33410,,Garden,Powellhurst-Gilbert,1297,737,1970,,97236-3058,N/Av
29.63,70.37,,,,"Laundry Facilities, Property Manager on Site, Yard",1.60,1372,859,C,,Portland,8.86,"Laundry Facilities, Property Manager on Site, Yard",,0.862,45.5047010,,-122.5056842,0,2,27,600,,Not Disclosed,23300,,Garden,Centennial,,968,1972,,97236-2344,"R3, Portland"
41.25,35.00,17.50,,6.25,"Clubhouse, Laundry Facilities, Tennis Court, Patio",1.28,1095,856,C,,Portland,9.01,"Clubhouse, Laundry Facilities, Tennis Court, Patio",,4.293,45.5037150,,-122.5037229,0,2,80,709,1.46,Not Disclosed,69834,590,Garden,Centennial,1156,926,1972,,97236-2386,"HR2, Portland"
12.50,87.50,,,,Air Conditioning,0.82,751,916,C,,Portland,9.28,Air Conditioning,,1.1042,45.5039840,,-122.5000460,0,2,32,684,,Not Disclosed,28326,,Low-Rise,Centennial,,949,1971,,97236-2055,N/Av
41.03,55.13,3.85,,,"Air Conditioning, Playground, Property Manager on Site, Package Service, Storage Space, Maintenance on site, Dining Room, Patio, Vinyl Flooring, Window Coverings",1.53,1263,825,C,,Portland,10.05,"Air Conditioning, Playground, Property Manager on Site, Package Service, Storage Space, Maintenance on site, Dining Room, Patio, Vinyl Flooring, Window Coverings",,3.1,45.5042980,,-122.4805170,0,2,78,677,0.77,Not Disclosed,64494,,Garden,Gresham-Centennial,1500,888,1979,,97236-1062,N/Av
35.44,64.56,,,,"Laundry Facilities, Spa, Gameroom, Online Services, Deck, Dining Room, Patio",1.41,1187,845,C,,Beaverton,1.42,"Laundry Facilities, Spa, Gameroom, Online Services, Deck, Dining Room, Patio",,4.8,45.4531420,,-122.8040430,0,2,78,700,1.06,Not Disclosed,65850,,Garden,Greenway,,925,1978,,97008-8273,N/Av
,100.00,,,,"Air Conditioning, Patio, Smoke Free",1.48,1519,1025,B,,Tigard,1.83,"Air Conditioning, Patio, Smoke Free",,3.62,45.4181373,,-122.7826695,0,1,28,,0.98,Not Disclosed,28700,,Garden,Bull Mountain,,1025,1972,,97224,R-12
37.93,39.08,,,22.99,"Laundry Facilities, Pool, Property Manager on Site, Breakfast/Coffee Concierge, Laundry Service, Patio",2.24,1411,631,C,,Gresham,0.71,"Laundry Facilities, Pool, Property Manager on Site, Breakfast/Coffee Concierge, Laundry Service, Patio",,4.0871,45.4963524,,-122.4388995,0,2,87,511,1.94,Not Disclosed,69682,406,Garden,Holly Brook,,871,1973,,97080,CMF
26.76,73.24,,,,"Clubhouse, Fitness Center, Laundry Facilities, Sauna, Spa",1.50,1362,905,C,,Portland,0.56,"Clubhouse, Fitness Center, Laundry Facilities, Sauna, Spa",,5,45.5052860,,-122.7836890,0,2,142,756,0.81,Not Disclosed,129152,,Garden,Cedar Hills,,960,1979,,97225-5018,TO:R18-24
25.93,51.85,22.22,,,,0.88,686,783,C,,Newberg,31.1,,,1.21,45.3051765,,-122.9538957,0,2,27,650,1.02,Not Disclosed,24441,,Garden,Yamhill County,900,800,1971,,97132,Residential/Commercial
,100.00,,,,"Air Conditioning, Freezer",,,838,C,,Mcminnville,,"Air Conditioning, Freezer",,1.4,45.2255800,,-123.1933000,0,2,28,,,Not Disclosed,23472,,Garden,Yamhill County,,838,1976,,97128-2753,R4
38.10,42.86,19.05,,,"Picnic Area, Deck, Patio",1.24,1068,858,C,,Vancouver,10.12,"Picnic Area, Deck, Patio",,0.12,45.6260191,,-122.6497402,0,2,21,750,0.93,Not Disclosed,23598,,Low-Rise,Hudson's Bay,1150,825,1972,,98661,MD
28.00,44.00,28.00,,,,,,822,C,,Portland,9.73,,,1.441,45.5918220,,-122.7250050,0,2,25,650,,Not Disclosed,20550,,Garden,Portsmouth,950,850,1978,,97203,"R2, Portland"
13.70,80.82,5.48,,,"Laundry Facilities, Pool, Property Manager on Site",1.65,1356,824,C,,Portland,9.81,"Laundry Facilities, Pool, Property Manager on Site",,4.014945,45.5915565,,-122.7262525,0,2,72,624,1.63,Not Disclosed,60512,,Garden,Portsmouth,936,850,1973,,97203,R2
16.67,81.94,1.39,,,"Air Conditioning, Laundry Facilities, Pool, Property Manager on Site, Breakfast/Coffee Concierge, Laundry Service, Recycling",1.98,1526,771,C,,Portland,9.99,"Air Conditioning, Laundry Facilities, Pool, Property Manager on Site, Breakfast/Coffee Concierge, Laundry Service, Recycling",,1.93,45.5922869,,-122.7319355,0,2,72,600,1.14,Not Disclosed,52416,,Garden,St Johns,1100,800,1972,,97203,RM2
30.30,69.70,,,,"Clubhouse, Laundry Facilities, Multi Use Room, Online Services, Deck, Dining Room, Patio",1.27,1242,975,C,,Gresham,12.67,"Clubhouse, Laundry Facilities, Multi Use Room, Online Services, Deck, Dining Room, Patio",,4.17,45.4972520,,-122.4036270,0,2,66,850,1.31,Not Disclosed,63300,,Garden,Powell Valley,,1030,1978,,97080-1102,N/Av
,88.46,11.54,,,"Laundry Facilities, Property Manager on Site, Walking/Biking Trails, Maintenance on site, Online Services, Deck, Pantry, Patio",1.57,1292,823,C,,Portland,0.29,"Laundry Facilities, Property Manager on Site, Walking/Biking Trails, Maintenance on site, Online Services, Deck, Pantry, Patio",,2.98,45.4681640,,-122.5716090,0,2,52,,,Not Disclosed,42614,,Garden,Lents,955,806,1973,,97266,R2
48.48,45.45,6.06,,,Laundry Facilities,1.75,1411,808,C,,Portland,0.22,Laundry Facilities,,1.38,45.4682414,,-122.5700513,0,2,33,750,1.27,Not Disclosed,26650,,Garden,Lents,950,850,1978,,97266-5501,"R2/C4, Portland"
,,,,,"Courtyard, Fenced Lot, Picnic Area",,,,C,,Portland,11.05,"Courtyard, Fenced Lot, Picnic Area",,1.32,45.4774291,,-122.5333329,0,2,25,,,Not Disclosed,21630,,Low-Rise,Powellhurst-Gilbert,,,1974,,97236-4971,N/Av
15.00,85.00,,,,"Laundry Facilities, Recycling",1.52,1135,749,B,,Vancouver,10.88,"Laundry Facilities, Recycling",,1.69,45.6389500,,-122.6492900,0,2,40,494,1.00,Not Disclosed,20870,,Low-Rise,Rose Village,,794,1976,,98661,"R30, Vancouver"
,51.35,48.65,,,,1.02,1119,1097,C,,Portland,11.29,,,2.16,45.4950240,,-122.6246260,0,2,37,,,Not Disclosed,46904,,Garden,Creston-Kenilworth,1200,1000,1974,,97202,R1
,,,,,,,,,C,,Portland,4.61,,,0.48,45.5486145,,-122.5570144,0,2,20,,3.03,Not Disclosed,15534,,Low-Rise,Parkrose,,,1973,,97220,R2H
10.45,89.55,,,,Patio,1.43,1164,750,C,,Portland,0.77,Patio,,2.99,45.4245037,,-122.7786613,0,2,67,750,1.02,Not Disclosed,58550,,Garden,Downtown Tigard,,,1970,,97223-5039,C-6
20.83,79.17,,,,"Air Conditioning, Clubhouse, Courtyard, Laundry Facilities, Gameroom",1.40,1081,772,C,,Portland,0.8,"Air Conditioning, Clubhouse, Courtyard, Laundry Facilities, Gameroom",,2.17,45.4255520,,-122.7779880,0,2,48,666,2.04,Not Disclosed,39116,,Low-Rise,Downtown Tigard,,800,1976,,97223,R-12
28.57,60.00,11.43,,,"Laundry Facilities, Laundry Service, Lawn",1.78,1317,738,C,,Oregon City,21.32,"Laundry Facilities, Laundry Service, Lawn",,2.39,45.3278840,,-122.5879690,0,2,35,462,2.56,Not Disclosed,25360,,Garden,Gaffney Lane,936,832,1974,,97045-8937,N/Av
25.81,51.61,22.58,,,"Clubhouse, Laundry Facilities, Property Manager on Site, Patio",1.42,1374,970,C,,Portland,2.47,"Clubhouse, Laundry Facilities, Property Manager on Site, Patio",,1.82,45.4660090,,-122.7472270,0,2,31,640,1.37,Not Disclosed,43694,,Garden,Raleigh Hills,1264,1008,1971,,97223,R7
59.70,32.84,7.46,,,"Laundry Facilities, Picnic Area, Breakfast/Coffee Concierge, Grill, Laundry Service, Storage Space, Maintenance on site, Online Services, Wheelchair Accessible (Rooms)",2.29,1492,650,C,,Portland,2.3,"Laundry Facilities, Picnic Area, Breakfast/Coffee Concierge, Grill, Laundry Service, Storage Space, Maintenance on site, Online Services, Wheelchair Accessible (Rooms)",,0.8965,45.4659050,,-122.7504660,0,2,67,546,1.40,Not Disclosed,42972,,Garden,Raleigh Hills,1049,751,1973,,97223,CN2
45.45,45.45,9.09,,,,1.57,1111,707,C,,Portland,2.26,,,1.32,45.4654350,,-122.7512900,0,2,33,600,1.24,Not Disclosed,20093,,Garden,Raleigh Hills,900,776,1978,,97223,R5
,83.33,16.67,,,"Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Gameroom, Laundry Service, Walking/Biking Trails, Yard, Maintenance on site, Patio",1.66,1462,882,C,,Portland,2.29,"Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Gameroom, Laundry Service, Walking/Biking Trails, Yard, Maintenance on site, Patio",,3.13,45.4655269,,-122.7565277,0,2,54,,1.69,Not Disclosed,64878,,Garden,Raleigh Hills,925,873,1972,,97223-7462,N/Av
100.00,,,,,Online Services,0.98,737,750,C,,Portland,11.14,Online Services,,0.4586,45.4929490,,-122.6204430,0,2,20,750,1.05,Not Disclosed,16500,,Low-Rise,Creston-Kenilworth,,,1971,,97202,"R1, Portland"
,100.00,,,,"24 Hour Access, Courtyard",1.63,1406,865,C,,Portland,0.44,"24 Hour Access, Courtyard",,0.934,45.5267310,,-122.5978400,0,2,33,,1.15,Not Disclosed,29568,,Garden,North Tabor,,865,1976,,97213-5052,"R1, Portland"
,48.57,51.43,,,"Air Conditioning, Walking/Biking Trails, Online Services, Public Transportation",1.14,1107,974,C,,Portland,0.47,"Air Conditioning, Walking/Biking Trails, Online Services, Public Transportation",,2.78,45.5259506,,-122.4926967,0,1,35,,1.08,Not Disclosed,37034,,Garden,Rockwood,950,1000,1973,,97230-5838,"CMF, Gresham"
33.33,58.97,7.69,,,"Laundry Facilities, Vinyl Flooring",1.27,919,721,C,,Battle Ground,19.13,"Laundry Facilities, Vinyl Flooring",,1.09,45.7825710,,-122.5293660,0,2,39,526,,Not Disclosed,24150,,Garden,Outlying Clark  County,1100,782,1972,,98604,MK
29.51,70.49,,,,"Air Conditioning, Clubhouse, Laundry Facilities",1.62,1342,830,C,,Tigard,0.98,"Air Conditioning, Clubhouse, Laundry Facilities",,2.49,45.4393693,,-122.7789206,0,2,61,760,1.02,Not Disclosed,73590,,Garden,Downtown Tigard,,860,1972,,97223-5353,R-12
,97.30,2.70,,,"Laundry Facilities, Yard, Deck, Patio, Vinyl Flooring",1.49,1334,894,B,,Tigard,0.89,"Laundry Facilities, Yard, Deck, Patio, Vinyl Flooring",,1.6,45.4382860,,-122.7794280,0,2,36,,1.53,Not Disclosed,32195,,Garden,Downtown Tigard,1500,877,1971,,97223-5355,R-12
59.04,24.10,16.87,,,"Laundry Facilities, Playground, Recycling, Yard, Multi Use Room, Sundeck, Dining Room",1.70,1195,703,C,,Beaverton,0.73,"Laundry Facilities, Playground, Recycling, Yard, Multi Use Room, Sundeck, Dining Room",,5.9,45.4599338,,-122.7982671,0,2,83,599,2.68,Not Disclosed,58930,,Garden,Greenway,969,776,1978,,97008-7064,N/Av
31.58,47.37,21.05,,,,1.45,1124,774,C,,Beaverton,0.91,,,1.86,45.4629152,,-122.8023266,0,2,38,650,,Not Disclosed,30000,,Garden,Greenway,945,780,1976,,97008,R2
21.62,78.38,,,,"Air Conditioning, Fitness Center, Laundry Facilities, Property Manager on Site, Gameroom, Laundry Service, Recycling, Smoke Free, Wheelchair Accessible (Rooms)",1.38,1149,833,B,,Beaverton,0.85,"Air Conditioning, Fitness Center, Laundry Facilities, Property Manager on Site, Gameroom, Laundry Service, Recycling, Smoke Free, Wheelchair Accessible (Rooms)",,1.44,45.4633750,,-122.8010690,0,2,37,700,1.19,Not Disclosed,41048,,Low-Rise,Vose,,870,1979,,97008-4096,R2
42.11,57.89,,,,,1.36,1157,850,B,,Beaverton,0.8,,,1.76,45.4626500,,-122.8007360,0,3,38,658,1.02,Not Disclosed,58962,,Garden,Greenway,,989,1977,,97008-6959,R2
48.72,51.28,,,,"24 Hour Access, Laundry Facilities, Property Manager on Site, Maintenance on site",1.52,1109,732,C,,Tigard,0.95,"24 Hour Access, Laundry Facilities, Property Manager on Site, Maintenance on site",,1.85,45.4529002,,-122.7718240,0,3,39,568,1.55,Not Disclosed,31280,,Low-Rise,Metzger,,888,1978,,97223-6779,"R24, Tigard"
18.52,81.48,,,,"Laundry Facilities, Playground, Spa, Tennis Court, Basketball Court, Laundry Service, Media Center/Movie Theatre, Pet Play Area",1.68,1213,721,B,,Tigard,0.99,"Laundry Facilities, Playground, Spa, Tennis Court, Basketball Court, Laundry Service, Media Center/Movie Theatre, Pet Play Area",,8.91,45.4396800,,-122.7675080,0,2,108,566,1.52,Not Disclosed,78728,,Garden,Tigard Triangle,,756,1979,,97223-8464,N/Av
2.08,72.92,25.00,,,"Laundry Facilities, Patio, Smoke Free, Wheelchair Accessible (Rooms)",1.22,1131,929,C,,Wood Village,11.92,"Laundry Facilities, Patio, Smoke Free, Wheelchair Accessible (Rooms)",,1.99,45.5376560,,-122.4162920,0,3,48,702,1.44,Not Disclosed,44586,,Low-Rise,Outlying Troutdale/Gresham,1172,852,1973,,97060,"GC, Wood Village"
,100.00,,,,,,711,,C,,Portland,0.95,,,0.909986,45.5342000,,-122.4981200,0,2,28,,1.79,Not Disclosed,20540,,Garden,Wilkes,,,1974,,97230,"R3, Portland"
12.90,74.19,12.90,,,"Courtyard, Laundry Facilities, Playground, Patio",1.36,1202,883,C,,Portland,0.99,"Courtyard, Laundry Facilities, Playground, Patio",,2.12,45.5337020,,-122.4877230,0,3,62,680,1.42,Not Disclosed,46500,,Garden,Wilkes East,1100,880,1970,,97230-6039,"MDR24, Portland"
,,,,,,,,,C,,Portland,7.7,,,1.14,45.5335671,,-122.4849347,0,2,35,,2.24,Not Disclosed,22362,,Garden,Wilkes East,,,1978,,97230-6042,MDR24
,86.96,13.04,,,"Air Conditioning, Laundry Facilities, Laundry Service, Smoke Free",1.39,1620,1165,C,,Portland,7.69,"Air Conditioning, Laundry Facilities, Laundry Service, Smoke Free",,3.15,45.5342100,,-122.4833990,0,2,46,,0.82,Not Disclosed,72966,,Garden,Wilkes East,1350,1138,1972,,97230-6046,MDR24
7.41,77.78,14.81,,,"Courtyard, Laundry Facilities, Playground, Property Manager on Site, Recycling, Patio, Smoke Free",1.57,1210,772,C,,Portland,8.63,"Courtyard, Laundry Facilities, Playground, Property Manager on Site, Recycling, Patio, Smoke Free",,1.4,45.5340240,,-122.4586640,0,1,27,677,1.19,Not Disclosed,22453,,Low-Rise,North Gresham,895,758,1974,,97230,"LDR7, Portland"
33.53,66.47,,,,,,,736,C,,Wood Village,12.09,,,0.274334,45.5359700,,-122.4228100,0,1,167,633,,Not Disclosed,2340,,Low-Rise,Outlying Troutdale/Gresham,,788,1978,,97060-2811,MR4
9.43,75.47,15.09,,,"Air Conditioning, Laundry Facilities, Property Manager on Site, Sauna, Spa, Pet Play Area, Yard, Deck, Patio",1.64,1662,1014,C,,Milwaukie,9.88,"Air Conditioning, Laundry Facilities, Property Manager on Site, Sauna, Spa, Pet Play Area, Yard, Deck, Patio",,3.88,45.4458690,,-122.6371880,0,3,102,710,1.57,Not Disclosed,103587,,Garden,Historic Milwaukie,1204,1014,1974,,97222-7565,"N/Av, Milwaukie"
15.00,55.00,30.00,,,"Air Conditioning, Laundry Facilities",1.27,1268,1002,C,,Newberg,31.16,"Air Conditioning, Laundry Facilities",,0.8595,45.3077126,,-122.9557701,0,2,20,700,1.78,Not Disclosed,19104,,Low-Rise,Yamhill County,1200,977,1973,,97132,R1
,100.00,,,,"Playground, Deck, Dining Room, Patio",1.48,1481,998,C,,Vancouver,15.41,"Playground, Deck, Dining Room, Patio",,2.07,45.6756790,,-122.6671640,0,2,32,,1.61,Not Disclosed,32000,,Garden,West Hazel Dell,,998,1977,,98665-8393,N/Av
4.17,91.67,4.17,,,"Laundry Facilities, Pet Play Area, Recycling, Yard, Online Services",1.58,1491,943,C,,Beaverton,1,"Laundry Facilities, Pet Play Area, Recycling, Yard, Online Services",,0.76,45.4971554,,-122.8536398,0,3,24,685,1.50,Not Disclosed,20000,,Low-Rise,Cooper Mountain-Aloha North,1050,950,1971,,97006-5066,"R15, Washington County"
,100.00,,,,"Laundry Facilities, On-Site Retail, Pet Play Area, Yard, Smoke Free",0.98,865,887,C,,Beaverton,3.15,"Laundry Facilities, On-Site Retail, Pet Play Area, Yard, Smoke Free",,0.9365,45.4970222,,-122.8546087,0,3,24,,1.81,Not Disclosed,26546,,Low-Rise,Cooper Mountain-Aloha North,,887,1972,,97006,R-15
,95.83,4.17,,,Laundry Facilities,1.47,1259,854,C,,Beaverton,1.01,Laundry Facilities,,1.8,45.4971030,,-122.8541720,0,2,24,,1.88,Not Disclosed,23525,,Garden,Cooper Mountain-Aloha North,950,850,1970,,97006-5073,"R15, Beaverton"
