% 1-Bed,% 2-Bed,% 3-Bed,% 4-Bed,% Studios,Amenities,Avg Effective/SF,Avg Effective/Unit,Avg Unit SF,Building Class,Ceiling Ht,City,Closest Transit Stop Dist (mi),Features,Four Bedroom Avg SF,Land Area (AC),Latitude,LEED Certified,Longitude,Number Of Elevators,Number Of Stories,Number Of Units,One Bedroom Avg SF,Parking Ratio,Rent/SF/Yr,RBA,Studio Avg SF,Style,Submarket Name,Three Bedroom Avg SF,Two Bedroom Avg SF,Year Built,Year Renovated,Zip,Zoning
19.89,61.93,18.18,,,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Spa, Tennis Court, Basketball Court, Package Service, Recycling, Storage Space, Lounge, Maintenance on site, Vinyl Flooring, Window Coverings",1.80,1906,1059,B,,Vancouver,7.44,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Spa, Tennis Court, Basketball Court, Package Service, Recycling, Storage Space, Lounge, Maintenance on site, Vinyl Flooring, Window Coverings",,23.75,45.6227480,,-122.5421710,0,3,352,865,1.89,Not Disclosed,369772,,Garden,Fircrest,1277,1059,1997,,98684,"R-18, Vancouver"
16.67,83.33,,,,"Air Conditioning, Clubhouse, Playground, Property Manager on Site, Recycling, Wheelchair Accessible (Rooms)",1.36,1141,841,C,,Portland,4.6,"Air Conditioning, Clubhouse, Playground, Property Manager on Site, Recycling, Wheelchair Accessible (Rooms)",,0.88,45.5555930,,-122.5297540,0,3,36,699,1.69,Not Disclosed,47388,,Low-Rise,Argay,,870,1999,,97230,CN2
15.13,84.87,,,,"Courtyard, Fitness Center, Laundry Facilities, Playground, Pool, Property Manager on Site, Basketball Court, Online Services",1.61,1190,740,B,,Tigard,2.67,"Courtyard, Fitness Center, Laundry Facilities, Playground, Pool, Property Manager on Site, Basketball Court, Online Services",,10.172,45.4378410,,-122.8172780,0,2,238,650,1.70,Not Disclosed,272544,,Garden,Bull Mountain,,756,1988,,97223,"R-25, Tigard"
22.00,78.00,,,,"Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Tennis Court, Basketball Court, Car Wash Area, Grill, Media Center/Movie Theatre, Wi-Fi, Bicycle Storage, Lounge, Grill",2.08,1516,730,C,,Tigard,2.93,"Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Tennis Court, Basketball Court, Car Wash Area, Grill, Media Center/Movie Theatre, Wi-Fi, Bicycle Storage, Lounge, Grill",,4.7,45.4326460,,-122.8161460,0,2,100,640,1.33,Not Disclosed,75140,,Garden,Bull Mountain,,756,1986,,97223-1613,R-25
28.70,70.85,,,0.45,"Air Conditioning, Business Center, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Property Manager on Site, Spa, Car Wash Area, Laundry Service, Media Center/Movie Theatre, Recycling",1.54,1383,897,B,,Vancouver,8.04,"Air Conditioning, Business Center, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Property Manager on Site, Spa, Car Wash Area, Laundry Service, Media Center/Movie Theatre, Recycling",,12.27,45.6145400,,-122.5321370,0,2,223,785,1.32,Not Disclosed,237287,512,Garden,Cascade Park,,945,1992,,98683-3506,MG
,100.00,,,,Air Conditioning,1.11,1144,1030,B,,Vancouver,8.84,Air Conditioning,,1.28,45.6371327,,-122.5312003,0,2,28,,,Not Disclosed,28840,,Low-Rise,Landover-Sharmel,,1030,1986,,98684-7271,ME
52.46,34.43,13.11,,,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Spa, Car Wash Area, Gameroom",1.98,1758,889,C,,Portland,5.24,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Spa, Car Wash Area, Gameroom",,12.21,45.5337650,,-122.8250230,0,3,183,727,1.82,Not Disclosed,162765,,Garden,Cedar Hills-Cedar Mill,1220,1011,1990,,97229-4359,"R7, Portland"
24.24,53.03,22.73,,,"Air Conditioning, Clubhouse, Fitness Center, Property Manager on Site, Spa, Package Service, Sundeck, Patio, Wheelchair Accessible (Rooms), Window Coverings",2.31,2156,933,B,,Clackamas,15.45,"Air Conditioning, Clubhouse, Fitness Center, Property Manager on Site, Spa, Package Service, Sundeck, Patio, Wheelchair Accessible (Rooms), Window Coverings",,6.16,45.4238590,,-122.5140780,0,3,132,705,2.43,Not Disclosed,123178,,Garden,Rock Creek,1176,933,1997,,97015-6239,VA
,73.64,26.36,,,"Clubhouse, Fitness Center, Laundry Facilities, Sauna, Spa, Maintenance on site, Multi Use Room, Online Services, Deck, Patio, Smoke Free",1.53,1929,1259,B,,Vancouver,8.98,"Clubhouse, Fitness Center, Laundry Facilities, Sauna, Spa, Maintenance on site, Multi Use Room, Online Services, Deck, Patio, Smoke Free",,13.09,45.5978428,,-122.5204507,0,2,220,,1.15,Not Disclosed,278000,,Garden,Cascade Park,1292,1248,1980,,98683,"25, Vancouver"
,100.00,,,,"Walking/Biking Trails, Online Services, Public Transportation",1.34,1136,850,C,,Portland,0.16,"Walking/Biking Trails, Online Services, Public Transportation",,0.8547,45.5243183,,-122.5112243,0,2,30,,1.59,Not Disclosed,24510,,Garden,Gateway,,850,1998,,97230-4250,RM3
24.07,62.04,13.89,,,"24 Hour Access, Air Conditioning, Laundry Facilities, Playground, Property Manager on Site, Breakfast/Coffee Concierge, Maintenance on site, Patio, Wheelchair Accessible (Rooms)",1.80,1500,832,B,,Beaverton,2.94,"24 Hour Access, Air Conditioning, Laundry Facilities, Playground, Property Manager on Site, Breakfast/Coffee Concierge, Maintenance on site, Patio, Wheelchair Accessible (Rooms)",,0.49,45.5152710,,-122.8313810,0,3,108,699,0.22,Not Disclosed,90152,,Garden,Cedar Hills-Cedar Mill,1085,827,1997,,97006-5768,CN
73.33,26.67,,,,"Air Conditioning, Wheelchair Accessible (Rooms), Window Coverings",1.66,939,565,C,,Portland,0.25,"Air Conditioning, Wheelchair Accessible (Rooms), Window Coverings",,0.69,45.5214887,,-122.5089897,0,2,30,468,1.20,Not Disclosed,16956,,Low-Rise,Glenfair,,832,1997,,97233-2878,"RH, Portland"
35.48,63.08,1.43,,,"Air Conditioning, Business Center, Clubhouse, Courtyard, Fitness Center, Picnic Area, Property Manager on Site, Spa, Breakfast/Coffee Concierge, Grill, Wi-Fi",2.12,1988,937,C,,Beaverton,3.97,"Air Conditioning, Business Center, Clubhouse, Courtyard, Fitness Center, Picnic Area, Property Manager on Site, Spa, Breakfast/Coffee Concierge, Grill, Wi-Fi",,14.8,45.5247650,,-122.8404370,0,3,279,753,1.27,Not Disclosed,261464,,Garden,Five Oaks,1252,1034,1990,,97006,R1
49.02,50.98,,,,"Air Conditioning, Playground, Deck, Dining Room, Wheelchair Accessible (Rooms)",1.44,1197,833,B,,Portland,0.39,"Air Conditioning, Playground, Deck, Dining Room, Wheelchair Accessible (Rooms)",,1.43,45.5260225,,-122.4987524,0,3,51,700,1.24,Not Disclosed,44980,,Low-Rise,Glenfair,,960,1999,,97230-5493,"THR/RHT, Portland"
70.59,29.41,,,,"Air Conditioning, Smoke Free, Vinyl Flooring, Wheelchair Accessible (Rooms)",1.23,982,801,B,,Portland,0.15,"Air Conditioning, Smoke Free, Vinyl Flooring, Wheelchair Accessible (Rooms)",,0.81933,45.5217932,,-122.4986865,0,4,51,750,1.41,Not Disclosed,51450,,Mid-Rise,Glenfair,,923,1999,,97233-3596,"RHt, Portland"
53.33,40.00,6.67,,,Laundry Facilities,1.32,971,735,C,,Portland,0.12,Laundry Facilities,,0.86,45.5212131,,-122.4979425,0,2,30,685,1.64,Not Disclosed,21900,,Low-Rise,Glenfair,1050,750,1996,,97233-3557,RHDH
29.33,58.10,12.57,,,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Playground, Pool, Property Manager on Site, Sauna, Spa, Basketball Court, Package Service, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",1.43,1184,830,B,,Vancouver,9.08,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Playground, Pool, Property Manager on Site, Sauna, Spa, Basketball Court, Package Service, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",,9.52,45.6155620,,-122.5091590,0,2,358,620,0.98,Not Disclosed,303528,,Garden,Fisher's Village,1050,889,1989,,98683,ME
,100.00,,,,"24 Hour Access, Sauna, Spa",1.33,1195,900,C,,Vancouver,8.78,"24 Hour Access, Sauna, Spa",,10,45.6040860,,-122.5069910,0,2,183,,1.14,Not Disclosed,167400,,Garden,Cascade Park,,900,1987,,98683-8101,MG
,100.00,,,,"Air Conditioning, Picnic Area, Playground, Pool, Property Manager on Site, Pet Play Area",1.67,1698,1015,C,,Portland,0.91,"Air Conditioning, Picnic Area, Playground, Pool, Property Manager on Site, Pet Play Area",,7.129,45.5350180,,-122.4954820,0,2,124,,1.61,Not Disclosed,310583,,Garden,Wilkes East,,1015,1990,,97230-5684,CMF
62.95,7.97,29.08,,,"Air Conditioning, Clubhouse, Fitness Center, Playground, Property Manager on Site, Maintenance on site, Online Services, Dining Room, Patio, Wheelchair Accessible (Rooms)",2.00,1617,808,C,,Beaverton,0.63,"Air Conditioning, Clubhouse, Fitness Center, Playground, Property Manager on Site, Maintenance on site, Online Services, Dining Room, Patio, Wheelchair Accessible (Rooms)",,9.9,45.5135350,,-122.8419370,0,3,251,660,1.86,Not Disclosed,202390,,Garden,Five Oaks,1102,909,1997,,97006,"R1, Beaverton"
,100.00,,,,"Air Conditioning, Playground, Wheelchair Accessible (Rooms)",1.22,1041,852,C,,Portland,0.35,"Air Conditioning, Playground, Wheelchair Accessible (Rooms)",,3.42,45.5202209,,-122.4942903,0,2,82,,1.93,Not Disclosed,69912,,Garden,Rockwood,,852,1999,,97233,SC
18.18,62.12,10.61,,9.09,"Air Conditioning, Clubhouse, Fitness Center, Playground, Pool, Property Manager on Site, Spa, Cabana, Media Center/Movie Theatre, Wheelchair Accessible (Rooms)",1.86,1735,933,B,,Vancouver,9.46,"Air Conditioning, Clubhouse, Fitness Center, Playground, Pool, Property Manager on Site, Spa, Cabana, Media Center/Movie Theatre, Wheelchair Accessible (Rooms)",,5.83,45.6173090,,-122.4987410,0,3,132,728,1.40,Not Disclosed,123682,460,Garden,Bennington,1278,1004,1999,,98684-9699,MD
27.63,57.66,14.71,,,"Air Conditioning, Clubhouse, Fitness Center, Picnic Area, Pool, Property Manager on Site, Sauna, Spa, Tennis Court, Furnished Units Available, Grill, Media Center/Movie Theatre, Smoke Free, Wheelchair Accessible (Rooms)",2.05,2133,1041,B,,Vancouver,8.46,"Air Conditioning, Clubhouse, Fitness Center, Picnic Area, Pool, Property Manager on Site, Sauna, Spa, Tennis Court, Furnished Units Available, Grill, Media Center/Movie Theatre, Smoke Free, Wheelchair Accessible (Rooms)",,27.82,45.5996750,,-122.5032440,0,2,333,747,1.17,Not Disclosed,339766,,Garden,Fisher's Landing East,1446,1080,1993,,98683-2101,ME
,100.00,,,,"Laundry Facilities, Trash Pickup - Door to Door",1.52,1214,800,C,,Portland,0.32,"Laundry Facilities, Trash Pickup - Door to Door",,0.8749,45.5193460,,-122.4886460,0,2,20,,1.45,Not Disclosed,16520,,Low-Rise,Rockwood,,800,1982,,97233-4216,"MDR24, Portland"
50.00,50.00,,,,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Spa, Basketball Court, Grill, Package Service, Racquetball Court, Storage Space, Lounge, Maintenance on site, Pet Care, Sundeck, Dining Room, Window Coverings",2.36,1813,768,B,,Beaverton,2.95,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Spa, Basketball Court, Grill, Package Service, Racquetball Court, Storage Space, Lounge, Maintenance on site, Pet Care, Sundeck, Dining Room, Window Coverings",,21.97,45.4963580,,-122.8513990,0,2,440,610,1.40,Not Disclosed,338040,,Garden,Cooper Mountain-Aloha North,,927,1984,,97006,"R1, Beaverton"
60.00,40.00,,,,"24 Hour Access, Air Conditioning, Business Center, Clubhouse, Fitness Center, Picnic Area, Pool, Property Manager on Site, Sauna, Spa, Tennis Court, Grill, Package Service, Racquetball Court, Community-Wide WiFi, Lounge, Online Services, Pet Care, Freezer, Patio, Key Fob Entry",2.32,1725,743,B,,Beaverton,4.99,"24 Hour Access, Air Conditioning, Business Center, Clubhouse, Fitness Center, Picnic Area, Pool, Property Manager on Site, Sauna, Spa, Tennis Court, Grill, Package Service, Racquetball Court, Community-Wide WiFi, Lounge, Online Services, Pet Care, Freezer, Patio, Key Fob Entry",,16,45.5344401,,-122.8561353,0,2,350,596,1.71,Not Disclosed,300000,,Garden,Triple Creek,,964,1990,,97006,"R2, Beaverton"
1.67,98.33,,,,"Laundry Facilities, Playground, Pool",1.39,1369,981,C,,Portland,10.5,"Laundry Facilities, Playground, Pool",,4.22,45.4928467,,-122.4836680,0,2,60,771,2.00,Not Disclosed,59130,,Garden,Gresham-Centennial,,985,1990,,97236,"R3, Portland"
,100.00,,,,"Air Conditioning, Clubhouse, Fitness Center, Pool, Pet Care, Wheelchair Accessible (Rooms)",1.24,1782,1438,C,,Ridgefield,17.65,"Air Conditioning, Clubhouse, Fitness Center, Pool, Pet Care, Wheelchair Accessible (Rooms)",,12.5532,45.7503233,,-122.6490891,0,2,114,,1.39,Not Disclosed,322504,,Low-Rise,Pleasant Valley-Fairgrounds,,1438,1996,,98642,R-12
50.00,50.00,,,,"Air Conditioning, Wheelchair Accessible (Rooms)",1.78,1280,719,C,,Aloha,3.65,"Air Conditioning, Wheelchair Accessible (Rooms)",,1.34,45.4991200,,-122.8652316,0,2,32,625,1.69,Not Disclosed,32688,,Garden,Cooper Mountain-Aloha North,,813,1998,,97006,"R24, Aloha"
38.10,61.90,,,,Courtyard,1.68,1391,826,B,,Beaverton,1.03,Courtyard,,1.9874,45.5289923,,-122.8660329,0,2,42,640,1.29,Not Disclosed,46518,,Garden,Triple Creek,,940,1996,,97006,R2
,100.00,,,,"Clubhouse, Fitness Center, Property Manager on Site, Grill, Online Services, Breakfast Nook, Deck, Dining Room, Patio",1.43,1409,985,C,,Beaverton,0.52,"Clubhouse, Fitness Center, Property Manager on Site, Grill, Online Services, Breakfast Nook, Deck, Dining Room, Patio",,5.1646,45.5132670,,-122.8700140,0,2,77,,1.38,Not Disclosed,92442,,Garden,Cooper Mountain-Aloha North,,985,1989,,97006-2930,N/Av
28.57,57.14,14.29,,,"Air Conditioning, Business Center, Clubhouse, Courtyard, Pool, Property Manager on Site, Spa, Wheelchair Accessible (Rooms)",2.02,1857,917,C,,Beaverton,3.6,"Air Conditioning, Business Center, Clubhouse, Courtyard, Pool, Property Manager on Site, Spa, Wheelchair Accessible (Rooms)",,3.39,45.4964586,,-122.8665994,0,3,84,733,1.98,Not Disclosed,79752,,Garden,Cooper Mountain-Aloha North,1160,949,1998,2018,97006-3192,CCMU
,100.00,,,,"Air Conditioning, Playground, Wheelchair Accessible (Rooms)",1.67,1393,835,C,,Portland,0.3,"Air Conditioning, Playground, Wheelchair Accessible (Rooms)",,0.939,45.5168372,,-122.4716969,0,3,24,,1.38,Not Disclosed,22080,,Low-Rise,Rockwood,,835,1999,,97233-5434,"HDR60, Portland"
53.85,46.15,,,,"Picnic Area, Security System, Storage Space, Deck, Patio, Wheelchair Accessible (Rooms)",1.52,1054,692,C,,Portland,0.24,"Picnic Area, Security System, Storage Space, Deck, Patio, Wheelchair Accessible (Rooms)",,1.18,45.5182321,,-122.4684053,0,3,26,600,1.13,Not Disclosed,19400,,Low-Rise,Rockwood,,800,1995,,97233-5411,"HDR60, Portland"
15.29,69.62,12.68,0.0241,,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Pool, Property Manager on Site, Spa, Recycling, Trash Pickup - Door to Door, Maintenance on site, Sundeck, Window Coverings",1.99,2346,1179,B,,Hillsboro,7.77,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Pool, Property Manager on Site, Spa, Recycling, Trash Pickup - Door to Door, Maintenance on site, Sundeck, Window Coverings",1768,22.58,45.5404285,,-122.8793995,0,3,497,784,1.38,Not Disclosed,591780,,Garden,Tanasbourne,1490,1190,1999,,97124,"A-3, Hillsboro"
,100.00,,,,"Air Conditioning, Clubhouse, Breakfast/Coffee Concierge, Renters Insurance Program, Smoke Free, Wheelchair Accessible (Rooms)",1.75,1721,985,C,,Aloha,0.78,"Air Conditioning, Clubhouse, Breakfast/Coffee Concierge, Renters Insurance Program, Smoke Free, Wheelchair Accessible (Rooms)",,4.31,45.5144380,,-122.8833420,0,2,71,,0.68,Not Disclosed,102216,,Garden,Cooper Mountain-Aloha North,,985,1990,,97006,N/Av
,49.73,50.27,,,"Air Conditioning, Clubhouse, Fitness Center, Playground, Property Manager on Site, Spa, Basketball Court, Gameroom, Dining Room, Pantry, Patio",1.44,1559,1082,C,,Beaverton,4.92,"Air Conditioning, Clubhouse, Fitness Center, Playground, Property Manager on Site, Spa, Basketball Court, Gameroom, Dining Room, Pantry, Patio",,15.3997,45.4682940,,-122.8870300,0,2,180,,0.97,Not Disclosed,188820,,Garden,Cooper Mountain-Aloha South,1177,985,1991,,97007-5475,R-15
13.33,60.00,26.67,,,"Recycling, Wheelchair Accessible (Rooms)",1.40,1399,1001,C,,Fairview,8.27,"Recycling, Wheelchair Accessible (Rooms)",,1.5115,45.5428838,,-122.4519614,0,2,30,743,1.00,Not Disclosed,41716,,Garden,Outlying Troutdale/Gresham,1115,1008,1996,,97024-8606,RMF
21.43,64.29,14.29,,,"Air Conditioning, Freezer, Wheelchair Accessible (Rooms)",1.61,1246,773,B,,Aloha,4.8,"Air Conditioning, Freezer, Wheelchair Accessible (Rooms)",,1.2,45.4991266,,-122.8922563,0,2,28,620,1.85,Not Disclosed,20524,,Low-Rise,Cooper Mountain-Aloha North,1063,760,1997,,97006-1706,R-24
26.23,54.10,19.67,,,"Controlled Access, Courtyard, Laundry Facilities, Playground, Property Manager on Site, Maintenance on site, Deck, Patio",2.20,1475,670,C,,Beaverton,5.03,"Controlled Access, Courtyard, Laundry Facilities, Playground, Property Manager on Site, Maintenance on site, Deck, Patio",,2.48,45.4989570,,-122.8974160,0,2,61,550,2.26,Not Disclosed,57498,,Garden,Cooper Mountain-Aloha North,800,680,1988,,97006,R-24
,98.46,,,1.54,"Air Conditioning, Laundry Facilities, Property Manager on Site, Basketball Court, Smoke Free, Wheelchair Accessible (Rooms)",1.69,1639,972,B,,Troutdale,11.52,"Air Conditioning, Laundry Facilities, Property Manager on Site, Basketball Court, Smoke Free, Wheelchair Accessible (Rooms)",,4.84,45.5374980,,-122.3927832,0,3,65,,1.12,Not Disclosed,62400,750,Garden,Outlying Troutdale/Gresham,,975,1997,,97060,A2
,100.00,,,,"24 Hour Access, Air Conditioning, Playground, Online Services, Deck, Dining Room, Patio, Wheelchair Accessible (Rooms)",1.67,1641,985,B,,Troutdale,12.43,"24 Hour Access, Air Conditioning, Playground, Online Services, Deck, Dining Room, Patio, Wheelchair Accessible (Rooms)",,2.46,45.5270160,,-122.3991910,0,2,48,,1.05,Not Disclosed,47502,,Garden,Outlying Troutdale/Gresham,,985,1996,,97060,A-2
14.63,56.10,29.27,,,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Spa, Car Wash Area, Patio",1.53,1584,1035,B,,Troutdale,12.67,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Spa, Car Wash Area, Patio",,7.32,45.5250389,,-122.3971842,0,3,164,776,0.51,Not Disclosed,169778,,Garden,Outlying Troutdale/Gresham,1178,1028,1994,,97060-1775,A2
,98.28,1.72,,,"Air Conditioning, Courtyard, Laundry Facilities, Property Manager on Site, Laundry Service, Recycling, Wheelchair Accessible (Rooms)",1.62,1192,735,C,,Washougal,17.26,"Air Conditioning, Courtyard, Laundry Facilities, Property Manager on Site, Laundry Service, Recycling, Wheelchair Accessible (Rooms)",,2.35,45.5728007,,-122.3228840,0,3,58,,,Not Disclosed,57000,,Garden,Outlying Vancouver,1320,725,1995,,98671-2773,"MC, Washougal"
46.72,53.28,,,,"Air Conditioning, Clubhouse, Fitness Center, Property Manager on Site, Deck, Patio, Wheelchair Accessible (Rooms)",1.44,1222,847,B,,Portland,0.59,"Air Conditioning, Clubhouse, Fitness Center, Property Manager on Site, Deck, Patio, Wheelchair Accessible (Rooms)",,3.94,45.5166901,,-122.5335433,0,3,122,700,,Not Disclosed,108275,,Garden,Mill Park,,975,1997,,97233,R1
35.00,35.00,,,30.00,"Air Conditioning, Business Center, Controlled Access, Laundry Facilities, Property Manager on Site, Doorman, On-Site Retail, Package Service, Recycling, Trash Pickup - Door to Door, Elevator, Smoke Free, Wheelchair Accessible (Rooms), Window Coverings",1.87,1224,655,C,,Portland,0.2,"Air Conditioning, Business Center, Controlled Access, Laundry Facilities, Property Manager on Site, Doorman, On-Site Retail, Package Service, Recycling, Trash Pickup - Door to Door, Elevator, Smoke Free, Wheelchair Accessible (Rooms), Window Coverings",,0.2418,45.5222160,,-122.6864380,0,5,20,717,2.00,Not Disclosed,43289,430,Mid-Rise,Goose Hollow,,787,1998,,97205,RX
,100.00,,,,"Air Conditioning, Wheelchair Accessible (Rooms)",2.21,1986,900,C,,Beaverton,4.11,"Air Conditioning, Wheelchair Accessible (Rooms)",,1.5293,45.4961320,,-122.8798030,0,2,22,,1.96,Not Disclosed,20432,,Low-Rise,Cooper Mountain-Aloha North,,900,1983,,97006-2305,Washington
9.35,71.96,18.69,,,"Laundry Facilities, Playground, Maintenance on site, Double Pane Windows",1.50,1348,901,C,,Beaverton,2.47,"Laundry Facilities, Playground, Maintenance on site, Double Pane Windows",,5.02,45.4761450,,-122.8224410,0,2,107,738,1.72,Not Disclosed,96380,,Garden,Highland Beaverton,1062,880,1981,,97005,R2
15.69,68.63,15.69,,,"Fitness Center, Laundry Facilities, Pool, Sauna, Laundry Service",1.50,1277,853,C,,Beaverton,1.61,"Fitness Center, Laundry Facilities, Pool, Sauna, Laundry Service",,1.93,45.4725980,,-122.7735920,0,2,51,662,0.77,Not Disclosed,71304,,Garden,Raleigh West,1102,840,1988,,97005,R1
36.92,63.08,,,,"Clubhouse, Fitness Center, Pool, Property Manager on Site, Spa, Pet Play Area",1.89,1619,854,C,,Beaverton,1.84,"Clubhouse, Fitness Center, Pool, Property Manager on Site, Spa, Pet Play Area",,2.99,45.4769581,,-122.8200596,0,2,65,650,2.86,Not Disclosed,56282,,Garden,Central Beaverton,,974,1988,,97005-4412,R2
26.86,59.55,13.59,,,"24 Hour Access, Air Conditioning, Clubhouse, Fitness Center, Pool, Property Manager on Site, Sauna, Spa, Furnished Units Available, Walking/Biking Trails, Wi-Fi, Maintenance on site",1.90,1963,1033,B,,Portland,2.63,"24 Hour Access, Air Conditioning, Clubhouse, Fitness Center, Pool, Property Manager on Site, Sauna, Spa, Furnished Units Available, Walking/Biking Trails, Wi-Fi, Maintenance on site",,33.43,45.4704610,,-122.7559620,0,3,309,845,1.63,Not Disclosed,319367,,Garden,Raleigh Hills,1368,1042,1989,,97223,R9
71.35,11.80,16.85,,,"Air Conditioning, Clubhouse, Courtyard, Fitness Center, Property Manager on Site, Spa, Grill, Wheelchair Accessible (Rooms)",1.97,1843,935,B,,Portland,2.21,"Air Conditioning, Clubhouse, Courtyard, Fitness Center, Property Manager on Site, Spa, Grill, Wheelchair Accessible (Rooms)",,7.37,45.4846060,,-122.7640840,0,3,178,810,0.71,Not Disclosed,176048,,Garden,Raleigh West,1355,1097,1998,,97225-1785,SFR5
20.61,54.20,25.19,,,"24 Hour Access, Air Conditioning, Clubhouse, Day Care, Fitness Center, Picnic Area, Playground, Pool, Property Manager on Site, Sauna, Spa, Tenant Controlled HVAC, Video Patrol, Basketball Court, Breakfast/Coffee Concierge, Car Wash Area, Furnished Units Available, Package Service, Recycling, Walking/Biking Trails, Wi-Fi, Community-Wide WiFi, Lounge, Built-In Bookshelves, Dining Room, Pantry, Patio, Recreation Room, Smoke Free, Vinyl Flooring, Wheelchair Accessible (Rooms), Public Transportation",1.98,1834,926,B,,Portland,0.28,"24 Hour Access, Air Conditioning, Clubhouse, Day Care, Fitness Center, Picnic Area, Playground, Pool, Property Manager on Site, Sauna, Spa, Tenant Controlled HVAC, Video Patrol, Basketball Court, Breakfast/Coffee Concierge, Car Wash Area, Furnished Units Available, Package Service, Recycling, Walking/Biking Trails, Wi-Fi, Community-Wide WiFi, Lounge, Built-In Bookshelves, Dining Room, Pantry, Patio, Recreation Room, Smoke Free, Vinyl Flooring, Wheelchair Accessible (Rooms), Public Transportation",,10.14,45.4658906,,-122.5644749,0,3,262,649,1.98,Not Disclosed,240102,,Garden,Lents,1106,948,1997,,97266,R2
16.00,52.00,32.00,,,"Air Conditioning, Business Center, Clubhouse, Courtyard, Fitness Center, Playground, Pool, Property Manager on Site, Sauna, Spa, Car Wash Area, Wheelchair Accessible (Rooms)",1.92,1894,984,B,,Hillsboro,28.42,"Air Conditioning, Business Center, Clubhouse, Courtyard, Fitness Center, Playground, Pool, Property Manager on Site, Sauna, Spa, Car Wash Area, Wheelchair Accessible (Rooms)",,11.7658,45.5386140,,-122.9877770,0,2,200,745,2.04,Not Disclosed,196960,,Garden,Northwest Hillsboro,1144,960,1996,,97124,R-7
,75.79,24.21,,,"Air Conditioning, Picnic Area, Playground, Pool, Property Manager on Site, Spa, Breakfast/Coffee Concierge, Furnished Units Available, Grill, Walking/Biking Trails, Wheelchair Accessible (Rooms)",1.95,1760,904,B,,Tualatin,1.17,"Air Conditioning, Picnic Area, Playground, Pool, Property Manager on Site, Spa, Breakfast/Coffee Concierge, Furnished Units Available, Grill, Walking/Biking Trails, Wheelchair Accessible (Rooms)",,9.47,45.3708512,,-122.7598412,0,3,95,,,Not Disclosed,128547,,Garden,Sherwood/Tualatin South,1067,852,1990,,97062-9393,RL
1.25,97.50,1.25,,,Air Conditioning,1.13,1068,949,C,,Wilsonville,1.48,Air Conditioning,,3.52,45.2994568,,-122.7712073,0,2,80,684,,Not Disclosed,80000,,Garden,Wilsonville,1184,949,1988,,97070-8833,PDC
40.00,40.00,20.00,,,,1.64,1323,805,C,,Lake Oswego,2.32,,,0.9204,45.4145720,,-122.7425240,0,2,20,644,1.98,Not Disclosed,16100,,Garden,Lake Forest,1049,844,1994,,97035,HDR
100.00,,,,,"Air Conditioning, Patio",,,,C,,Lake Oswego,2.44,"Air Conditioning, Patio",,0.9394,45.4141250,,-122.7424450,0,2,22,,1.13,Not Disclosed,28412,,Low-Rise,Lake Forest,,,1994,,97035,HDR
97.62,2.38,,,,"Laundry Facilities, Property Manager on Site, Grill, Maintenance on site, Online Services",1.67,1159,701,C,,Portland,5.99,"Laundry Facilities, Property Manager on Site, Grill, Maintenance on site, Online Services",,0.83,45.4706350,,-122.6837600,0,3,36,692,1.77,Not Disclosed,25400,,Low-Rise,Hillsdale,,,1980,,97219-2859,"R1S, Portland"
50.34,49.66,,,,"Fitness Center, Laundry Facilities, Playground, Sauna, Tennis Court, Storage Space, Dining Room, Island Kitchen",1.75,1474,840,B,,Portland,3.94,"Fitness Center, Laundry Facilities, Playground, Sauna, Tennis Court, Storage Space, Dining Room, Island Kitchen",,6.98,45.5231960,,-122.8051910,0,2,148,742,1.37,Not Disclosed,125160,,Garden,Cedar Hills-Cedar Mill,,940,1986,,97229,TO:R18-24
