% 1-Bed,% 2-Bed,% 3-Bed,% 4-Bed,% Studios,Amenities,Avg Effective/SF,Avg Effective/Unit,Avg Unit SF,Building Class,Ceiling Ht,City,Closest Transit Stop Dist (mi),Features,Four Bedroom Avg SF,Land Area (AC),Latitude,LEED Certified,Longitude,Number Of Elevators,Number Of Stories,Number Of Units,One Bedroom Avg SF,Parking Ratio,Rent/SF/Yr,RBA,Studio Avg SF,Style,Submarket Name,Three Bedroom Avg SF,Two Bedroom Avg SF,Year Built,Year Renovated,Zip,Zoning
,100.00,,,,"Spa, Package Service, Wheelchair Accessible (Rooms)",1.62,1596,985,C,,Gresham,10.35,"Spa, Package Service, Wheelchair Accessible (Rooms)",,4.51,45.5039730,,-122.4648116,0,2,60,,1.50,Not Disclosed,59100,,Garden,Gresham-Centennial,,985,1990,2006,97030,"LDR/CMF, Gresham"
54.55,45.45,,,,"Air Conditioning, Wheelchair Accessible (Rooms)",1.16,1055,909,C,,Portland,9.71,"Air Conditioning, Wheelchair Accessible (Rooms)",,1.905,45.5047510,,-122.5236470,0,2,44,750,1.86,Not Disclosed,42938,,Garden,Gateway,,1100,1995,,97236-2860,"HR2, Multnomah"
,100.00,,,,Air Conditioning,1.19,1193,1000,B,,Portland,9.86,Air Conditioning,,2.14,45.5042983,,-122.4772064,0,2,55,,,Not Disclosed,55000,,Garden,Gresham-Centennial,,1000,1988,,97236-1087,"CMU, Gresham"
,100.00,,,,"Air Conditioning, Property Manager on Site, Online Services, Pantry, Smoke Free, Wheelchair Accessible (Rooms)",1.56,1407,900,B,,Hillsboro,6.31,"Air Conditioning, Property Manager on Site, Online Services, Pantry, Smoke Free, Wheelchair Accessible (Rooms)",,2.4102,45.5021320,,-122.9215370,0,2,40,,2.13,Not Disclosed,36880,,Garden,Southeast Hillsboro,,900,1998,,97123-8675,"A-4, Hillsboro"
68.00,24.00,8.00,,,"Laundry Facilities, Recycling",0.87,708,858,C,,Mcminnville,,"Laundry Facilities, Recycling",,3.8,45.2047374,,-123.2022366,0,2,25,750,,Not Disclosed,20000,,Low-Rise,Yamhill County,1170,970,1982,,97128-6740,C
21.05,78.95,,,,"Air Conditioning, Laundry Facilities, Property Manager on Site, Security System, Planned Social Activities, Trash Pickup - Curbside, Maintenance on site, Deck, Patio",1.39,1202,867,B,,Gresham,0.55,"Air Conditioning, Laundry Facilities, Property Manager on Site, Security System, Planned Social Activities, Trash Pickup - Curbside, Maintenance on site, Deck, Patio",,3.57,45.5006152,,-122.4366001,0,3,76,745,,Not Disclosed,100923,,Garden,Gresham-Northwest,,899,1991,,97030,CMF
,100.00,,,,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site",1.81,1625,900,B,,Gresham,12.32,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site",,5.07,45.4914784,,-122.4462422,0,3,100,,1.43,Not Disclosed,90167,,Garden,Holly Brook,,900,1992,,97080-6815,MDR24
46.67,53.33,,,,"Air Conditioning, Gameroom, Deck, Patio, Wheelchair Accessible (Rooms)",1.31,1221,930,B,,Battle Ground,17.52,"Air Conditioning, Gameroom, Deck, Patio, Wheelchair Accessible (Rooms)",,3.54,45.7667090,,-122.5401610,0,2,60,816,1.19,Not Disclosed,55440,,Garden,Outlying Clark  County,,1031,1998,,98604,MK
,100.00,,,,Laundry Facilities,,,,C,,Mcminnville,,Laundry Facilities,,0.85,45.2038900,,-123.2029000,0,2,21,,,Not Disclosed,19263,,Low-Rise,Yamhill County,,,1980,2003,97128-6742,C1
55.95,42.86,,,1.19,"Air Conditioning, Courtyard, Laundry Facilities, Trash Pickup - Door to Door, Yard, Wheelchair Accessible (Rooms)",1.95,1676,860,C,,Vancouver,7.01,"Air Conditioning, Courtyard, Laundry Facilities, Trash Pickup - Door to Door, Yard, Wheelchair Accessible (Rooms)",,3,45.6116300,,-122.5608750,0,2,84,756,0.60,Not Disclosed,72492,600,Garden,Ellsworth Springs,,1005,1998,,98664,R-
31.30,56.52,12.17,,,"24 Hour Access, Air Conditioning, Business Center, Clubhouse, Fitness Center, Pool, Spa, Package Service, Planned Social Activities, Smoke Free, Community-Wide WiFi, Online Services, Zen Garden, Built-In Bookshelves, Coffee System, Lawn, Patio, Window Coverings",2.12,1713,809,B,,Beaverton,0.7,"24 Hour Access, Air Conditioning, Business Center, Clubhouse, Fitness Center, Pool, Spa, Package Service, Planned Social Activities, Smoke Free, Community-Wide WiFi, Online Services, Zen Garden, Built-In Bookshelves, Coffee System, Lawn, Patio, Window Coverings",,6.12,45.5165861,,-122.8452668,0,2,460,619,1.09,Not Disclosed,524892,,Garden,Five Oaks,1019,870,1990,2005,97006,R3.5
,70.45,29.55,,,Air Conditioning,0.93,883,948,B,,Mcminnville,,Air Conditioning,,4.78,45.2304043,,-123.1955704,0,2,88,,,Not Disclosed,83452,,Garden,Yamhill County,1085,891,1994,,97128-2163,R4
,100.00,,,,"Air Conditioning, Property Manager on Site, Deck, Patio, Wheelchair Accessible (Rooms)",1.17,1101,937,C,,Mcminnville,,"Air Conditioning, Property Manager on Site, Deck, Patio, Wheelchair Accessible (Rooms)",,0.55,45.2069754,,-123.1935690,0,3,36,,,Not Disclosed,34200,,Low-Rise,Yamhill County,,937,1996,,97128-6100,
,100.00,,,,"Air Conditioning, Wheelchair Accessible (Rooms)",1.50,1424,950,C,,Newberg,31.65,"Air Conditioning, Wheelchair Accessible (Rooms)",,3.1152,45.2976760,,-122.9610040,0,2,61,,1.46,Not Disclosed,58182,,Garden,Yamhill County,,950,1990,,97132,R4
31.10,62.47,6.43,,,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Sauna, Spa, Basketball Court, Package Service, Storage Space, Maintenance on site, Sundeck, Dining Room, Window Coverings",2.06,2025,985,B,,Hillsboro,7.44,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Sauna, Spa, Basketball Court, Package Service, Storage Space, Maintenance on site, Sundeck, Dining Room, Window Coverings",,17.69,45.5392013,,-122.8747304,0,2,373,726,1.14,Not Disclosed,411560,,Garden,Tanasbourne,1217,1090,1989,2018,97124-7849,MFR-3
53.33,46.67,,,,"Air Conditioning, Fitness Center, Breakfast Nook, Dining Room, Island Kitchen, Pantry",2.87,3047,1050,B,,Vancouver,11.47,"Air Conditioning, Fitness Center, Breakfast Nook, Dining Room, Island Kitchen, Pantry",,0.9183,45.6283062,,-122.6732798,0,11,26,834,,Not Disclosed,30000,,Mid-Rise,Downtown Vancouver,,1286,1991,,98660-3410,CC
,45.45,54.55,,,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Playground, Spa, Tanning Salon, Gameroom, Media Center/Movie Theatre, Package Service, Walking/Biking Trails, Yard",1.49,1979,1326,B,,Vancouver,11.87,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Playground, Spa, Tanning Salon, Gameroom, Media Center/Movie Theatre, Package Service, Walking/Biking Trails, Yard",,12.08,45.6433574,,-122.6313933,0,2,132,,0.97,Not Disclosed,171460,,Garden,Bagley Downs,1452,1176,1991,2009,98661-5641,MD
23.08,56.41,20.51,,,"Air Conditioning, Laundry Facilities, Laundry Service",1.50,1304,869,C,,Gresham,0.59,"Air Conditioning, Laundry Facilities, Laundry Service",,1.65,45.5117880,,-122.4364810,0,3,39,702,0.92,Not Disclosed,32516,,Low-Rise,Gresham-North Central,1120,847,1991,,97030,OFR
,100.00,,,,"24 Hour Access, Air Conditioning, Laundry Facilities, Laundry Service, Walking/Biking Trails, Maintenance on site, Wheelchair Accessible (Rooms)",1.49,1250,837,B,,Mcminnville,,"24 Hour Access, Air Conditioning, Laundry Facilities, Laundry Service, Walking/Biking Trails, Maintenance on site, Wheelchair Accessible (Rooms)",,2.74,45.2018302,,-123.2223962,0,2,66,,,Not Disclosed,55242,,Garden,Yamhill County,,837,1995,,97128-7318,R2/PD
5.88,58.82,35.29,,,"Laundry Facilities, Playground, Property Manager on Site, Planned Social Activities, Storage Space, Dining Room, Patio, Smoke Free, Vinyl Flooring",1.79,1623,908,C,,Beaverton,0.99,"Laundry Facilities, Playground, Property Manager on Site, Planned Social Activities, Storage Space, Dining Room, Patio, Smoke Free, Vinyl Flooring",,1.8,45.4840420,,-122.7897480,0,2,34,750,0.62,Not Disclosed,55592,,Low-Rise,Raleigh West,1014,860,1984,,97005-3420,N/Av
20.00,60.00,20.00,,,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Playground, Pool, Property Manager on Site, Spa, Basketball Court, Package Service, Volleyball Court, Storage Space, Lounge, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",2.17,1981,911,B,,Tigard,3.18,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Playground, Pool, Property Manager on Site, Spa, Basketball Court, Package Service, Volleyball Court, Storage Space, Lounge, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",,9.98,45.3973634,,-122.8009928,0,3,240,700,1.76,Not Disclosed,222516,,Garden,Bull Mountain,1150,902,1990,,97224-2499,"R24, County"
29.86,70.14,,,,"Air Conditioning, Business Center, Clubhouse, Courtyard, Fitness Center, Property Manager on Site, Tanning Salon, Basketball Court, Breakfast/Coffee Concierge, Car Wash Area, Gameroom, Grill, Media Center/Movie Theatre, Planned Social Activities, Walking/Biking Trails",1.90,2244,1179,A,,Lake Oswego,6.95,"Air Conditioning, Business Center, Clubhouse, Courtyard, Fitness Center, Property Manager on Site, Tanning Salon, Basketball Court, Breakfast/Coffee Concierge, Car Wash Area, Gameroom, Grill, Media Center/Movie Theatre, Planned Social Activities, Walking/Biking Trails",,31.2286,45.4160910,,-122.6585360,0,2,422,922,1.91,Not Disclosed,497716,,Garden,Foothills,,1289,1989,,97034-3166,"MUC, Lake Oswego"
,93.94,6.06,,,,,,1018,B,,Portland,10.93,,,1.727365,45.4773520,,-122.5388890,0,2,33,,1.09,Not Disclosed,30020,,Garden,Powellhurst-Gilbert,1250,1003,1997,,97266-4060,R2
,100.00,,,,"Property Manager on Site, Deck, Patio",1.52,1369,900,C,,Portland,10.93,"Property Manager on Site, Deck, Patio",,1.19,45.4768572,,-122.5345808,0,2,24,,,Not Disclosed,31350,,Garden,Powellhurst-Gilbert,,900,1997,,97236-8907,R2
68.18,13.64,18.18,,,"Air Conditioning, Patio, Wheelchair Accessible (Rooms)",1.05,882,838,B,,Portland,11.17,"Air Conditioning, Patio, Wheelchair Accessible (Rooms)",,0.773,45.4765000,,-122.5294380,0,3,22,700,1.85,Not Disclosed,18379,,Garden,Pleasant Valley,1254,971,1999,,97236,LR5
34.69,65.31,,,,Laundry Facilities,1.75,1555,887,C,,Vancouver,9.91,Laundry Facilities,,4.84,45.6473212,,-122.5900739,0,2,98,750,1.73,Not Disclosed,90576,,Garden,Ogden,,960,1987,,98662-7707,ME
,100.00,,,,"Air Conditioning, Double Pane Windows, Wheelchair Accessible (Rooms)",1.60,1322,825,C,,Vancouver,10.04,"Air Conditioning, Double Pane Windows, Wheelchair Accessible (Rooms)",,1.056,45.6463296,,-122.5910792,0,2,36,,1.97,Not Disclosed,29700,,Garden,Ogden,,825,1996,,98662-7706,"R22, Vancouver"
,100.00,,,,"Air Conditioning, Laundry Facilities, Playground, Property Manager on Site, Wheelchair Accessible (Rooms)",1.61,1346,836,B,,Milwaukie,13.03,"Air Conditioning, Laundry Facilities, Playground, Property Manager on Site, Wheelchair Accessible (Rooms)",,1.68,45.4396480,,-122.5824190,0,2,42,,1.48,Not Disclosed,36000,,Garden,Southgate,,836,1996,,97222-1126,"HDR, County"
,100.00,,,,"24 Hour Access, Fitness Center, Deck, Dining Room, Garden, Window Coverings",1.47,1307,891,B,,Milwaukie,0.92,"24 Hour Access, Fitness Center, Deck, Dining Room, Garden, Window Coverings",,2.77,45.4388032,,-122.5824200,0,3,93,,1.20,Not Disclosed,83070,,Garden,Southgate,,892,1989,,97222,"HDR, Clackamas County"
,50.00,50.00,,,"Air Conditioning, Property Manager on Site",1.17,1406,1204,C,,Portland,13.34,"Air Conditioning, Property Manager on Site",,3.11,45.4368453,,-122.5830202,0,2,42,,1.13,Not Disclosed,79170,,Garden,Southgate,1404,1004,1987,,97222-1412,HDR
,100.00,,,,"Laundry Facilities, Playground, Property Manager on Site, Tennis Court, Gated, Maintenance on site, Handrails",1.72,1574,913,B,,Portland,13.99,"Laundry Facilities, Playground, Property Manager on Site, Tennis Court, Gated, Maintenance on site, Handrails",,5.11,45.4342720,,-122.5892460,0,2,168,,1.17,Not Disclosed,154410,,Garden,Southgate,,914,1986,,97222,HDR
,100.00,,,,"Air Conditioning, Laundry Facilities, Playground, Gameroom, Wheelchair Accessible (Rooms)",1.57,1297,828,C,,Saint Helens,33.53,"Air Conditioning, Laundry Facilities, Playground, Gameroom, Wheelchair Accessible (Rooms)",,1.92,45.8517650,,-122.8384260,0,2,72,,0.91,Not Disclosed,76874,,Garden,Columbia County,,828,1997,,97051,AR
50.00,50.00,,,,"Courtyard, Laundry Facilities, Walking/Biking Trails, Dining Room, Family Room, Patio",1.50,1255,837,C,,Lake Oswego,3.2,"Courtyard, Laundry Facilities, Walking/Biking Trails, Dining Room, Family Room, Patio",,1.5099,45.4169292,,-122.7239816,0,3,32,700,1.19,Not Disclosed,29704,,Garden,Walluga,,973,1984,,97035-2561,"GC RO, Lake Oswego"
24.36,64.10,11.54,,,"Air Conditioning, Playground, Storage Space, Patio, Wheelchair Accessible (Rooms)",1.54,1352,879,C,,Oregon City,18.75,"Air Conditioning, Playground, Storage Space, Patio, Wheelchair Accessible (Rooms)",,3.76,45.3536114,,-122.5859522,0,3,78,710,1.86,Not Disclosed,68000,,Garden,McLoughlin,1110,902,1998,,97045-4508,"R2, Clackamas"
30.92,57.97,11.11,,,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Playground, Pool, Property Manager on Site, Package Service, Storage Space, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",1.69,1551,918,B,,Aloha,0.18,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Playground, Pool, Property Manager on Site, Package Service, Storage Space, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",,14.09,45.5223000,,-122.8874640,0,3,207,658,0.94,Not Disclosed,216957,,Garden,Sommerset West-Elmonica South,1185,1006,1998,,97006,R24-40	
36.88,43.97,11.35,,7.80,"Air Conditioning, Clubhouse, Fitness Center, Picnic Area, Spa, Breakfast/Coffee Concierge, Car Wash Area, Grill, Pet Play Area, Racquetball Court, Maintenance on site, Freezer, Patio, Window Coverings",2.12,1913,901,B,,Portland,3.12,"Air Conditioning, Clubhouse, Fitness Center, Picnic Area, Spa, Breakfast/Coffee Concierge, Car Wash Area, Grill, Pet Play Area, Racquetball Court, Maintenance on site, Freezer, Patio, Window Coverings",,18.88,45.5067630,,-122.7610440,0,3,282,725,,Not Disclosed,250884,511,Garden,Cedar Hills-Cedar Mill,1425,984,1990,,97225,N/Av
10.67,78.67,10.67,,,"24 Hour Access, Air Conditioning, Courtyard, Laundry Facilities, Property Manager on Site, Recycling",1.31,1165,886,C,,Mcminnville,,"24 Hour Access, Air Conditioning, Courtyard, Laundry Facilities, Property Manager on Site, Recycling",,6.12,45.1961889,,-123.2155221,0,2,75,660,2.00,Not Disclosed,62244,,Garden,Yamhill County,1200,875,1992,,97128-5789,"N/Av, Oregon"
31.69,22.63,18.52,,27.16,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Spa, Package Service, Storage Space, Maintenance on site, Sundeck, Window Coverings",2.16,1739,806,A,,Lake Oswego,4.58,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Spa, Package Service, Storage Space, Maintenance on site, Sundeck, Window Coverings",,9.3009,45.4291068,,-122.7059926,0,3,243,764,1.23,Not Disclosed,210960,456,Garden,Mt Park,1136,1016,1984,,97035-1454,R-0
23.08,76.92,,,,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Playground, Pool, Property Manager on Site, Spa, Tanning Salon, Car Wash Area, Package Service, Wi-Fi, Maintenance on site, Online Services, Deck, Patio",1.96,1664,850,B,,Beaverton,2.29,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Playground, Pool, Property Manager on Site, Spa, Tanning Salon, Car Wash Area, Package Service, Wi-Fi, Maintenance on site, Online Services, Deck, Patio",,12.52,45.4846890,,-122.8375110,0,2,260,700,1.83,Not Disclosed,221000,,Garden,West Beaverton,,895,1991,2012,97007,"R24, County"
86.42,13.58,,,,"Clubhouse, Fitness Center, Laundry Facilities, Pool, Spa, Storage Space, Online Services, Sundeck, Deck, Patio",2.22,1606,733,B,,Beaverton,1.18,"Clubhouse, Fitness Center, Laundry Facilities, Pool, Spa, Storage Space, Online Services, Sundeck, Deck, Patio",,3.97,45.4649540,,-122.8047640,0,2,76,704,1.95,Not Disclosed,63228,,Garden,Highland Beaverton,,902,1986,,97008-5789,R5
53.85,46.15,,,,"Air Conditioning, Furnished Units Available, Online Services, Deck, Patio, Wheelchair Accessible (Rooms)",1.74,1220,702,B,,Beaverton,0.74,"Air Conditioning, Furnished Units Available, Online Services, Deck, Patio, Wheelchair Accessible (Rooms)",,1.7767,45.4618200,,-122.7993070,0,3,39,575,1.12,Not Disclosed,40344,,Low-Rise,Greenway,,850,1997,,97008-6425,C
32.14,67.86,,,,"Air Conditioning, Laundry Facilities",1.16,1068,920,C,,Portland,7.23,"Air Conditioning, Laundry Facilities",,2.5,45.5338040,,-122.4920580,0,2,56,750,1.91,Not Disclosed,54452,,Garden,Wilkes East,,1000,1994,,97230-8611,"MDR24, Portland"
91.67,8.33,,,,Laundry Facilities,1.28,766,597,C,,Portland,1,Laundry Facilities,,2.52,45.5350830,,-122.4881570,0,2,60,560,1.56,Not Disclosed,38478,,Garden,Wilkes East,,1000,1980,,97230-6183,"MDR24, Portland"
,96.30,3.70,,,"Laundry Facilities, Playground, Patio",1.16,1065,919,C,,Portland,8.42,"Laundry Facilities, Playground, Patio",,1.36,45.5342085,,-122.4621989,0,2,27,,2.18,Not Disclosed,24826,,Low-Rise,North Gresham,984,917,1990,,97230,MDR24
,100.00,,,,"Air Conditioning, Pool, Maintenance on site, Public Transportation",1.73,1702,985,B,,Fairview,8.81,"Air Conditioning, Pool, Maintenance on site, Public Transportation",,6.54,45.5342823,,-122.4541367,0,2,70,,2.23,Not Disclosed,69230,,Garden,Outlying Troutdale/Gresham,,985,1993,,97024,MR4PD
12.99,76.62,10.39,,,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Sauna, Spa, Package Service, Storage Space, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",1.77,1756,992,B,,Fairview,9.03,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Sauna, Spa, Package Service, Storage Space, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",,9,45.5331860,,-122.4501760,0,3,154,774,1.11,Not Disclosed,153038,,Garden,Outlying Troutdale/Gresham,1065,1020,1997,,97024-7701,RMF
,100.00,,,,"Clubhouse, Playground, Property Manager on Site, Lawn",1.42,1359,960,C,,Troutdale,11.66,"Clubhouse, Playground, Property Manager on Site, Lawn",,4.27,45.5385375,,-122.3956277,0,2,56,,2.79,Not Disclosed,53760,,Garden,Outlying Troutdale/Gresham,,960,1982,,97060-1354,A2
40.00,60.00,,,,"Air Conditioning, Pet Play Area, Online Services, Deck, Patio",1.56,1338,860,C,,Portland,0.52,"Air Conditioning, Pet Play Area, Online Services, Deck, Patio",,0.4394,45.5363704,,-122.6155883,0,2,20,725,,Not Disclosed,17200,,Low-Rise,Hollywood,,950,1992,,97213-2048,R1
57.58,42.42,,,,"Air Conditioning, Controlled Access, Fitness Center, Laundry Facilities, Pool, Property Manager on Site, Sauna, Spa, Grill, Maid Service, Package Service, Storage Space, Elevator, Lounge, Maintenance on site, Sundeck, Den, Dining Room, Vinyl Flooring, Window Coverings",1.89,1836,970,B,,Portland,0.64,"Air Conditioning, Controlled Access, Fitness Center, Laundry Facilities, Pool, Property Manager on Site, Sauna, Spa, Grill, Maid Service, Package Service, Storage Space, Elevator, Lounge, Maintenance on site, Sundeck, Den, Dining Room, Vinyl Flooring, Window Coverings",,2.3352,45.6039987,,-122.6760639,0,4,99,921,2.77,Not Disclosed,160180,,Mid-Rise,Bridgeton,,1040,1999,,97217-7582,"CM, Portland"
45.33,44.67,10.00,,,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Spa, Package Service, Patio, Smoke Free, Wheelchair Accessible (Rooms)",2.02,1983,981,B,,Tigard,2.49,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Spa, Package Service, Patio, Smoke Free, Wheelchair Accessible (Rooms)",,7.9269,45.4399751,,-122.8150506,0,3,150,777,1.84,Not Disclosed,316821,,Garden,Bull Mountain,1345,1108,1998,,97223-1911,"R25, Tigard"
,100.00,,,,"Recycling, Walking/Biking Trails, Online Services, Dining Room, Garden, Patio",1.20,1307,1087,C,,Vancouver,13.76,"Recycling, Walking/Biking Trails, Online Services, Dining Room, Garden, Patio",,1.04,45.6567460,,-122.6676880,0,2,20,,2.06,Not Disclosed,21770,,Garden,West Hazel Dell,,1087,1989,,98663-1284,N/Av
5.00,88.00,7.00,,,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Playground, Pool, Renters Insurance Program, Deck, Patio, Wheelchair Accessible (Rooms)",1.63,1525,934,A,,Vancouver,13.83,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Playground, Pool, Renters Insurance Program, Deck, Patio, Wheelchair Accessible (Rooms)",,8.72,45.6583901,,-122.6678880,0,3,200,700,1.80,Not Disclosed,192160,,Garden,West Hazel Dell,1188,928,1995,,98663-3803,MD
46.77,53.23,,,,"Clubhouse, Laundry Facilities, Smoke Free",1.50,1208,806,C,,Vancouver,15.74,"Clubhouse, Laundry Facilities, Smoke Free",,2.8,45.6868960,,-122.6696820,0,2,62,700,1.44,Not Disclosed,53190,,Garden,Starcrest,,900,1989,,98665,ME
,100.00,,,,"Air Conditioning, Recycling, Deck, Dining Room",1.68,1723,1025,C,,Tigard,1.43,"Air Conditioning, Recycling, Deck, Dining Room",,2.8,45.4502020,,-122.7644300,0,3,34,,1.71,Not Disclosed,34850,,Garden,Metzger,,1025,1992,,97223,"R15, Tigard"
12.40,73.55,14.05,,,Fitness Center,2.36,1996,845,B,,Beaverton,0.49,Fitness Center,,9.73,45.5199340,,-122.8661570,0,1,121,696,2.10,Not Disclosed,106218,,Garden,Triple Creek,1027,836,1981,2017,97006-3442,R-9
5.22,74.63,17.91,,2.24,"Air Conditioning, Fitness Center, Laundry Facilities, Playground, Package Service, Patio",1.97,1732,879,C,,Oregon City,21.1,"Air Conditioning, Fitness Center, Laundry Facilities, Playground, Package Service, Patio",,5.35,45.3189440,,-122.5776740,0,2,134,631,1.94,Not Disclosed,118261,330,Garden,Gaffney Lane,1100,861,1994,,97045-7975,"R2, Oregon City"
100.00,,,,,,,,,C,,Portland,5.25,,,0.7982,45.5684616,,-122.6352521,0,4,30,,,Not Disclosed,51290,,Mid-Rise,Concordia,,,1998,,97211-6753,IR
100.00,,,,,,,,,C,,Portland,0.23,,,0.3283,45.4989749,,-122.6741416,0,2,20,,2.10,Not Disclosed,19048,,Low-Rise,South Portland,,,1995,,97239,RH
21.09,61.90,17.01,,,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Playground, Property Manager on Site, Sauna, Spa, Video Patrol, Guest Apartment, Media Center/Movie Theatre, Package Service, Pet Play Area, Trash Pickup - Door to Door, Wheelchair Accessible (Rooms)",1.87,2043,1094,B,,West Linn,9,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Playground, Property Manager on Site, Sauna, Spa, Video Patrol, Guest Apartment, Media Center/Movie Theatre, Package Service, Pet Play Area, Trash Pickup - Door to Door, Wheelchair Accessible (Rooms)",,20.2474,45.3626296,,-122.6502568,0,3,294,807,0.97,Not Disclosed,581858,,Garden,Tanner Basin,1329,1128,1997,,97068,R3
14.29,76.19,9.52,,,"Air Conditioning, Laundry Facilities, Playground, Spa, Breakfast/Coffee Concierge, Laundry Service, Recycling, Yard",2.11,1786,844,B,,Clackamas,15.21,"Air Conditioning, Laundry Facilities, Playground, Spa, Breakfast/Coffee Concierge, Laundry Service, Recycling, Yard",,4.25,45.4143140,,-122.5361060,0,2,84,620,1.93,Not Disclosed,70136,,Garden,Sunnyside Damascus,1121,852,1991,,97015-8218,"MR1, County"
47.50,44.50,8.00,,,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Pool, Spa, Pet Play Area, Recycling",1.89,1592,843,B,,Clackamas,15.6,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Pool, Spa, Pet Play Area, Recycling",,14.44,45.4136940,,-122.5281010,0,3,200,671,1.19,Not Disclosed,168723,,Garden,Sunnyside Damascus,1181,967,1990,,97015-6223,MR2
63.49,36.51,,,,"24 Hour Access, Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Spa, Package Service, Health Club Discount, Maintenance on site, Patio, Window Coverings",2.21,1854,838,B,,Wilsonville,3.47,"24 Hour Access, Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Spa, Package Service, Health Club Discount, Maintenance on site, Patio, Window Coverings",,11.28,45.2896150,,-122.7671450,0,2,126,722,1.33,Not Disclosed,105551,,Garden,Wilsonville,,1041,1989,2015,97070,"PDR3, County"
12.68,68.45,18.87,,,"Air Conditioning, Business Center, Clubhouse, Courtyard, Fitness Center, Picnic Area, Pool, Property Manager on Site, Grill, Renters Insurance Program, Wheelchair Accessible (Rooms)",1.93,2493,1291,B,,Hillsboro,6.11,"Air Conditioning, Business Center, Clubhouse, Courtyard, Fitness Center, Picnic Area, Pool, Property Manager on Site, Grill, Renters Insurance Program, Wheelchair Accessible (Rooms)",,14.05,45.5376226,,-122.8829107,0,3,355,836,0.25,Not Disclosed,455115,,Garden,Tanasbourne,1580,1296,1997,,97124-7629,"A3, Hillsboro"
,100.00,,,,"Air Conditioning, Laundry Facilities, Playground, Wheelchair Accessible (Rooms)",1.71,1452,850,B,,Banks,37.43,"Air Conditioning, Laundry Facilities, Playground, Wheelchair Accessible (Rooms)",,2.08,45.6143010,,-123.1094907,0,2,50,,,Not Disclosed,52214,,Garden,Outlying Washington County,,850,1999,,97106,CF
27.67,70.03,2.31,,,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Spa, Guest Apartment, Package Service, Wi-Fi, Storage Space, Health Club Discount, Lounge, Maintenance on site, Sundeck, Dining Room, Loft Layout, Skylights, Vinyl Flooring, Window Coverings",2.03,2125,1045,B,,Lake Oswego,4.36,"Air Conditioning, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Spa, Guest Apartment, Package Service, Wi-Fi, Storage Space, Health Club Discount, Lounge, Maintenance on site, Sundeck, Dining Room, Loft Layout, Skylights, Vinyl Flooring, Window Coverings",,20.53,45.4337700,,-122.7175890,0,2,347,720,0.92,Not Disclosed,363833,,Garden,West Portland Park,1261,1167,1987,2007,97035-8847,"RO/NC, Lake Oswego"
