% 1-Bed,% 2-Bed,% 3-Bed,% 4-Bed,% Studios,Amenities,Avg Effective/SF,Avg Effective/Unit,Avg Unit SF,Building Class,Ceiling Ht,City,Closest Transit Stop Dist (mi),Features,Four Bedroom Avg SF,Land Area (AC),Latitude,LEED Certified,Longitude,Number Of Elevators,Number Of Stories,Number Of Units,One Bedroom Avg SF,Parking Ratio,Rent/SF/Yr,RBA,Studio Avg SF,Style,Submarket Name,Three Bedroom Avg SF,Two Bedroom Avg SF,Year Built,Year Renovated,Zip,Zoning
73.08,17.95,,,8.97,"Air Conditioning, Security System, Package Service, Elevator, Patio, Wheelchair Accessible (Rooms), Public Transportation, Key Fob Entry",2.84,1596,562,B,,Portland,8.08,"Air Conditioning, Security System, Package Service, Elevator, Patio, Wheelchair Accessible (Rooms), Public Transportation, Key Fob Entry",,0.3786,45.5051924,,-122.6254793,0,4,78,530,0.44,Not Disclosed,50000,425,Mid-Rise,Richmond,,761,2014,,97214-5885,
26.09,56.52,13.04,0.0435,,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Playground, Pool, Gameroom, Grill, Package Service, Walking/Biking Trails, Car Charging Station, Lounge, Sundeck, Freezer, Patio, Window Coverings",2.20,2199,1001,A,,Camas,10.33,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Playground, Pool, Gameroom, Grill, Package Service, Walking/Biking Trails, Car Charging Station, Lounge, Sundeck, Freezer, Patio, Window Coverings",1729,17.57,45.6061342,,-122.4690323,0,3,276,700,,Not Disclosed,276000,,Garden,Fisher's Village,1241,1030,2020,,98607,RC
25.00,70.83,4.17,,,"Air Conditioning, Clubhouse, Property Manager on Site, Tenant Controlled HVAC, Maintenance on site, Online Services, Family Room, Window Coverings",2.11,2048,971,B,,Vancouver,12.73,"Air Conditioning, Clubhouse, Property Manager on Site, Tenant Controlled HVAC, Maintenance on site, Online Services, Family Room, Window Coverings",,13.78,45.6776933,,-122.6320599,0,3,288,754,,Not Disclosed,280000,,Garden,Northeast Hazel Dell,1309,1027,2021,,98665-9273,
,,,,100.00,"Air Conditioning, Laundry Facilities, Wheelchair Accessible (Rooms)",5.52,916,166,B,,Portland,0.2,"Air Conditioning, Laundry Facilities, Wheelchair Accessible (Rooms)",,0.1096,45.5342250,,-122.6215820,1,4,54,,,Not Disclosed,14584,166,Mid-Rise,Hollywood,,,2016,,97232-3510,CX
66.67,20.00,,,13.33,"24 Hour Access, Air Conditioning, Package Service, Bicycle Storage, Elevator, Patio, Public Transportation",3.04,1435,473,B,,Portland,0.4,"24 Hour Access, Air Conditioning, Package Service, Bicycle Storage, Elevator, Patio, Public Transportation",,0.11,45.5375054,,-122.6202498,0,5,30,432,,Not Disclosed,19748,364,Mid-Rise,Hollywood,,681,2018,,97213-1369,CS
66.67,,,,33.33,"Air Conditioning, Bicycle Storage",2.07,1241,600,A,,Portland,7.3,"Air Conditioning, Bicycle Storage",,,45.5118201,,-122.6174052,0,4,30,625,,Not Disclosed,24000,550,Mid-Rise,Richmond,,,2018,,97215-3120,
25.00,75.00,,,,"Grill, Pet Play Area, Walking/Biking Trails",1.94,1575,810,A,,Vancouver,9.94,"Grill, Pet Play Area, Walking/Biking Trails",,1.6243,45.6550769,,-122.5956379,0,3,48,628,1.99,Not Disclosed,39018,,Low-Rise,Walnut Grove,,871,2019,,98662-6408,R30
43.65,27.78,,,28.57,"Air Conditioning, Controlled Access, Energy Star Labeled, Package Service, Bicycle Storage, Elevator, Pet Washing Station",2.81,1719,589,A,,Portland,8.24,"Air Conditioning, Controlled Access, Energy Star Labeled, Package Service, Bicycle Storage, Elevator, Pet Washing Station",,0.3531,45.5050259,,-122.6114360,0,4,126,528,,Not Disclosed,101600,501,Mid-Rise,Richmond,,758,2020,,97206-1579,
90.91,,,,9.09,"Air Conditioning, Clubhouse, Fitness Center, Disposal Chutes, Grill, Bicycle Storage, Elevator, Pet Washing Station, Public Transportation",2.69,1413,524,A,,Portland,8.37,"Air Conditioning, Clubhouse, Fitness Center, Disposal Chutes, Grill, Bicycle Storage, Elevator, Pet Washing Station, Public Transportation",,0.6,45.5036226,,-122.6114117,2,4,121,526,,Not Disclosed,96800,507,Mid-Rise,Richmond,,,2018,,97206-1535,CS
57.95,10.23,,,31.82,"Controlled Access, Property Manager on Site, Grill, Wi-Fi, Bicycle Storage, Elevator, Vinyl Flooring, Public Transportation",2.84,1409,495,A,,Portland,0.81,"Controlled Access, Property Manager on Site, Grill, Wi-Fi, Bicycle Storage, Elevator, Vinyl Flooring, Public Transportation",,0.38,45.5393410,,-122.6112190,1,6,88,521,0.30,Not Disclosed,64208,382,Mid-Rise,Rose City Park,,703,2021,,97213-2509,
46.88,,,,53.13,"Air Conditioning, Controlled Access, Gated, Package Service, Bicycle Storage, Elevator, Public Transportation",2.99,1356,453,A,,Portland,11.95,"Air Conditioning, Controlled Access, Gated, Package Service, Bicycle Storage, Elevator, Public Transportation",,1.2,45.4748500,,-122.6096002,0,2,32,498,,Not Disclosed,30000,415,Low-Rise,Brentwood-Darlington,,,2019,,97206-7660,CO1
34.29,54.29,11.43,,,"Air Conditioning, Playground, Freezer, Patio, Vinyl Flooring, Window Coverings",1.85,1629,882,B,,Vancouver,10.52,"Air Conditioning, Playground, Freezer, Patio, Vinyl Flooring, Window Coverings",,1.38,45.6616056,,-122.6000360,0,3,35,684,,Not Disclosed,66493,,Low-Rise,Walnut Grove,1127,956,2020,,98661-3611,ME
24.32,75.68,,,,"Air Conditioning, Clubhouse, Fitness Center, Playground, Pool, Property Manager on Site, Pet Play Area, Wi-Fi, Pet Washing Station, Deck",2.01,1807,899,A,,Vancouver,10.09,"Air Conditioning, Clubhouse, Fitness Center, Playground, Pool, Property Manager on Site, Pet Play Area, Wi-Fi, Pet Washing Station, Deck",,5.83,45.6621869,,-122.5841570,0,3,148,668,1.42,Not Disclosed,133984,,Garden,Walnut Grove,,974,2020,,98662-6051,ME
27.78,40.74,31.48,,,"Clubhouse, Sauna, Freezer",1.66,1707,1027,A,,Portland,3.49,"Clubhouse, Sauna, Freezer",,0.6144,45.4873299,,-122.7351376,0,3,54,838,,Not Disclosed,54000,,Low-Rise,Bridlemile,1194,1027,2016,,97221,R2
,100.00,,,,Air Conditioning,1.52,1615,1063,C,,Vancouver,11.99,Air Conditioning,,0.5739,45.6669415,,-122.6100079,0,3,23,,2.13,Not Disclosed,23000,,Garden,Walnut Grove,,1063,2017,,98661-1947,R-12
,,100.00,,,"24 Hour Access, Air Conditioning, Property Manager on Site, Walking/Biking Trails, PATH, Online Services, Freezer, Public Transportation",1.76,2268,1288,B,,Vancouver,11.94,"24 Hour Access, Air Conditioning, Property Manager on Site, Walking/Biking Trails, PATH, Online Services, Freezer, Public Transportation",,4.24,45.6682496,,-122.6102665,0,2,49,,,Not Disclosed,63112,,Townhome,Walnut Grove,1288,,2020,,98661-1541,UG
46.43,53.57,,,,Air Conditioning,1.80,1510,840,C,,Vancouver,11.01,Air Conditioning,,0.54,45.6568886,,-122.6043747,0,2,56,771,1.07,Not Disclosed,55000,,Low-Rise,Walnut Grove,,901,2016,,98661-2442,MG
46.92,50.77,,,2.31,"Clubhouse, Fitness Center, Laundry Facilities, Walking/Biking Trails, Grill",1.55,1369,883,B,,Vancouver,13.21,"Clubhouse, Fitness Center, Laundry Facilities, Walking/Biking Trails, Grill",,1.8134,45.6719309,,-122.6378627,0,3,126,800,,Not Disclosed,126000,,Garden,Northeast Hazel Dell,,959,2018,,98665,
37.50,,11.03,,51.47,"24 Hour Access, Air Conditioning, Fenced Lot, Playground, Bicycle Storage, Pond, Dining Room, Freezer",1.35,877,1760,A,,Ridgefield,22.15,"24 Hour Access, Air Conditioning, Fenced Lot, Playground, Bicycle Storage, Pond, Dining Room, Freezer",,11.468792,45.8155481,,-122.6784015,0,2,136,,,Not Disclosed,130000,,Townhome,Outlying Clark  County,1760,,2021,,98642-3446,
25.64,67.95,6.41,,,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Pool, Property Manager on Site, Sauna, Spa, Guest Apartment, Package Service, Yard, Storage Space, Lounge, Maintenance on site, Sundeck, Dining Room, Wheelchair Accessible (Rooms), Window Coverings",1.98,1877,945,A,,Vancouver,10.43,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Pool, Property Manager on Site, Sauna, Spa, Guest Apartment, Package Service, Yard, Storage Space, Lounge, Maintenance on site, Sundeck, Dining Room, Wheelchair Accessible (Rooms), Window Coverings",,7.38,45.6602460,,-122.5997090,0,3,156,677,1.23,Not Disclosed,158000,,Garden,Walnut Grove,1293,1015,2014,,98661-3625,ME
9.30,2.33,2.33,,86.05,"Air Conditioning, Fitness Center, Spa, Lounge, Deck",2.93,1680,615,A,,Tigard,1.98,"Air Conditioning, Fitness Center, Spa, Lounge, Deck",,0.59,45.4347835,,-122.7508747,1,5,38,731,,Not Disclosed,40000,561,Mid-Rise,Tigard Triangle,,,2020,,97223-7724,TMU
35.56,31.11,33.33,,,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Fitness Center, Playground, Spa, Gated, Grill, Pet Play Area, Smoke Free, Walking/Biking Trails, Patio",1.73,1752,1011,B,,Vancouver,13.6,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Fitness Center, Playground, Spa, Gated, Grill, Pet Play Area, Smoke Free, Walking/Biking Trails, Patio",,7.2735,45.6807897,,-122.6468134,0,2,135,717,,Not Disclosed,296000,,Garden,Northeast Hazel Dell,1313,1024,2017,,98665-2023,MD
26.67,66.67,6.67,,,"24 Hour Access, Air Conditioning, Controlled Access, Clubhouse, Fitness Center, Wi-Fi, Elevator, Lounge, Online Services, Island Kitchen, Pantry, Smoke Free, Wheelchair Accessible (Rooms), Window Coverings",1.48,1648,1113,A,,Vancouver,15.87,"24 Hour Access, Air Conditioning, Controlled Access, Clubhouse, Fitness Center, Wi-Fi, Elevator, Lounge, Online Services, Island Kitchen, Pantry, Smoke Free, Wheelchair Accessible (Rooms), Window Coverings",,2,45.6851231,,-122.6653448,0,3,45,892,,Not Disclosed,81582,,Low-Rise,Northeast Hazel Dell-Starcrest,1576,1157,2013,,98665-8103,MH
51.52,41.41,7.07,,,"Controlled Access, Clubhouse, Fitness Center, Storage Space, Bicycle Storage, Elevator, Lounge, Maintenance on site",2.05,1953,952,B,,Hillsboro,0.43,"Controlled Access, Clubhouse, Fitness Center, Storage Space, Bicycle Storage, Elevator, Lounge, Maintenance on site",,0.81,45.5284567,,-122.8884977,3,3,396,789,0.86,Not Disclosed,107397,,Garden,Sommerset West-Elmonica South,1355,1087,2016,,97006,UC-RM
51.70,43.18,,,5.11,"Business Center, Courtyard, Fitness Center, Pool, Property Manager on Site, Sauna, Gated, Breakfast/Coffee Concierge, Grill, Car Charging Station, Lounge, Maintenance on site, Patio, Vinyl Flooring, Key Fob Entry",2.53,2045,808,A,,Hillsboro,0.5,"Business Center, Courtyard, Fitness Center, Pool, Property Manager on Site, Sauna, Gated, Breakfast/Coffee Concierge, Grill, Car Charging Station, Lounge, Maintenance on site, Patio, Vinyl Flooring, Key Fob Entry",,1.68,45.5275979,,-122.8857290,0,6,352,686,,Not Disclosed,284600,485,Mid-Rise,Sommerset West-Elmonica South,,994,2022,,97006-7565,UC-MU
,,100.00,,,,1.27,1945,1526,B,,Vancouver,11.07,,,2.4104,45.6774496,,-122.5713759,0,2,21,,,Not Disclosed,30498,,Townhome,Orchards Area,1526,,2015,,98662,MG
31.25,58.75,10.00,,,"Clubhouse, Courtyard, Fitness Center, Playground, Gated, Pet Play Area, Recycling, Trash Pickup - Curbside, Storage Space, Lounge, Trash Compactor",1.87,1642,879,B,,Vancouver,12.56,"Clubhouse, Courtyard, Fitness Center, Playground, Gated, Pet Play Area, Recycling, Trash Pickup - Curbside, Storage Space, Lounge, Trash Compactor",,6.52,45.6965180,,-122.5508150,0,3,160,747,1.85,Not Disclosed,142996,,Garden,Orchards Area,1165,901,2015,,98682,XD
31.19,61.39,7.43,,,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Playground, Pool, Property Manager on Site, Spa, Package Service, Storage Space, Lounge, Maintenance on site, Sundeck, Den, Dining Room, Vinyl Flooring, Wheelchair Accessible (Rooms), Window Coverings",1.96,1822,928,B,,Vancouver,12.65,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Playground, Pool, Property Manager on Site, Spa, Package Service, Storage Space, Lounge, Maintenance on site, Sundeck, Den, Dining Room, Vinyl Flooring, Wheelchair Accessible (Rooms), Window Coverings",,2.96,45.7002250,,-122.5998700,0,2,202,690,1.50,Not Disclosed,188396,,Garden,Brush Prairie,1310,1002,2012,,98686,MD
29.51,40.98,,,29.51,"24 Hour Access, Picnic Area, Property Manager on Site, Wi-Fi, Maintenance on site",1.76,1396,792,A,,Vancouver,7.48,"24 Hour Access, Picnic Area, Property Manager on Site, Wi-Fi, Maintenance on site",,,45.6342433,,-122.5584529,0,1,61,588,,Not Disclosed,65000,535,Low-Rise,Fircrest,,1125,2020,,98684-4363,
21.74,78.26,,,,"Fitness Center, Picnic Area, Pet Play Area, Pet Care, Pet Washing Station, Patio",1.92,1899,989,B,,Vancouver,7.53,"Fitness Center, Picnic Area, Pet Play Area, Pet Care, Pet Washing Station, Patio",,4.3,45.6361039,,-122.5563199,0,3,92,747,,Not Disclosed,100000,,Garden,Landover-Sharmel,,1058,2021,,98684-4267,ME
11.32,84.91,3.77,,,,1.60,1665,1040,A,,Vancouver,7.38,,,,45.6363832,,-122.5584862,0,3,53,824,,Not Disclosed,55000,,Garden,Landover-Sharmel,1332,1056,2020,,98684-4324,
27.27,67.53,5.19,,,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Property Manager on Site, Spa, Package Service, Storage Space, Lounge, Maintenance on site, Dining Room, Skylights, Wheelchair Accessible (Rooms), Window Coverings",1.91,1793,938,A,,Vancouver,7.6,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Property Manager on Site, Spa, Package Service, Storage Space, Lounge, Maintenance on site, Dining Room, Skylights, Wheelchair Accessible (Rooms), Window Coverings",,7.44,45.6377687,,-122.5566673,0,2,154,681,1.86,Not Disclosed,150000,,Garden,Landover-Sharmel,1293,1016,2013,,98684-4205,ME
92.59,7.41,,,,"Air Conditioning, Deck",2.40,1322,586,B,,Tigard,2.89,"Air Conditioning, Deck",,1,45.4024581,,-122.7923197,0,3,24,550,0.00,Not Disclosed,19080,,Low-Rise,Bull Mountain,,,2015,,97224,R-24
30.00,46.00,24.00,,,"24 Hour Access, Clubhouse, Fitness Center, Gated, Maintenance on site, Patio, Public Transportation",1.98,1827,924,B,,Vancouver,13.34,"24 Hour Access, Clubhouse, Fitness Center, Gated, Maintenance on site, Patio, Public Transportation",,5.02,45.7052958,,-122.5503857,0,3,100,748,,Not Disclosed,94128,,Garden,Orchards Area,1189,901,2018,,98682-2267,XZ
100.00,,,,,"24 Hour Access, Air Conditioning",1.75,1401,800,A,,Vancouver,7.28,"24 Hour Access, Air Conditioning",,,45.6358971,,-122.5600448,0,3,46,800,,Not Disclosed,50000,,Garden,Landover-Sharmel,,,2021,,98684,
28.61,65.06,6.33,,,"Air Conditioning, Clubhouse, Fitness Center, Gated, Pet Play Area, Public Transportation",2.00,1885,943,A,,Vancouver,13.33,"Air Conditioning, Clubhouse, Fitness Center, Gated, Pet Play Area, Public Transportation",,,45.7074321,,-122.5488972,0,2,332,679,,Not Disclosed,177000,,Garden,Orchards Area,1306,1024,2017,,98682-1648,
24.17,59.17,16.67,,,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Pool, Property Manager on Site, Package Service, Lounge, Maintenance on site, Dining Room, Skylights, Vinyl Flooring, Window Coverings",1.88,1761,935,A,,Vancouver,13.51,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Pool, Property Manager on Site, Package Service, Lounge, Maintenance on site, Dining Room, Skylights, Vinyl Flooring, Window Coverings",,8.65,45.7069918,,-122.5451809,0,3,240,769,,Not Disclosed,180000,,Garden,Orchards Area,1190,932,2014,,98682-1603,MG
20.00,70.00,10.00,,,"24 Hour Access, Air Conditioning, Business Center, Clubhouse, Courtyard, Fitness Center, Playground, Pool, Property Manager on Site, Basketball Court, Grill, Package Service, Maintenance on site, Sundeck, Wheelchair Accessible (Rooms)",2.15,1966,915,A,,Vancouver,13.48,"24 Hour Access, Air Conditioning, Business Center, Clubhouse, Courtyard, Fitness Center, Playground, Pool, Property Manager on Site, Basketball Court, Grill, Package Service, Maintenance on site, Sundeck, Wheelchair Accessible (Rooms)",,4.55,45.7074414,,-122.5446381,0,3,120,786,1.18,Not Disclosed,109000,,Garden,Orchards Area,1110,924,2017,,98682-2094,MG
24.62,67.31,8.08,,,"24 Hour Access, Air Conditioning, Controlled Access, Clubhouse, Fitness Center, Pool, Wi-Fi, Multi Use Room, Online Services, Dining Room",2.17,2155,991,A,,Vancouver,8.97,"24 Hour Access, Air Conditioning, Controlled Access, Clubhouse, Fitness Center, Pool, Wi-Fi, Multi Use Room, Online Services, Dining Room",,,45.6329227,,-122.5337210,0,3,260,754,,Not Disclosed,250000,,Garden,Fircrest,1309,1040,2021,,98684,
40.00,60.00,,,,"Air Conditioning, Fenced Lot, Bicycle Storage, Dining Room, Double Pane Windows, Private Bathroom",,,744,B,,Portland,0.24,"Air Conditioning, Fenced Lot, Bicycle Storage, Dining Room, Double Pane Windows, Private Bathroom",,0.97,45.5206801,,-122.5136986,0,3,45,695,1.39,Not Disclosed,36000,,Low-Rise,Gateway,,778,2019,,97233-2288,RH
34.21,65.79,,,,"Air Conditioning, Courtyard, Playground, Property Manager on Site, Pet Play Area, Smoke Free, Storage Space, Bicycle Storage, Vinyl Flooring, Window Coverings",1.74,1340,772,B,,Portland,0.18,"Air Conditioning, Courtyard, Playground, Property Manager on Site, Pet Play Area, Smoke Free, Storage Space, Bicycle Storage, Vinyl Flooring, Window Coverings",,0.4423,45.5240440,,-122.5122375,0,3,38,640,,Not Disclosed,9600,,Low-Rise,Gateway,,840,2016,,97230,RH
30.34,60.67,8.99,,,"24 Hour Access, Air Conditioning, Clubhouse, Courtyard, Fitness Center, Property Manager on Site, Gameroom, Grill, Package Service, Lounge, Patio",2.17,1912,883,A,,Vancouver,12.34,"24 Hour Access, Air Conditioning, Clubhouse, Courtyard, Fitness Center, Property Manager on Site, Gameroom, Grill, Package Service, Lounge, Patio",,5.5,45.6737241,,-122.5139370,0,3,178,742,,Not Disclosed,157136,,Garden,Mountain View Meadows-Orchards,1100,921,2021,,98682-5053,CG
47.57,47.57,4.85,,,"Air Conditioning, Controlled Access, Clubhouse, Courtyard, Grill, Package Service, Pet Play Area, Storage Space, Elevator, Sundeck, Wheelchair Accessible (Rooms), Public Transportation",1.97,1894,961,B,,Happy Valley,16.1,"Air Conditioning, Controlled Access, Clubhouse, Courtyard, Grill, Package Service, Pet Play Area, Storage Space, Elevator, Sundeck, Wheelchair Accessible (Rooms), Public Transportation",,3.15,45.4291490,,-122.5008180,2,4,103,743,,Not Disclosed,120000,,Mid-Rise,Rock Creek,1455,1130,2018,,97086-4302,MUC
,,,,,,,,,A,,Portland,9.1,,,,45.5059875,,-122.4998420,0,3,36,,,Not Disclosed,36000,,Low-Rise,Centennial,,,2021,,97233-3716,
47.62,42.86,9.52,,,"24 Hour Access, Property Manager on Site, Pet Play Area, Maintenance on site, Online Services, Deck, Patio",2.19,1878,859,B,,Portland,8.47,"24 Hour Access, Property Manager on Site, Pet Play Area, Maintenance on site, Online Services, Deck, Patio",,1.8365,45.5712698,,-122.8412274,0,3,84,654,,Not Disclosed,80000,,Garden,Bethany,1415,963,2022,,97229-1711,
50.38,40.46,9.16,,,"Clubhouse, Playground, Pool, Property Manager on Site, Gameroom, Pet Play Area, Community-Wide WiFi, Online Services, Pet Washing Station, Deck, Patio",2.14,1813,847,A,,Portland,8.47,"Clubhouse, Playground, Pool, Property Manager on Site, Gameroom, Pet Play Area, Community-Wide WiFi, Online Services, Pet Washing Station, Deck, Patio",,4.04,45.5711494,,-122.8402402,0,2,131,654,,Not Disclosed,320611,,Garden,Bethany,1415,961,2020,,97229-1690,R-25+ NB
55.50,33.97,,,10.53,"Air Conditioning, Courtyard, Fitness Center, Property Manager on Site, Spa, Breakfast/Coffee Concierge, Gameroom, Media Center/Movie Theatre, Smoke Free, Walking/Biking Trails, Bicycle Storage, Maintenance on site, Online Services, Island Kitchen, Linen Closet",2.54,2142,841,A,,Beaverton,0.6,"Air Conditioning, Courtyard, Fitness Center, Property Manager on Site, Spa, Breakfast/Coffee Concierge, Gameroom, Media Center/Movie Theatre, Smoke Free, Walking/Biking Trails, Bicycle Storage, Maintenance on site, Online Services, Island Kitchen, Linen Closet",,2.6862,45.5121340,,-122.8406006,3,5,209,745,,Not Disclosed,209000,462,Mid-Rise,Cooper Mountain-Aloha North,,1119,2018,,97006-5057,
26.49,13.25,0.66,,59.60,"Air Conditioning, Courtyard, Laundry Facilities, Playground, Grill, Bicycle Storage, Elevator",2.19,995,458,B,,Portland,0.53,"Air Conditioning, Courtyard, Laundry Facilities, Playground, Grill, Bicycle Storage, Elevator",,2.753719,45.5296832,,-122.4956923,0,4,150,482,,Not Disclosed,96816,376,Mid-Rise,Wilkes East,,751,2022,,97230-5974,
44.12,47.06,,,8.82,"24 Hour Access, Controlled Access, Tenant Controlled HVAC, Grill, Roof Terrace, Car Charging Station, Elevator, Online Services, Family Room, Window Coverings",2.38,2302,968,B,,Happy Valley,16.39,"24 Hour Access, Controlled Access, Tenant Controlled HVAC, Grill, Roof Terrace, Car Charging Station, Elevator, Online Services, Family Room, Window Coverings",,0.6546,45.4289507,,-122.4946698,1,3,34,902,,Not Disclosed,32000,414,Low-Rise,Rock Creek,,1134,2021,,97086-4743,
36.36,45.45,18.18,,,,2.07,1910,921,A,,Happy Valley,16.34,,,1.063,45.4244329,,-122.4968854,0,4,132,705,,Not Disclosed,119724,,Mid-Rise,Rock Creek,1196,985,2020,,97015-3654,MURX Mixed-Use Res
35.71,50.00,14.29,,,"Clubhouse, Fitness Center, Playground, Pool, Spa, Grill, Lounge",2.09,1979,945,A,,Happy Valley,16.65,"Clubhouse, Fitness Center, Playground, Pool, Spa, Grill, Lounge",,,45.4284286,,-122.4906882,0,3,168,740,,Not Disclosed,164160,,Garden,Rock Creek,1168,1028,2017,,97015,
30.34,55.62,6.74,,7.30,"24 Hour Access, Air Conditioning, Controlled Access, Clubhouse, Fitness Center, Pool, Property Manager on Site, Spa, Gated, Gameroom, Package Service, Pet Play Area, Bicycle Storage, Car Charging Station, Online Services, Freezer, Window Coverings",2.12,1880,886,A,,Happy Valley,16.74,"24 Hour Access, Air Conditioning, Controlled Access, Clubhouse, Fitness Center, Pool, Property Manager on Site, Spa, Gated, Gameroom, Package Service, Pet Play Area, Bicycle Storage, Car Charging Station, Online Services, Freezer, Window Coverings",,4.32,45.4250330,,-122.4880127,2,4,178,682,,Not Disclosed,150000,525,Mid-Rise,Rock Creek,1232,1003,2021,,97015,R10
38.46,55.77,5.77,,,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Spa, Package Service, Maintenance on site, Window Coverings",2.15,1965,912,A,,Beaverton,0.35,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Spa, Package Service, Maintenance on site, Window Coverings",,6.7334,45.5099790,,-122.8551350,0,3,312,708,1.35,Not Disclosed,300698,,Garden,Cooper Mountain-Aloha North,1267,1017,2015,,97006,
26.34,23.87,48.56,,1.23,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Package Service, Storage Space, Elevator, Lounge, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",2.28,1900,834,A,,Beaverton,0.23,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Package Service, Storage Space, Elevator, Lounge, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",,7.604456,45.5088839,,-122.8535649,5,4,243,589,0.51,Not Disclosed,251228,437,Mid-Rise,Cooper Mountain-Aloha North,1036,719,2014,,97003-4216,R24-40
59.48,29.74,5.58,,5.20,"24 Hour Access, Air Conditioning, Clubhouse, Pool, Wi-Fi, Community-Wide WiFi, Attic, Deck, Den, Dining Room, Family Room, Freezer, Office, Porch, Public Transportation, Individual Locking Bedrooms, Private Bathroom",2.54,2172,854,A,,Beaverton,4.56,"24 Hour Access, Air Conditioning, Clubhouse, Pool, Wi-Fi, Community-Wide WiFi, Attic, Deck, Den, Dining Room, Family Room, Freezer, Office, Porch, Public Transportation, Individual Locking Bedrooms, Private Bathroom",,,45.4279040,,-122.8531790,2,3,269,731,,Not Disclosed,320000,460,Garden,Neighbors Southwest,1373,1075,2021,,97007-2078,
27.78,67.05,5.17,,,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Fitness Center, Property Manager on Site, Spa, Gated, Gameroom, Grill, Walking/Biking Trails, Wi-Fi, Wheelchair Accessible (Rooms)",2.16,2024,936,B,,Vancouver,9.94,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Fitness Center, Property Manager on Site, Spa, Gated, Gameroom, Grill, Walking/Biking Trails, Wi-Fi, Wheelchair Accessible (Rooms)",,29.06,45.6169450,,-122.4932980,0,3,522,668,0.97,Not Disclosed,986660,,Garden,Bennington,1293,1019,2013,,98683,
,32.00,68.00,,,"Air Conditioning, Controlled Access, Playground, Tenant Controlled HVAC, Energy Star Labeled, Grill, Bicycle Storage, Dock, Elevator, Grill, Freezer, Public Transportation",1.59,1744,1097,B,,Portland,0.27,"Air Conditioning, Controlled Access, Playground, Tenant Controlled HVAC, Energy Star Labeled, Grill, Bicycle Storage, Dock, Elevator, Grill, Freezer, Public Transportation",,1.42,45.5195612,,-122.4654394,1,5,44,,,Not Disclosed,55000,,Mid-Rise,Rockwood,1185,901,2019,,97233-5996,RTC
10.06,30.18,,,59.76,"Air Conditioning, Controlled Access, Concierge, Fitness Center, Picnic Area, Property Manager on Site, Grill, Package Service, Recycling, Trash Pickup - Door to Door, Walking/Biking Trails, Storage Space, Lounge, Maintenance on site, Online Services, Dining Room, Freezer, Public Transportation",2.30,1758,763,A,,Vancouver,9.86,"Air Conditioning, Controlled Access, Concierge, Fitness Center, Picnic Area, Property Manager on Site, Grill, Package Service, Recycling, Trash Pickup - Door to Door, Walking/Biking Trails, Storage Space, Lounge, Maintenance on site, Online Services, Dining Room, Freezer, Public Transportation",,3.14,45.6053242,,-122.4766760,4,4,169,737,,Not Disclosed,160548,613,Mid-Rise,Fisher's Landing East,,1072,2020,,98683-1400,CC
63.00,31.00,,,6.00,"Air Conditioning, Clubhouse, Laundry Service, Package Service, Pet Play Area, Elevator, Pantry, Patio",2.42,1596,659,B,,Camas,10.15,"Air Conditioning, Clubhouse, Laundry Service, Package Service, Pet Play Area, Elevator, Pantry, Patio",,,45.6044760,,-122.4751182,0,4,100,589,,Not Disclosed,83803,431,Mid-Rise,Fisher's Village,,844,2021,,98607-7480,
