% 1-Bed,% 2-Bed,% 3-Bed,% 4-Bed,% Studios,Amenities,Avg Effective/SF,Avg Effective/Unit,Avg Unit SF,Building Class,Ceiling Ht,City,Closest Transit Stop Dist (mi),Features,Four Bedroom Avg SF,Land Area (AC),Latitude,LEED Certified,Longitude,Number Of Elevators,Number Of Stories,Number Of Units,One Bedroom Avg SF,Parking Ratio,Rent/SF/Yr,RBA,Studio Avg SF,Style,Submarket Name,Three Bedroom Avg SF,Two Bedroom Avg SF,Year Built,Year Renovated,Zip,Zoning
63.56,19.49,,,16.95,"Air Conditioning, Clubhouse, Property Manager on Site, Gated, Breakfast/Coffee Concierge, Grill, Elevator, Wheelchair Accessible (Rooms)",2.83,1594,562,A,,Portland,0.06,"Air Conditioning, Clubhouse, Property Manager on Site, Gated, Breakfast/Coffee Concierge, Grill, Elevator, Wheelchair Accessible (Rooms)",,0.31,45.5003120,,-122.6720420,1,7,118,522,1.36,$31.00,88129,459,Mid-Rise,South Waterfront,,784,2012,,97239-4584,CX
79.74,12.07,,,8.19,"24 Hour Access, Controlled Access, Fitness Center, Grill, On-Site Retail, Car Charging Station, Maintenance on site, Pet Care",2.62,1893,723,A,,Portland,0.07,"24 Hour Access, Controlled Access, Fitness Center, Grill, On-Site Retail, Car Charging Station, Maintenance on site, Pet Care",,1.06,45.4953415,,-122.6722849,0,7,232,691,0.00,$25.00,245000,504,Mid-Rise,South Waterfront,,1090,2021,,97239-4471,
40.68,22.03,,,37.29,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Fitness Center, Pool, Property Manager on Site, Spa, Tanning Salon, Basketball Court, Grill, Media Center/Movie Theatre, On-Site Retail, Package Service, Racquetball Court, Smoke Free, Volleyball Court, Wi-Fi, Roof Terrace, Storage Space, Bicycle Storage, Elevator, Online Services, Sundeck, Wheelchair Accessible (Rooms)",2.53,1982,784,A,,Hillsboro,0.18,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Fitness Center, Pool, Property Manager on Site, Spa, Tanning Salon, Basketball Court, Grill, Media Center/Movie Theatre, On-Site Retail, Package Service, Racquetball Court, Smoke Free, Volleyball Court, Wi-Fi, Roof Terrace, Storage Space, Bicycle Storage, Elevator, Online Services, Sundeck, Wheelchair Accessible (Rooms)",,2.32,45.5321593,,-122.9164640,2,4,177,774,0.61,$22.10 - 26.19,195793,552,Mid-Rise,Orenco Station,,1197,2012,,97124-7015,SCR-V
66.55,33.45,,,,"Air Conditioning, Controlled Access, Clubhouse, Gameroom, Grill, Roof Terrace, Bicycle Storage, Elevator, Pet Care, Patio, Wheelchair Accessible (Rooms), Public Transportation",2.81,2193,781,A,,Portland,0.14,"Air Conditioning, Controlled Access, Clubhouse, Gameroom, Grill, Roof Terrace, Bicycle Storage, Elevator, Pet Care, Patio, Wheelchair Accessible (Rooms), Public Transportation",,0.92,45.5325625,,-122.6840209,3,26,284,693,,$25.00,225000,,Hi-Rise,Pearl,,959,2016,,97209,EX
80.00,,,,20.00,Air Conditioning,2.77,1565,564,C,,Portland,11.51,Air Conditioning,,0.46,45.5900527,,-122.7547505,0,4,30,586,,$28.00,29000,479,Mid-Rise,St Johns,,,2022,,97203,CS
11.32,71.70,,,16.98,"24 Hour Access, Controlled Access, Fitness Center, Picnic Area, Pool, Property Manager on Site, Lounge, Online Services, Deck, Double Pane Windows, Island Kitchen, Pantry, Patio",2.40,2219,926,A,,Beaverton,0.49,"24 Hour Access, Controlled Access, Fitness Center, Picnic Area, Pool, Property Manager on Site, Lounge, Online Services, Deck, Double Pane Windows, Island Kitchen, Pantry, Patio",,10.51,45.4919404,,-122.8265192,0,4,424,752,,$28.00,577843,600,Mid-Rise,Cooper Mountain-Aloha North,,1031,2021,,97005,GC
61.17,4.85,,,33.98,"24 Hour Access, Air Conditioning, Courtyard, Fitness Center, Picnic Area, Gameroom, Grill, Package Service, Bicycle Storage, Lounge, Pet Washing Station",2.53,1556,615,A,,Portland,0.96,"24 Hour Access, Air Conditioning, Courtyard, Fitness Center, Picnic Area, Gameroom, Grill, Package Service, Bicycle Storage, Lounge, Pet Washing Station",,0.92,45.5295030,,-122.6363834,0,6,206,658,0.46,$25.00 - 27.00,164800,476,Mid-Rise,Kerns,,1052,2020,,97232-2587,CS
41.77,17.72,,,40.51,"Clubhouse, Fitness Center, Package Service, Bicycle Storage, Public Transportation",2.74,1847,674,A,,Portland,0.13,"Clubhouse, Fitness Center, Package Service, Bicycle Storage, Public Transportation",,0.77,45.5544552,LEED Interiors - Silver,-122.6805375,3,6,158,688,,$24.00,110316,539,Mid-Rise,Boise,,952,2019,,97217-3275,EX
64.71,15.69,,,19.61,"Clubhouse, Fitness Center, Sauna, Package Service, Bicycle Storage",2.98,1955,655,A,,Portland,0.06,"Clubhouse, Fitness Center, Sauna, Package Service, Bicycle Storage",,0.46,45.5245543,LEED Interiors - Gold,-122.6815871,0,12,204,626,0.68,Not Disclosed,199000,502,Mid-Rise,Pearl,,970,2020,,97209-3108,EX
55.81,27.91,,,16.28,"Air Conditioning, Package Service, Bicycle Storage, Elevator, Public Transportation, Key Fob Entry",2.71,1647,600,A,,Portland,0.6,"Air Conditioning, Package Service, Bicycle Storage, Elevator, Public Transportation, Key Fob Entry",,,45.5226977,,-122.6542734,0,6,43,551,,Not Disclosed,80000,453,Mid-Rise,Buckman,,856,2019,,97214-1391,
37.14,,,,62.86,"Bicycle Storage, Elevator",2.66,1530,574,A,,Portland,9.09,"Bicycle Storage, Elevator",,0.23,45.5083104,,-122.6545342,1,4,35,725,0.00,Not Disclosed,25452,486,Mid-Rise,Hosford-Abernethy,,,2019,,97214-5316,EX - Central Employment
22.22,9.72,2.78,,65.28,"24 Hour Access, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Bicycle Storage, Community-Wide WiFi, Elevator, Lounge, Online Services, Window Coverings",3.05,1401,460,B,,Portland,9.91,"24 Hour Access, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Bicycle Storage, Community-Wide WiFi, Elevator, Lounge, Online Services, Window Coverings",,,45.4992435,,-122.6488474,1,4,72,699,,Not Disclosed,44000,326,Mid-Rise,Brooklyn,830,707,2021,,97202,CM2
9.65,,,,90.35,"24 Hour Access, Laundry Facilities, Property Manager on Site, Elevator, Maintenance on site",4.67,1291,277,A,,Portland,0.62,"24 Hour Access, Laundry Facilities, Property Manager on Site, Elevator, Maintenance on site",,0.28,45.5382898,,-122.6146299,1,6,114,395,0.18,Not Disclosed,50428,264,Mid-Rise,Rose City Park,,,2021,,97213-2064,CG
,100.00,,,,"Air Conditioning, Property Manager on Site, Furnished Units Available, Deck, Dining Room, Smoke Free, Wheelchair Accessible (Rooms)",1.30,1038,800,B,,Portland,0.15,"Air Conditioning, Property Manager on Site, Furnished Units Available, Deck, Dining Room, Smoke Free, Wheelchair Accessible (Rooms)",,0.6161,45.5204750,,-122.5101030,0,3,30,,0.39,Not Disclosed,30732,,Low-Rise,Glenfair,,800,2010,,97233,RM3
70.40,22.70,,,6.90,"Controlled Access, Clubhouse, Concierge, Fitness Center, Dry Cleaning Service, Grill, Package Service, Pet Play Area, Roof Terrace, Bicycle Storage, Conference Rooms, Lounge",2.99,2445,818,A,,Portland,0.27,"Controlled Access, Clubhouse, Concierge, Fitness Center, Dry Cleaning Service, Grill, Package Service, Pet Play Area, Roof Terrace, Bicycle Storage, Conference Rooms, Lounge",,0.92,45.5128604,,-122.6768238,0,20,348,723,,Not Disclosed,295800,560,Hi-Rise,Waterfront,,1193,2021,,97201,CX
,,,,100.00,"24 Hour Access, Controlled Access, Courtyard, Bicycle Storage, Online Services, Deck, Vinyl Flooring, Public Transportation",,,,B,,Portland,0.37,"24 Hour Access, Controlled Access, Courtyard, Bicycle Storage, Online Services, Deck, Vinyl Flooring, Public Transportation",,0.323508,45.5267270,,-122.6051820,0,3,30,,,Not Disclosed,23883,,Low-Rise,North Tabor,,,2020,,97213-3476,CN2
54.14,15.92,,,29.94,"Clubhouse, Gameroom, Roof Terrace, Storage Space, Bicycle Storage, Elevator, Pet Washing Station",2.39,1600,669,A,,Portland,0.49,"Clubhouse, Gameroom, Roof Terrace, Storage Space, Bicycle Storage, Elevator, Pet Washing Station",,0.58,45.5231671,,-122.6612300,2,6,157,667,,Not Disclosed,137519,444,Mid-Rise,Central Eastside,,1101,2018,,97232-2968,EX
92.31,7.69,,,,"24 Hour Access, Controlled Access, Courtyard, Gated, Bicycle Storage, Online Services, Patio, Vinyl Flooring",2.73,1529,560,A,,Portland,0.82,"24 Hour Access, Controlled Access, Courtyard, Gated, Bicycle Storage, Online Services, Patio, Vinyl Flooring",,0.23,45.5651718,,-122.6952650,0,3,26,531,0.00,Not Disclosed,16635,,Low-Rise,Overlook,,912,2022,,97217-4144,CM1
73.11,9.43,,,17.45,"Air Conditioning, Business Center, Clubhouse, Courtyard, Fitness Center, Grill, Package Service, Roof Terrace, Bicycle Storage, Island Kitchen",2.85,1720,604,A,,Portland,0.68,"Air Conditioning, Business Center, Clubhouse, Courtyard, Fitness Center, Grill, Package Service, Roof Terrace, Bicycle Storage, Island Kitchen",,0.82,45.5270746,,-122.6451906,2,6,212,583,0.50,Not Disclosed,166967,475,Mid-Rise,Kerns,,1012,2020,,97232-2846,EXD
52.27,24.09,,,23.64,"Concierge, Fitness Center, Car Charging Station",3.43,2710,791,A,,Portland,0.48,"Concierge, Fitness Center, Car Charging Station",,0.71,45.5226649,,-122.6621208,8,17,220,750,,Not Disclosed,300000,531,Hi-Rise,Central Eastside,,1134,2020,,97214,
73.91,17.39,,,8.70,"Air Conditioning, Wheelchair Accessible (Rooms)",2.85,1619,569,B,,Portland,10.8,"Air Conditioning, Wheelchair Accessible (Rooms)",,0.33,45.4878269,,-122.6502040,1,4,46,551,0.51,Not Disclosed,29650,469,Mid-Rise,Brooklyn,,696,2016,,97202-4730,CG
57.06,24.86,3.39,,14.69,"24 Hour Access, Air Conditioning, Business Center, Controlled Access, Clubhouse, Fitness Center, Property Manager on Site, Sauna, Spa, Video Patrol, Grill, Package Service, Smoke Free, Roof Terrace, Bicycle Storage, Car Charging Station, Elevator, Lounge, Multi Use Room, Online Services, Pet Care, Pet Washing Station, Sundeck, Freezer, Greenhouse, Porch, Public Transportation, Key Fob Entry",3.16,2558,808,A,,Portland,0.29,"24 Hour Access, Air Conditioning, Business Center, Controlled Access, Clubhouse, Fitness Center, Property Manager on Site, Sauna, Spa, Video Patrol, Grill, Package Service, Smoke Free, Roof Terrace, Bicycle Storage, Car Charging Station, Elevator, Lounge, Multi Use Room, Online Services, Pet Care, Pet Washing Station, Sundeck, Freezer, Greenhouse, Porch, Public Transportation, Key Fob Entry",,4.7803,45.5337604,,-122.6940125,0,6,354,714,,Not Disclosed,469745,502,Mid-Rise,Uptown Portland,1502,1111,2021,,97209-2190,
40.00,58.67,,,1.33,"Air Conditioning, Controlled Access, Bicycle Storage, Elevator, Grill, Freezer",2.33,2176,933,B,,Portland,0.5,"Air Conditioning, Controlled Access, Bicycle Storage, Elevator, Grill, Freezer",,,45.5239541,,-122.6626693,2,10,75,799,0.66,$28.00 - 30.00,63750,389,Mid-Rise,Central Eastside,,1036,2016,,97232,
62.00,27.50,3.50,,7.00,"Air Conditioning, Clubhouse, Fitness Center, Gated, Bicycle Storage, Pet Washing Station, Patio, Wheelchair Accessible (Rooms)",2.85,3018,1057,B,,Lake Oswego,6.54,"Air Conditioning, Clubhouse, Fitness Center, Gated, Bicycle Storage, Pet Washing Station, Patio, Wheelchair Accessible (Rooms)",,2.42,45.4185603,,-122.6647443,4,4,200,897,1.81,$32.00 - 36.00,237500,771,Mid-Rise,Evergreen,2194,1346,2018,,97034-3117,EC
46.30,37.04,,,16.67,"24 Hour Access, Air Conditioning, Controlled Access, Clubhouse, Laundry Facilities, Lounge, Maintenance on site, Freezer, Public Transportation",1.55,1051,678,C,,Hillsboro,0.18,"24 Hour Access, Air Conditioning, Controlled Access, Clubhouse, Laundry Facilities, Lounge, Maintenance on site, Freezer, Public Transportation",,,45.5157900,,-122.8679399,0,6,108,695,,$28.00,97132,380,Mid-Rise,Sommerset West-Elmonica South,,792,2020,,97006-2930,
38.17,9.16,,,52.67,"Air Conditioning, Business Center, Gameroom, Media Center/Movie Theatre, Community-Wide WiFi, Online Services, Freezer",3.07,1703,555,A,,Portland,0.81,"Air Conditioning, Business Center, Gameroom, Media Center/Movie Theatre, Community-Wide WiFi, Online Services, Freezer",,0.41,45.5163034,,-122.6605289,2,7,131,603,,$30.00,96800,438,Mid-Rise,Central Eastside,,1024,2019,,97214-2308,EX
33.33,,,,66.67,"24 Hour Access, Air Conditioning, Courtyard, Fitness Center, Property Manager on Site, Tenant Controlled HVAC, Maintenance on site, Freezer, Window Coverings, Individual Locking Bedrooms, Individual Leases Available",2.46,1317,535,A,,Canby,8.62,"24 Hour Access, Air Conditioning, Courtyard, Fitness Center, Property Manager on Site, Tenant Controlled HVAC, Maintenance on site, Freezer, Window Coverings, Individual Locking Bedrooms, Individual Leases Available",,0.71,45.2632173,,-122.6933841,1,4,69,656,0.90,Not Disclosed,66984,475,Mid-Rise,Canby,,,2018,,97013-3728,
53.33,43.33,3.33,,,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Pool, Media Center/Movie Theatre",2.12,1862,877,A,,Camas,11.3,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Pool, Media Center/Movie Theatre",,8.08,45.6237530,,-122.4717940,0,3,240,742,,Not Disclosed,220326,,Garden,Fisher-Mill Plain-Fisher's Village,1280,1013,2017,,98607,MG
24.94,39.33,12.71,,23.02,"Business Center, Fitness Center, Pool, Sauna, Tanning Salon, Grill, Media Center/Movie Theatre, Pet Play Area, Roof Terrace, Dock, Multi Use Room, Public Transportation",2.99,2178,727,A,,Portland,0.09,"Business Center, Fitness Center, Pool, Sauna, Tanning Salon, Grill, Media Center/Movie Theatre, Pet Play Area, Roof Terrace, Dock, Multi Use Room, Public Transportation",,0.95,45.5107808,,-122.6804356,5,15,417,579,0.33,Not Disclosed,306825,377,Hi-Rise,Waterfront,1286,847,2019,,97201,CX
42.59,,,,57.41,"24 Hour Access, Air Conditioning, Controlled Access, Laundry Facilities, Pool, Property Manager on Site, Tenant Controlled HVAC, Renters Insurance Program, Storage Space, Bicycle Storage, Elevator, Hearing Impaired Accessible, Maintenance on site, Multi Use Room, Online Services, Vision Impaired Accessible, Handrails, Trash Compactor, Vinyl Flooring, Warming Drawer, Wheelchair Accessible (Rooms), Window Coverings, Public Transportation, Individual Locking Bedrooms, Private Bathroom",4.28,1222,285,A,,Portland,0.29,"24 Hour Access, Air Conditioning, Controlled Access, Laundry Facilities, Pool, Property Manager on Site, Tenant Controlled HVAC, Renters Insurance Program, Storage Space, Bicycle Storage, Elevator, Hearing Impaired Accessible, Maintenance on site, Multi Use Room, Online Services, Vision Impaired Accessible, Handrails, Trash Compactor, Vinyl Flooring, Warming Drawer, Wheelchair Accessible (Rooms), Window Coverings, Public Transportation, Individual Locking Bedrooms, Private Bathroom",,0.2254,45.5070963,,-122.6822565,1,6,108,322,,Not Disclosed,42000,258,Mid-Rise,Park Blocks,,,2020,,97201,CX
50.00,7.69,,,42.31,"Air Conditioning, Controlled Access, Waterfront, Bicycle Storage, Elevator, Office, Vinyl Flooring, Window Coverings, Public Transportation",2.05,1064,520,B,,Portland,0.59,"Air Conditioning, Controlled Access, Waterfront, Bicycle Storage, Elevator, Office, Vinyl Flooring, Window Coverings, Public Transportation",,0.1935,45.5017096,,-122.6816614,0,3,26,558,0.91,Not Disclosed,27465,398,Low-Rise,South Portland,,939,2013,,97239,CN2
29.38,61.25,9.38,,,"Air Conditioning, Fitness Center, Playground, Gameroom, Media Center/Movie Theatre, Recycling, Lounge, Sundeck, Wheelchair Accessible (Rooms)",1.82,1825,1001,B,,Vancouver,8.7,"Air Conditioning, Fitness Center, Playground, Gameroom, Media Center/Movie Theatre, Recycling, Lounge, Sundeck, Wheelchair Accessible (Rooms)",,16.95,45.6198680,,-122.6218330,0,3,320,736,0.62,Not Disclosed,320000,,Garden,Columbia Way,1354,1074,2017,,98661,
68.57,12.86,,,18.57,"Air Conditioning, Property Manager on Site, Gated, Furnished Units Available, On-Site Retail, Storage Space, Bicycle Storage, Elevator, Maintenance on site, Online Services, Pet Washing Station, Deck, Smoke Free, Wheelchair Accessible (Rooms), Window Coverings",2.52,1459,579,A,,Portland,0.54,"Air Conditioning, Property Manager on Site, Gated, Furnished Units Available, On-Site Retail, Storage Space, Bicycle Storage, Elevator, Maintenance on site, Online Services, Pet Washing Station, Deck, Smoke Free, Wheelchair Accessible (Rooms), Window Coverings",,0.46,45.5239940,,-122.6599280,1,5,70,570,0.36,Not Disclosed,61327,498,Mid-Rise,Central Eastside,,743,2012,,97232-2969,
40.98,22.95,,,36.07,"Picnic Area, Playground, Gated, Basketball Court, Grill, Key Fob Entry",1.97,1293,657,A,,Portland,7.87,"Picnic Area, Playground, Gated, Basketball Court, Grill, Key Fob Entry",,,45.5991760,,-122.6604437,0,3,61,623,,Not Disclosed,65000,510,Garden,Bridgeton,,950,2016,,97211,
6.90,,,,93.10,"Air Conditioning, Controlled Access, Property Manager on Site, Gated, Storage Space, Bicycle Storage, Elevator, Vinyl Flooring, Key Fob Entry",2.33,1238,532,A,,Portland,7.62,"Air Conditioning, Controlled Access, Property Manager on Site, Gated, Storage Space, Bicycle Storage, Elevator, Vinyl Flooring, Key Fob Entry",,0.11,45.4639068,,-122.6597957,1,4,29,463,,Not Disclosed,17572,538,Mid-Rise,Sellwood-Moreland,,,2019,,97202,CS
59.02,7.38,,,33.61,"Air Conditioning, Clubhouse, Fitness Center, Bicycle Storage, Elevator, Lounge, Pet Washing Station, Patio",3.00,1744,587,A,,Portland,7.66,"Air Conditioning, Clubhouse, Fitness Center, Bicycle Storage, Elevator, Lounge, Pet Washing Station, Patio",,,45.4632961,,-122.6596848,1,5,119,592,,Not Disclosed,102253,488,Mid-Rise,Sellwood-Moreland,,999,2019,,97202-6598,
7.81,92.19,,,,"24 Hour Access, Air Conditioning, Controlled Access, Picnic Area, Playground, Security System, Video Patrol, Storage Space, Online Services, Deck, Double Pane Windows, Freezer, Patio, Public Transportation",1.88,1685,898,A,,Gresham,,"24 Hour Access, Air Conditioning, Controlled Access, Picnic Area, Playground, Security System, Video Patrol, Storage Space, Online Services, Deck, Double Pane Windows, Freezer, Patio, Public Transportation",,2.69,45.4937960,,-122.4131004,0,3,64,657,2.05,Not Disclosed,57585,,Garden,Mt Hood,,918,2020,,97080-7925,MDR-24
71.65,21.26,,,7.09,"24 Hour Access, Air Conditioning, Controlled Access, Courtyard, Fitness Center, Property Manager on Site, Gameroom, Grill, Walking/Biking Trails, Bicycle Storage, Elevator, Lounge, Sundeck",2.62,1972,753,B,,Vancouver,11.44,"24 Hour Access, Air Conditioning, Controlled Access, Courtyard, Fitness Center, Property Manager on Site, Gameroom, Grill, Walking/Biking Trails, Bicycle Storage, Elevator, Lounge, Sundeck",,0.84,45.6262464,,-122.6701837,0,6,127,691,,Not Disclosed,120000,582,Mid-Rise,Downtown Vancouver,,1020,2021,,98660,
