% 1-Bed,% 2-Bed,% 3-Bed,% 4-Bed,% Studios,Amenities,Avg Effective/SF,Avg Effective/Unit,Avg Unit SF,Building Class,Ceiling Ht,City,Closest Transit Stop Dist (mi),Features,Four Bedroom Avg SF,Land Area (AC),Latitude,LEED Certified,Longitude,Number Of Elevators,Number Of Stories,Number Of Units,One Bedroom Avg SF,Parking Ratio,Rent/SF/Yr,RBA,Studio Avg SF,Style,Submarket Name,Three Bedroom Avg SF,Two Bedroom Avg SF,Year Built,Year Renovated,Zip,Zoning
,15.17,84.83,,,"24 Hour Access, Air Conditioning, Business Center, Courtyard, Fitness Center, Picnic Area, Property Manager on Site, Sauna, Spa, Gated, Tanning Salon, Gameroom, Media Center/Movie Theatre, Sundeck, Dining Room, Pantry, Patio, Porch, Wheelchair Accessible (Rooms)",1.27,1737,1369,B,,Vancouver,9.58,"24 Hour Access, Air Conditioning, Business Center, Courtyard, Fitness Center, Picnic Area, Property Manager on Site, Sauna, Spa, Gated, Tanning Salon, Gameroom, Media Center/Movie Theatre, Sundeck, Dining Room, Pantry, Patio, Porch, Wheelchair Accessible (Rooms)",,12.96,45.6179150,,-122.5006610,0,2,145,,0.73,Not Disclosed,196760,,Garden,Bennington,1393,1238,2002,,98684,R-
25.00,25.00,50.00,,,"Controlled Access, Laundry Facilities, Playground, Property Manager on Site, Package Service, Storage Space, Dining Room, Vinyl Flooring",1.37,1305,952,B,,Portland,0.38,"Controlled Access, Laundry Facilities, Playground, Property Manager on Site, Package Service, Storage Space, Dining Room, Vinyl Flooring",,1.2785,45.5197024,,-122.4894027,0,2,32,750,,Not Disclosed,32192,,Garden,Rockwood,1044,968,2004,,97233-7303,CMU
48.72,51.28,,,,"Air Conditioning, Wheelchair Accessible (Rooms), Window Coverings",1.16,1039,894,B,,Portland,0.08,"Air Conditioning, Wheelchair Accessible (Rooms), Window Coverings",,0.9862,45.5228889,,-122.4867892,0,3,39,625,1.00,Not Disclosed,33000,,Low-Rise,Rockwood,,1150,2007,,97230-6463,LR7
,100.00,,,,"Air Conditioning, Playground, Property Manager on Site, Storage Space, Patio, Wheelchair Accessible (Rooms)",1.00,898,900,B,,Portland,0.22,"Air Conditioning, Playground, Property Manager on Site, Storage Space, Patio, Wheelchair Accessible (Rooms)",,0.8283,45.5174922,,-122.4641033,0,2,38,,1.53,Not Disclosed,34200,,Low-Rise,Rockwood,,900,2001,,97233-5784,"MUC2, Gresham"
36.36,47.73,15.91,,,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Pool, Property Manager on Site, Spa, Maintenance on site, Freezer, Patio",2.04,2104,1030,B,,Hillsboro,0.08,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Pool, Property Manager on Site, Spa, Maintenance on site, Freezer, Patio",,8.42,45.5299871,,-122.9168579,0,3,264,814,1.14,Not Disclosed,276510,,Garden,Orenco Station,1288,1108,2004,,97124,SCR-V; Hillsboro
19.59,60.31,20.10,,,"Property Manager on Site, Smoke Free, Maintenance on site, Smoke Free, Public Transportation",1.92,1876,976,B,,Beaverton,3.62,"Property Manager on Site, Smoke Free, Maintenance on site, Smoke Free, Public Transportation",,1.68,45.4284900,,-122.8319130,0,3,194,680,1.74,Not Disclosed,174600,,Garden,Neighbors Southwest,1195,1001,2009,,97007,TC-HDR
20.00,80.00,,,,"24 Hour Access, Air Conditioning, Controlled Access, Property Manager on Site, Pet Play Area, Walking/Biking Trails, Maintenance on site, Patio, Wheelchair Accessible (Rooms), Window Coverings",2.19,1841,841,B,,Beaverton,2.76,"24 Hour Access, Air Conditioning, Controlled Access, Property Manager on Site, Pet Play Area, Walking/Biking Trails, Maintenance on site, Patio, Wheelchair Accessible (Rooms), Window Coverings",,6.53,45.4510085,,-122.8288251,0,3,120,635,0.86,Not Disclosed,144828,,Garden,Sexton Mountain,,893,2000,,97007-6257,R2
80.49,19.51,,,,"Air Conditioning, Business Center, Controlled Access, Fitness Center, Laundry Facilities, Property Manager on Site, Doorman, Package Service, Storage Space, Elevator, Maintenance on site, Den, Dining Room, Loft Layout, Window Coverings",2.33,2310,990,A,,Portland,7.79,"Air Conditioning, Business Center, Controlled Access, Fitness Center, Laundry Facilities, Property Manager on Site, Doorman, Package Service, Storage Space, Elevator, Maintenance on site, Den, Dining Room, Loft Layout, Window Coverings",,0.45,45.5167403,,-122.6435558,0,5,123,863,0.67,Not Disclosed,221168,,Mid-Rise,Buckman,,1513,2008,,97214-2898,C2
74.61,17.96,,,7.43,"Air Conditioning, Clubhouse, Fitness Center, Picnic Area, Property Manager on Site, Security System, Grill, On-Site Retail, Elevator, Garden, Wheelchair Accessible (Rooms)",2.38,2593,1090,A,,Portland,0.06,"Air Conditioning, Clubhouse, Fitness Center, Picnic Area, Property Manager on Site, Security System, Grill, On-Site Retail, Elevator, Garden, Wheelchair Accessible (Rooms)",,1.16,45.4959388,LEED Interiors - Gold,-122.6704113,5,30,323,965,0.43,Not Disclosed,577628,846,Hi-Rise,South Waterfront,,1709,2008,,97239-4571,CX
78.18,12.73,,,9.09,"Courtyard, Patio",1.73,1188,695,B,,Portland,0.15,"Courtyard, Patio",,0.9619,45.5843309,,-122.6886289,0,4,105,646,,Not Disclosed,80360,468,Mid-Rise,Kenton,,1135,2008,,97217-6866,CS
71.43,28.57,,,,"Air Conditioning, Business Center, Clubhouse, Property Manager on Site, Security System, Gated, Grill, Wheelchair Accessible (Rooms)",1.16,711,613,B,,Portland,0.2,"Air Conditioning, Business Center, Clubhouse, Property Manager on Site, Security System, Gated, Grill, Wheelchair Accessible (Rooms)",,0.4264,45.5223510,,-122.5541682,1,4,21,540,1.04,Not Disclosed,24066,,Mid-Rise,Gateway,,795,2004,,97216,RH
74.07,25.93,,,,"24 Hour Access, Air Conditioning, Controlled Access, Laundry Facilities, Property Manager on Site, Tenant Controlled HVAC, Recycling, Renters Insurance Program, Hearing Impaired Accessible, Maintenance on site, Multi Use Room, Online Services, Vision Impaired Accessible, Handrails, Trash Compactor, Vinyl Flooring, Warming Drawer, Wheelchair Accessible (Rooms), Window Coverings, Public Transportation, Individual Locking Bedrooms, Private Bathroom",1.50,1185,788,B,,Portland,0.04,"24 Hour Access, Air Conditioning, Controlled Access, Laundry Facilities, Property Manager on Site, Tenant Controlled HVAC, Recycling, Renters Insurance Program, Hearing Impaired Accessible, Maintenance on site, Multi Use Room, Online Services, Vision Impaired Accessible, Handrails, Trash Compactor, Vinyl Flooring, Warming Drawer, Wheelchair Accessible (Rooms), Window Coverings, Public Transportation, Individual Locking Bedrooms, Private Bathroom",,0.4261,45.5220900,,-122.5384810,0,4,54,740,0.70,Not Disclosed,42600,,Mid-Rise,Gateway,,925,2005,,97216,CST
,50.00,50.00,,,"Air Conditioning, Picnic Area, Cabana, Bicycle Storage, Wheelchair Accessible (Rooms)",1.27,1287,1011,B,,Portland,0.35,"Air Conditioning, Picnic Area, Cabana, Bicycle Storage, Wheelchair Accessible (Rooms)",,0.824,45.5229470,,-122.5173500,0,2,36,,3.08,Not Disclosed,44444,,Garden,Gateway,1097,924,2004,,97233-2133,R2
,100.00,,,,"Air Conditioning, Clubhouse, Fitness Center, Property Manager on Site, Tanning Salon, Wi-Fi, Deck, Patio, Wheelchair Accessible (Rooms)",1.09,1098,1010,B,,Portland,9.69,"Air Conditioning, Clubhouse, Fitness Center, Property Manager on Site, Tanning Salon, Wi-Fi, Deck, Patio, Wheelchair Accessible (Rooms)",,0.406612,45.4946860,,-122.5368401,0,2,20,,,Not Disclosed,20408,,Low-Rise,Powellhurst-Gilbert,,1010,2009,,97236-3492,CO2
31.43,68.57,,,,"24 Hour Access, Air Conditioning, Fitness Center, Wheelchair Accessible (Rooms)",1.62,1412,871,B,,Portland,9.75,"24 Hour Access, Air Conditioning, Fitness Center, Wheelchair Accessible (Rooms)",,2.0664,45.4937218,,-122.5362059,0,3,70,700,1.22,Not Disclosed,61420,,Garden,Powellhurst-Gilbert,,950,2004,,97236-3457,R5
,100.00,,,,"Air Conditioning, Playground, Patio, Wheelchair Accessible (Rooms)",1.22,1158,950,B,,Portland,10.3,"Air Conditioning, Playground, Patio, Wheelchair Accessible (Rooms)",,1.1278,45.4947524,,-122.5248109,0,3,32,,,Not Disclosed,31800,,Garden,Powellhurst-Gilbert,,950,2006,,97236,"R2, Portland"
28.22,60.74,11.04,,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Spa, Package Service, Storage Space, Lounge, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",1.87,1898,1016,B,,Wilsonville,2.81,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Spa, Package Service, Storage Space, Lounge, Maintenance on site, Sundeck, Dining Room, Vinyl Flooring, Window Coverings",,20.2,45.3336830,,-122.7567600,0,3,326,770,1.04,Not Disclosed,436899,,Garden,Sherwood/Tualatin South,1296,1079,2003,,97070,PDR6
34.88,65.12,,,,"Smoke Free, Wheelchair Accessible (Rooms)",1.83,1728,943,B,,Sandy,23.98,"Smoke Free, Wheelchair Accessible (Rooms)",,2.7597,45.3862527,,-122.2594272,0,2,43,673,,Not Disclosed,60262,,Garden,Outlying Clackamas County,,1087,2003,,97055-5363,R2
16.67,60.95,22.38,,,"Air Conditioning, Fitness Center, Playground, Pool, Gated, Basketball Court, Package Service, Pet Play Area, Patio, Wheelchair Accessible (Rooms), Public Transportation",1.68,1981,1176,A,,Happy Valley,0.79,"Air Conditioning, Fitness Center, Playground, Pool, Gated, Basketball Court, Package Service, Pet Play Area, Patio, Wheelchair Accessible (Rooms), Public Transportation",,6.8334,45.4431670,,-122.5753420,0,3,210,638,2.13,Not Disclosed,250000,,Garden,Southgate,1565,1181,2007,,97086-4710,RCHD
10.38,56.83,32.79,,,"Air Conditioning, Courtyard, Fitness Center, Playground, Property Manager on Site, Media Center/Movie Theatre, Recycling, Wheelchair Accessible (Rooms)",1.83,2167,1185,B,,Sherwood,5.74,"Air Conditioning, Courtyard, Fitness Center, Playground, Property Manager on Site, Media Center/Movie Theatre, Recycling, Wheelchair Accessible (Rooms)",,7.4,45.3628621,,-122.8555281,0,3,183,760,,Not Disclosed,197997,,Garden,Sherwood/Tualatin North,1560,1046,2009,,97140,HDR
,16.24,83.76,,,"Air Conditioning, Courtyard, Fitness Center, Property Manager on Site, Maintenance on site, Patio",1.71,2481,1450,A,,Portland,8.55,"Air Conditioning, Courtyard, Fitness Center, Property Manager on Site, Maintenance on site, Patio",,7.49,45.5621088,,-122.8652196,0,3,197,,0.52,Not Disclosed,286680,,Garden,Bethany,1557,900,2002,,97229,R-24
17.74,75.81,6.45,,,"Air Conditioning, Clubhouse, Fitness Center, Picnic Area, Spa, Gated, Cabana, Car Wash Area, Grill, Wheelchair Accessible (Rooms)",1.86,1830,983,B,,Fairview,11.39,"Air Conditioning, Clubhouse, Fitness Center, Picnic Area, Spa, Gated, Cabana, Car Wash Area, Grill, Wheelchair Accessible (Rooms)",,,45.5327965,,-122.4367342,0,3,124,596,0.51,Not Disclosed,30048,,Garden,Outlying Troutdale/Gresham,1234,1053,2000,,97024-2619,"FV, Fairway"
,100.00,,,,"24 Hour Access, Air Conditioning, Picnic Area, Playground, Property Manager on Site, Basketball Court, Grill, Smoke Free, Walking/Biking Trails, Wheelchair Accessible (Rooms)",1.47,1364,930,B,,Battle Ground,19.05,"24 Hour Access, Air Conditioning, Picnic Area, Playground, Property Manager on Site, Basketball Court, Grill, Smoke Free, Walking/Biking Trails, Wheelchair Accessible (Rooms)",,1.22,45.7776420,,-122.5286979,0,2,30,,,Not Disclosed,28830,,Low-Rise,Outlying Clark  County,,930,2006,,98604-8983,MK
30.77,69.23,,,,"Air Conditioning, Playground, Deck, Patio, Wheelchair Accessible (Rooms)",1.24,1104,889,B,,Troutdale,13.37,"Air Conditioning, Playground, Deck, Patio, Wheelchair Accessible (Rooms)",,1.728,45.5192091,,-122.3911745,0,3,39,702,2.00,Not Disclosed,45672,,Low-Rise,Outlying Troutdale/Gresham,,972,2001,,97060-3174,"MFR, Troutdale"
28.57,57.14,14.29,,,"Air Conditioning, Clubhouse, Property Manager on Site, Gameroom, Wi-Fi, Online Services, Wheelchair Accessible (Rooms)",1.97,1853,939,B,,Hillsboro,0.85,"Air Conditioning, Clubhouse, Property Manager on Site, Gameroom, Wi-Fi, Online Services, Wheelchair Accessible (Rooms)",,5.77,45.5196771,,-122.9001252,0,3,84,696,,Not Disclosed,84000,,Garden,Orenco Station,1173,1002,2001,,97124,R-15
,100.00,,,,"Air Conditioning, Courtyard, Laundry Facilities, Picnic Area, Playground, Basketball Court, Grill, Laundry Service, Wheelchair Accessible (Rooms)",2.05,1539,750,B,,Cornelius,34.58,"Air Conditioning, Courtyard, Laundry Facilities, Picnic Area, Playground, Basketball Court, Grill, Laundry Service, Wheelchair Accessible (Rooms)",,2.28,45.5238283,,-123.0578807,0,2,46,,1.60,Not Disclosed,38979,,Garden,Outlying Washington County,,750,2004,,97113-9003,"A2, Cornelius"
,90.20,,,9.80,"Air Conditioning, Fitness Center, Laundry Facilities, Property Manager on Site, Grill, Dining Room, Window Coverings",1.78,1537,865,B,,Portland,0.47,"Air Conditioning, Fitness Center, Laundry Facilities, Property Manager on Site, Grill, Dining Room, Window Coverings",,1.1603,45.5038030,,-122.5604330,0,3,50,,1.15,Not Disclosed,43200,426,Garden,Powellhurst-Gilbert,,914,2008,,97266-1332,CO2
,100.00,,,,"Air Conditioning, Storage Space, Patio, Wheelchair Accessible (Rooms)",1.93,1962,1018,B,,Beaverton,0.83,"Air Conditioning, Storage Space, Patio, Wheelchair Accessible (Rooms)",,3.06,45.5140478,,-122.8828086,0,2,56,,1.95,Not Disclosed,57960,,Garden,Cooper Mountain-Aloha North,,1018,2001,,97006-2072,"R15, Beaverton"
15.58,70.13,14.29,,,"Air Conditioning, Gameroom, Pet Play Area, Smoke Free, Wheelchair Accessible (Rooms)",1.24,1215,976,A,,Sandy,23.65,"Air Conditioning, Gameroom, Pet Play Area, Smoke Free, Wheelchair Accessible (Rooms)",,1.9247,45.3901871,,-122.2574653,0,2,77,733,,Not Disclosed,41942,,Garden,Outlying Clackamas County,1129,1000,2001,,97055,R3
,57.14,42.86,,,,1.05,1576,1498,B,,Hillsboro,26.64,,,1,45.5484788,,-122.9666086,0,2,21,,,Not Disclosed,31465,,Townhome,Northwest Hillsboro,1610,1415,2007,,97124-4134,MFR-2
21.16,63.23,11.11,,4.50,"Air Conditioning, Clubhouse, Fitness Center, Playground, Spa, Grill, Recycling, Trash Pickup - Door to Door, Online Services, Island Kitchen, Loft Layout, Wheelchair Accessible (Rooms)",1.89,1848,979,A,,Vancouver,7.01,"Air Conditioning, Clubhouse, Fitness Center, Playground, Spa, Grill, Recycling, Trash Pickup - Door to Door, Online Services, Island Kitchen, Loft Layout, Wheelchair Accessible (Rooms)",,3.97,45.6128975,,-122.5592105,0,3,378,654,1.13,Not Disclosed,370294,522,Garden,Ellsworth Springs,1300,1065,2003,,98664-6299,MG
,88.64,11.36,,,"Air Conditioning, Clubhouse, Laundry Facilities, Laundry Service, Pet Play Area, Online Services, Deck, Dining Room, Patio, Wheelchair Accessible (Rooms)",1.23,1129,918,B,,Mcminnville,,"Air Conditioning, Clubhouse, Laundry Facilities, Laundry Service, Pet Play Area, Online Services, Deck, Dining Room, Patio, Wheelchair Accessible (Rooms)",,5,45.2302448,,-123.1929923,0,2,88,,,Not Disclosed,88000,,Garden,Yamhill County,1250,875,2000,,97128-8258,R4
57.14,42.86,,,,"Air Conditioning, Wheelchair Accessible (Rooms)",1.70,1179,694,B,,Mcminnville,,"Air Conditioning, Wheelchair Accessible (Rooms)",,1.31,45.2038629,,-123.1940366,0,2,33,650,1.75,Not Disclosed,26250,,Low-Rise,Yamhill County,,750,2000,,97128,R4
,79.55,20.45,,,,1.36,1317,967,C,,Portland,11.12,,,0.6718,45.4769135,,-122.5310736,0,3,44,,,Not Disclosed,55200,,Garden,Powellhurst-Gilbert,1136,924,2009,,97236-4702,R2
19.57,73.91,6.52,,,"Air Conditioning, Online Services, Smoke Free, Wheelchair Accessible (Rooms)",1.77,1562,885,A,,Milwaukie,13.16,"Air Conditioning, Online Services, Smoke Free, Wheelchair Accessible (Rooms)",,1.79,45.4386500,,-122.5844810,0,3,45,724,1.19,Not Disclosed,62982,,Garden,Southgate,1160,903,2005,,97222,HDR
47.96,31.97,,,20.07,"Air Conditioning, Clubhouse, Courtyard, Fitness Center, Property Manager on Site, Waterfront, Gated, Grill, Walking/Biking Trails, Elevator, Lounge, Patio, Smoke Free, Wheelchair Accessible (Rooms)",2.86,2356,823,A,,Portland,0.04,"Air Conditioning, Clubhouse, Courtyard, Fitness Center, Property Manager on Site, Waterfront, Gated, Grill, Walking/Biking Trails, Elevator, Lounge, Patio, Smoke Free, Wheelchair Accessible (Rooms)",,0.92,45.4960510,LEED Interiors - Gold,-122.6712660,3,22,294,781,0.99,Not Disclosed,238507,787,Hi-Rise,South Waterfront,,908,2009,,97239-4410,CX
16.67,50.00,33.33,,,"24 Hour Access, Air Conditioning, Laundry Facilities, Playground, Property Manager on Site, Online Services, Smoke Free, Wheelchair Accessible (Rooms)",2.05,2057,1005,B,,Portland,9.86,"24 Hour Access, Air Conditioning, Laundry Facilities, Playground, Property Manager on Site, Online Services, Smoke Free, Wheelchair Accessible (Rooms)",,7.29,45.5643470,,-122.8947300,0,3,180,659,1.17,Not Disclosed,175480,,Garden,West Union,1186,1000,2003,,97229-7167,R-15
66.67,33.33,,,,"Air Conditioning, Fitness Center, Vinyl Flooring, Wheelchair Accessible (Rooms)",1.19,1061,893,B,,Portland,0.39,"Air Conditioning, Fitness Center, Vinyl Flooring, Wheelchair Accessible (Rooms)",,0.6363,45.5260693,,-122.5614639,0,4,45,840,0.76,Not Disclosed,45528,,Mid-Rise,Gateway,,999,2004,,97220-4400,RHT
35.47,64.53,,,,"Air Conditioning, Clubhouse, Fitness Center, Property Manager on Site, Spa, Waterfront, Media Center/Movie Theatre, Lake Access, Maintenance on site, Online Services, Built-In Bookshelves, Dining Room, Island Kitchen, Patio, Wheelchair Accessible (Rooms)",2.04,1975,966,B,,Fairview,11.33,"Air Conditioning, Clubhouse, Fitness Center, Property Manager on Site, Spa, Waterfront, Media Center/Movie Theatre, Lake Access, Maintenance on site, Online Services, Built-In Bookshelves, Dining Room, Island Kitchen, Patio, Wheelchair Accessible (Rooms)",,7.4641,45.5281940,,-122.4438330,0,3,203,732,0.65,Not Disclosed,199694,,Garden,Outlying Troutdale/Gresham,,1095,2004,,97024-3839,RMF
,48.00,52.00,,,"Deck, Dining Room, Family Room, Patio, Vinyl Flooring, Wheelchair Accessible (Rooms), Window Coverings",0.93,1737,1873,B,,Portland,1.03,"Deck, Dining Room, Family Room, Patio, Vinyl Flooring, Wheelchair Accessible (Rooms), Window Coverings",,0.041,45.5347811,,-122.4888679,0,3,25,,,Not Disclosed,46828,,Townhome,Wilkes East,1803,1949,2007,,97230-6009,CMF
1.82,49.09,49.09,,,"24 Hour Access, Air Conditioning, Controlled Access, Playground, Property Manager on Site, Storage Space, Intercom, Linen Closet, Patio, Smoke Free, Wheelchair Accessible (Rooms)",1.85,1837,993,C,,Portland,0.99,"24 Hour Access, Air Conditioning, Controlled Access, Playground, Property Manager on Site, Storage Space, Intercom, Linen Closet, Patio, Smoke Free, Wheelchair Accessible (Rooms)",,2.42,45.5345038,,-122.4844308,0,2,55,610,2.39,Not Disclosed,56560,,Garden,Wilkes East,1044,956,2005,,97230-6097,CMF
,,100.00,,,"Air Conditioning, Laundry Facilities, Wheelchair Accessible (Rooms)",,,1400,B,,Beaverton,1.41,"Air Conditioning, Laundry Facilities, Wheelchair Accessible (Rooms)",,2.07,45.4818321,,-122.8184766,0,3,48,,1.43,Not Disclosed,67200,,Garden,Central Beaverton,1400,,2008,,97005,R2
10.11,75.28,14.61,,,"Picnic Area, Playground, Property Manager on Site, Grill, Pet Play Area, Wheelchair Accessible (Rooms), Public Transportation",2.08,2062,990,B,,Hillsboro,0.33,"Picnic Area, Playground, Property Manager on Site, Grill, Pet Play Area, Wheelchair Accessible (Rooms), Public Transportation",,6.02,45.5205403,,-122.8698049,0,2,178,672,,Not Disclosed,163650,,Garden,Sommerset West-Elmonica South,1156,1001,2006,,97006-5001,UC-RM
25.00,65.28,9.72,,,"Air Conditioning, Wheelchair Accessible (Rooms)",1.06,937,881,B,,Portland,10.01,"Air Conditioning, Wheelchair Accessible (Rooms)",,1.7712,45.4903474,,-122.5390095,0,3,72,710,1.65,Not Disclosed,63770,,Garden,Powellhurst-Gilbert,1094,915,2002,,97266,NC
,,100.00,,,,,,,B,,Portland,10.68,,,1.08,45.4891328,,-122.5237914,0,3,20,,,Not Disclosed,43200,,Garden,Powellhurst-Gilbert,,,2001,,97236,R3
26.15,43.08,,,30.77,"Air Conditioning, Picnic Area, Playground, Property Manager on Site, Maintenance on site, Online Services, Deck, Double Pane Windows, Patio, Vinyl Flooring, Wheelchair Accessible (Rooms)",1.78,1327,746,C,,Gresham,0.22,"Air Conditioning, Picnic Area, Playground, Property Manager on Site, Maintenance on site, Online Services, Deck, Double Pane Windows, Patio, Vinyl Flooring, Wheelchair Accessible (Rooms)",,1.7,45.5055070,,-122.4257620,0,2,65,670,3.78,Not Disclosed,49390,650,Garden,Downtown Gresham,,860,2001,,97030-3928,N/Av
,50.00,50.00,,,"Air Conditioning, Controlled Access, Laundry Facilities, Property Manager on Site, Storage Space, Maintenance on site, Window Coverings",1.54,1487,965,C,,Portland,6.24,"Air Conditioning, Controlled Access, Laundry Facilities, Property Manager on Site, Storage Space, Maintenance on site, Window Coverings",,2.15,45.5482990,,-122.4934950,0,2,48,,1.71,Not Disclosed,51008,,Garden,Wilkes-Hemlock,990,940,2005,,97230,"R2, Portland"
49.59,27.27,19.83,0.0331,,"Air Conditioning, Fitness Center, Property Manager on Site, Package Service, Walking/Biking Trails, Wheelchair Accessible (Rooms)",1.53,1745,1140,B,,Washougal,15.57,"Air Conditioning, Fitness Center, Property Manager on Site, Package Service, Walking/Biking Trails, Wheelchair Accessible (Rooms)",1896,4.2813,45.5930597,,-122.3749373,0,3,121,762,1.27,Not Disclosed,165609,,Garden,Outlying Vancouver,1567,1425,2008,,98671-7591,R1-15
69.03,30.97,,,,"Air Conditioning, Controlled Access, Fitness Center, Property Manager on Site, Security System, Gated, Dry Cleaning Service, Package Service, Storage Space, Elevator, Maintenance on site, Wheelchair Accessible (Rooms)",2.61,2389,915,B,,Portland,0.06,"Air Conditioning, Controlled Access, Fitness Center, Property Manager on Site, Security System, Gated, Dry Cleaning Service, Package Service, Storage Space, Elevator, Maintenance on site, Wheelchair Accessible (Rooms)",,0.49,45.5298476,,-122.6811564,3,10,155,760,0.28,Not Disclosed,185090,,Mid-Rise,Pearl,,1261,2004,,97209,EXD
48.46,20.48,,,31.06,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Concierge, Courtyard, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Tenant Controlled HVAC, Waterfront, Gated, Video Patrol, Grill, Package Service, Recycling, Smoke Free, Roof Terrace, Storage Space, Bicycle Storage, Car Charging Station, Community-Wide WiFi, Elevator, Lounge, Maintenance on site, Multi Use Room, Sundeck, Vision Impaired Accessible, Grill, Linen Closet, Patio, Recreation Room, Vinyl Flooring, Wheelchair Accessible (Rooms), Window Coverings, Public Transportation, Green Community, Individual Leases Available",2.21,1787,808,B,,Portland,0,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Concierge, Courtyard, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Tenant Controlled HVAC, Waterfront, Gated, Video Patrol, Grill, Package Service, Recycling, Smoke Free, Roof Terrace, Storage Space, Bicycle Storage, Car Charging Station, Community-Wide WiFi, Elevator, Lounge, Maintenance on site, Multi Use Room, Sundeck, Vision Impaired Accessible, Grill, Linen Closet, Patio, Recreation Room, Vinyl Flooring, Wheelchair Accessible (Rooms), Window Coverings, Public Transportation, Green Community, Individual Leases Available",,1.46,45.4941050,,-122.6714090,5,6,293,809,0.88,Not Disclosed,282840,581,Mid-Rise,South Waterfront,,1151,2009,,97239,CX
31.15,36.07,13.11,,19.67,,1.44,1421,986,C,,Portland,0.98,,,1.52,45.5434444,,-122.6611056,0,4,61,775,,Not Disclosed,81070,591,Mid-Rise,North Eliot,1350,1250,2000,,97212-3060,R2
25.81,25.81,22.58,,25.81,"Air Conditioning, Workshop",1.82,1756,963,B,,Portland,0.98,"Air Conditioning, Workshop",,1.5209,45.5434674,,-122.6610046,0,4,31,750,,Not Disclosed,89070,550,Mid-Rise,North Eliot,1350,1250,2000,,97212,R2
19.79,55.12,16.61,,8.48,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Spa, Basketball Court, Gameroom, Laundry Service, Pet Play Area, Pantry, Smoke Free, Wheelchair Accessible (Rooms)",1.94,1760,908,B,,Molalla,,"Air Conditioning, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Spa, Basketball Court, Gameroom, Laundry Service, Pet Play Area, Pantry, Smoke Free, Wheelchair Accessible (Rooms)",,13.5683,45.1485644,,-122.5923262,0,2,283,727,,Not Disclosed,170920,549,Garden,Outlying Clackamas County,1304,909,2009,,97038-8862,C2
67.10,13.85,,,19.05,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Fitness Center, Property Manager on Site, Gated, Grill, Guest Apartment, Media Center/Movie Theatre, On-Site Retail, Storage Space, Bicycle Storage, Conference Rooms, Elevator, Lounge, Dock, Garden, Loft Layout, Patio, Wheelchair Accessible (Rooms)",2.96,2298,775,A,,Portland,0.05,"Air Conditioning, Business Center, Controlled Access, Clubhouse, Fitness Center, Property Manager on Site, Gated, Grill, Guest Apartment, Media Center/Movie Theatre, On-Site Retail, Storage Space, Bicycle Storage, Conference Rooms, Elevator, Lounge, Dock, Garden, Loft Layout, Patio, Wheelchair Accessible (Rooms)",,0.92,45.5302541,LEED Interiors - Gold,-122.6837679,2,16,231,750,,Not Disclosed,330000,623,Hi-Rise,Pearl,,1108,2008,,97209-3165,EX
51.23,27.05,,,21.72,"24 Hour Access, Air Conditioning, Controlled Access, Courtyard, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Spa, Tanning Salon, Grill, Laundry Service, Recycling, Renters Insurance Program, Walking/Biking Trails, Bicycle Storage, Car Charging Station, Elevator, Maintenance on site, Online Services, Pet Care, Wheelchair Accessible (Rooms), Public Transportation",2.56,2690,1049,A,,Portland,0.04,"24 Hour Access, Air Conditioning, Controlled Access, Courtyard, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Spa, Tanning Salon, Grill, Laundry Service, Recycling, Renters Insurance Program, Walking/Biking Trails, Bicycle Storage, Car Charging Station, Elevator, Maintenance on site, Online Services, Pet Care, Wheelchair Accessible (Rooms), Public Transportation",,0.9183,45.5311500,,-122.6839290,3,15,244,939,0.32,Not Disclosed,456760,632,Hi-Rise,Pearl,,1595,2008,,97209-2804,"EXd, Portland"
